GEO_ID,id_Fix,NAME,percent_Rent,percent_Own,Rent_MOE,Own_MOE
id,id_Fix,Geographic Area Name,percent_Rent,percent_Own,Rent_MOE,Own_MOE
1400000US16027020100,16027020100,"Census Tract 201, Canyon County, Idaho",77.7173913,22.2826087,10.14492754,7.427536232
1400000US16027020300,16027020300,"Census Tract 203, Canyon County, Idaho",51.53707052,48.46292948,8.197709464,8.559373116
1400000US16027021500,16027021500,"Census Tract 215, Canyon County, Idaho",47.97724399,52.02275601,9.165613148,7.079646018
1400000US16027021600,16027021600,"Census Tract 216, Canyon County, Idaho",34.78523896,65.21476104,5.807622505,6.594071385
1400000US16027021100,16027021100,"Census Tract 211, Canyon County, Idaho",31.19472863,68.80527137,5.288711635,5.42743194
1400000US16027021700,16027021700,"Census Tract 217, Canyon County, Idaho",35.3968254,64.6031746,7.195767196,6.164021164
1400000US16027020700,16027020700,"Census Tract 207, Canyon County, Idaho",10.67373202,89.32626798,5.828917487,9.008327025
1400000US16027022100,16027022100,"Census Tract 221, Canyon County, Idaho",26.09875203,73.90124797,5.100379816,6.18556701
1400000US16027020200,16027020200,"Census Tract 202, Canyon County, Idaho",70.56277056,29.43722944,9.812409812,7.359307359
1400000US16027021300,16027021300,"Census Tract 213, Canyon County, Idaho",60.98159509,39.01840491,12.39263804,9.938650307
1400000US16027021800,16027021800,"Census Tract 218, Canyon County, Idaho",20,80,6.030368764,7.331887202
1400000US16027022300,16027022300,"Census Tract 223, Canyon County, Idaho",21.44873001,78.55126999,7.008466604,7.855126999
1400000US16027022400,16027022400,"Census Tract 224, Canyon County, Idaho",16.91729323,83.08270677,6.892230576,8.959899749
1400000US16027021901,16027021901,"Census Tract 219.01, Canyon County, Idaho",23.84210526,76.15789474,7.473684211,8.052631579
1400000US16027021200,16027021200,"Census Tract 212, Canyon County, Idaho",42.3594616,57.6405384,8.273950911,8.076009501
1400000US16027022200,16027022200,"Census Tract 222, Canyon County, Idaho",27.90556901,72.09443099,5.508474576,6.355932203
1400000US16027020902,16027020902,"Census Tract 209.02, Canyon County, Idaho",14.65517241,85.34482759,5.172413793,6.818181818
1400000US16027020602,16027020602,"Census Tract 206.02, Canyon County, Idaho",47.33009709,52.66990291,9.101941748,9.021035599
1400000US16027020402,16027020402,"Census Tract 204.02, Canyon County, Idaho",35.22123894,64.77876106,7.876106195,8.89380531
1400000US16027021903,16027021903,"Census Tract 219.03, Canyon County, Idaho",15.65887051,84.34112949,5.419281232,6.873930405
1400000US16027020503,16027020503,"Census Tract 205.03, Canyon County, Idaho",43.31641286,56.68358714,9.72927242,10.40609137
1400000US16027020501,16027020501,"Census Tract 205.01, Canyon County, Idaho",28.80523732,71.19476268,7.610474632,10.39279869
1400000US16027020601,16027020601,"Census Tract 206.01, Canyon County, Idaho",27.20283856,72.79716144,7.155529273,8.279124778
1400000US16027021904,16027021904,"Census Tract 219.04, Canyon County, Idaho",32.07109737,67.92890263,7.805255023,6.955177743
1400000US16027021001,16027021001,"Census Tract 210.01, Canyon County, Idaho",29.97179126,70.02820874,6.629055007,7.075693465
1400000US16027020504,16027020504,"Census Tract 205.04, Canyon County, Idaho",68.61386139,31.38613861,7.722772277,5.346534653
1400000US16027020901,16027020901,"Census Tract 209.01, Canyon County, Idaho",25.4214123,74.5785877,7.28929385,7.334851936
1400000US16027020401,16027020401,"Census Tract 204.01, Canyon County, Idaho",38.82460414,61.17539586,5.937880633,5.663824604
