GEO_ID,id_Fix,NAME,percent_Rent,percent_Own,Rent_MOE,Own_MOE
id,id_Fix,Geographic Area Name,percent_Rent,percent_Own,Rent_MOE,Own_MOE
1400000US16027020100,16027020100,"Census Tract 201, Canyon County, Idaho",73.45454545,26.54545455,12.18181818,9.090909091
1400000US16027020200,16027020200,"Census Tract 202, Canyon County, Idaho",57.17741935,42.82258065,10,8.790322581
1400000US16027020300,16027020300,"Census Tract 203, Canyon County, Idaho",58.96574882,41.03425118,9.335124244,7.051712559
1400000US16027020401,16027020401,"Census Tract 204.01, Canyon County, Idaho",38.70967742,61.29032258,6.686827957,6.216397849
1400000US16027020402,16027020402,"Census Tract 204.02, Canyon County, Idaho",38.54271357,61.45728643,7.989949749,7.638190955
1400000US16027020501,16027020501,"Census Tract 205.01, Canyon County, Idaho",34.13654618,65.86345382,10.92369478,10.36144578
1400000US16027020503,16027020503,"Census Tract 205.03, Canyon County, Idaho",34.11433927,65.88566073,11.15276476,10.77788191
1400000US16027020504,16027020504,"Census Tract 205.04, Canyon County, Idaho",71.47667148,28.52332852,7.696007696,5.723905724
1400000US16027020601,16027020601,"Census Tract 206.01, Canyon County, Idaho",23.95561358,76.04438642,8.289817232,9.399477807
1400000US16027020602,16027020602,"Census Tract 206.02, Canyon County, Idaho",33.86960203,66.13039797,8.128704488,7.281964437
1400000US16027020700,16027020700,"Census Tract 207, Canyon County, Idaho",9.47459087,90.52540913,6.45994832,10.59431525
1400000US16027020901,16027020901,"Census Tract 209.01, Canyon County, Idaho",16.07490272,83.92509728,5.642023346,6.785019455
1400000US16027020902,16027020902,"Census Tract 209.02, Canyon County, Idaho",17.10700132,82.89299868,6.032584764,6.230735359
1400000US16027021001,16027021001,"Census Tract 210.01, Canyon County, Idaho",25.14314165,74.85685835,6.621857107,8.040826487
1400000US16027021002,16027021002,"Census Tract 210.02, Canyon County, Idaho",27.49699158,72.50300842,6.287605295,6.257521059
1400000US16027021100,16027021100,"Census Tract 211, Canyon County, Idaho",26.61793163,73.38206837,6.579230273,7.224252849
1400000US16027021200,16027021200,"Census Tract 212, Canyon County, Idaho",36.47009619,63.52990381,8.824759515,8.86658302
1400000US16027021300,16027021300,"Census Tract 213, Canyon County, Idaho",67.33111849,32.66888151,13.39977852,9.745293466
1400000US16027021500,16027021500,"Census Tract 215, Canyon County, Idaho",56.96767001,43.03232999,8.918617614,7.580824972
