GEO_ID,id_Fix,NAME,percent_Rent,percent_Own,Rent_MOE,Own_MOE
id,id_Fix,Geographic Area Name,percent_Rent,percent_Own,Rent_MOE,Own_MOE
0500000US16027,16027,"Canyon County, Idaho",32.4213959,67.5786041,1.343376189,1.416966077
0500000US16075,16075,"Payette County, Idaho",26.00630032,73.99369968,3.103488508,3.500175009
0500000US16087,16087,"Washington County, Idaho",26.86604675,73.13395325,3.669263634,3.845187233
0500000US41045,41045,"Malheur County, Oregon",41.98986552,58.01013448,2.991619567,2.640810758
