GEO_ID,id_Fix,NAME,percent_Rent,percent_Own,Rent_MOE,Own_MOE
id,id_Fix,Geographic Area Name,percent_Rent,percent_Own,Rent_MOE,Own_MOE
0500000US16027,16027,"Canyon County, Idaho",28.82497135,71.17502865,1.335476888,1.397555074
0500000US16075,16075,"Payette County, Idaho",24.016266,75.983734,3.6598493,3.623968425
0500000US16087,16087,"Washington County, Idaho",24.15243752,75.84756248,3.761445187,4.305864885
0500000US41045,41045,"Malheur County, Oregon",34.27706727,65.72293273,2.909303915,2.89954115
