GEO_ID,id_Fix,NAME,percent_Rent,percent_Own,Rent_MOE,Own_MOE
id,id_Fix,Geographic Area Name,percent_Rent,percent_Own,Rent_MOE,Own_MOE
0500000US16027,16027,"Canyon County, Idaho",30.70993979,69.29006021,1.371331295,1.617225182
0500000US16075,16075,"Payette County, Idaho",25.39721946,74.60278054,3.984607746,3.872889772
0500000US16087,16087,"Washington County, Idaho",23.66683596,76.33316404,3.859827324,4.36769934
0500000US41045,41045,"Malheur County, Oregon",38.35832676,61.64167324,3.038674033,2.683504341
