GEO_ID,id_Fix,NAME,percent_Rent,percent_Own,Rent_MOE,Own_MOE
id,id_Fix,Geographic Area Name,percent_Rent,percent_Own,Rent_MOE,Own_MOE
0500000US16027,16027,"Canyon County, Idaho",31.28238637,68.71761363,1.344841734,1.375233638
0500000US16075,16075,"Payette County, Idaho",23.97201424,76.02798576,3.584141402,3.743709341
0500000US16087,16087,"Washington County, Idaho",26.7838405,73.2161595,4.039874082,3.908709339
0500000US41045,41045,"Malheur County, Oregon",40.25860393,59.74139607,2.86797589,2.479097803
