GEO_ID,id_Fix,NAME,percent_Rent,percent_Own,Rent_MOE,Own_MOE
id,id_Fix,Geographic Area Name,percent_Rent,percent_Own,Rent_MOE,Own_MOE
0500000US16027,16027,"Canyon County, Idaho",29.39440107,70.60559893,1.49971434,1.402907383
0500000US16075,16075,"Payette County, Idaho",24.06143345,75.93856655,3.632374451,3.595806923
0500000US16087,16087,"Washington County, Idaho",25.83875814,74.16124186,4.131196795,3.730595894
0500000US41045,41045,"Malheur County, Oregon",35.64239195,64.35760805,2.851786067,2.506414052
