GEO_ID,id_Fix,NAME,percent_Rent,percent_Own,Rent_MOE,Own_MOE
id,id_Fix,Geographic Area Name,percent_Rent,percent_Own,Rent_MOE,Own_MOE
1400000US16027020100,16027020100,"Census Tract 201, Canyon County, Idaho",61.30198915,38.69801085,13.38155515,13.20072333
1400000US16027020200,16027020200,"Census Tract 202, Canyon County, Idaho",61.73361522,38.26638478,10.64129669,7.399577167
1400000US16027020300,16027020300,"Census Tract 203, Canyon County, Idaho",50.35924233,49.64075767,7.903331156,7.250163292
1400000US16027020401,16027020401,"Census Tract 204.01, Canyon County, Idaho",33.25225851,66.74774149,6.497567755,7.922168172
1400000US16027020402,16027020402,"Census Tract 204.02, Canyon County, Idaho",27.78082192,72.21917808,7.287671233,7.232876712
1400000US16027020501,16027020501,"Census Tract 205.01, Canyon County, Idaho",19.29824561,80.70175439,7.719298246,9.385964912
1400000US16027020503,16027020503,"Census Tract 205.03, Canyon County, Idaho",21.65853659,78.34146341,9.170731707,9.268292683
1400000US16027020504,16027020504,"Census Tract 205.04, Canyon County, Idaho",61.2033195,38.7966805,9.854771784,7.624481328
1400000US16027020601,16027020601,"Census Tract 206.01, Canyon County, Idaho",22.73714699,77.26285301,7.820419986,8.906589428
1400000US16027020602,16027020602,"Census Tract 206.02, Canyon County, Idaho",37.15824358,62.84175642,7.497928749,7.0008285
1400000US16027020700,16027020700,"Census Tract 207, Canyon County, Idaho",8.813559322,91.18644068,7.966101695,9.830508475
1400000US16027020901,16027020901,"Census Tract 209.01, Canyon County, Idaho",11.35068154,88.64931846,3.271375465,4.88228005
1400000US16027020902,16027020902,"Census Tract 209.02, Canyon County, Idaho",17.14559387,82.85440613,4.501915709,4.76532567
1400000US16027021001,16027021001,"Census Tract 210.01, Canyon County, Idaho",19.89213198,80.10786802,4.568527919,7.233502538
1400000US16027021002,16027021002,"Census Tract 210.02, Canyon County, Idaho",30.46336882,69.53663118,6.042579837,6.762680025
1400000US16027021100,16027021100,"Census Tract 211, Canyon County, Idaho",29.37730527,70.62269473,5.662833586,5.988283793
1400000US16027021200,16027021200,"Census Tract 212, Canyon County, Idaho",29.12912913,70.87087087,8.333333333,8.258258258
1400000US16027021300,16027021300,"Census Tract 213, Canyon County, Idaho",64.09185804,35.90814196,13.15240084,11.27348643
1400000US16027021500,16027021500,"Census Tract 215, Canyon County, Idaho",53.13786008,46.86213992,9.104938272,7.150205761
1400000US16027021600,16027021600,"Census Tract 216, Canyon County, Idaho",50.83234245,49.16765755,10.40428062,8.561236623
1400000US16027021700,16027021700,"Census Tract 217, Canyon County, Idaho",29.44689691,70.55310309,6.56972215,6.751493119
1400000US16027021800,16027021800,"Census Tract 218, Canyon County, Idaho",12.33678523,87.66321477,4.862674471,5.538045925
1400000US16027021901,16027021901,"Census Tract 219.01, Canyon County, Idaho",30.93192333,69.06807667,7.66688698,9.187045605
1400000US16027021903,16027021903,"Census Tract 219.03, Canyon County, Idaho",11.83904223,88.16095777,5.254406385,6.18556701
1400000US16027021904,16027021904,"Census Tract 219.04, Canyon County, Idaho",40.15817223,59.84182777,9.050966608,9.490333919
1400000US16027022100,16027022100,"Census Tract 221, Canyon County, Idaho",22.25647349,77.74352651,5.918618989,7.151664612
1400000US16027022200,16027022200,"Census Tract 222, Canyon County, Idaho",26.78923178,73.21076822,5.318450427,6.17202889
1400000US16027022300,16027022300,"Census Tract 223, Canyon County, Idaho",17.41424802,82.58575198,5.382585752,6.754617414
1400000US16027022400,16027022400,"Census Tract 224, Canyon County, Idaho",9.096774194,90.90322581,5.741935484,7.935483871
1400000US16075960100,16075960100,"Census Tract 9601, Payette County, Idaho",29.32426689,70.67573311,6.162345941,6.969825754
1400000US16075960200,16075960200,"Census Tract 9602, Payette County, Idaho",34.38395415,65.61604585,7.449856734,8.524355301
1400000US16075960300,16075960300,"Census Tract 9603, Payette County, Idaho",20.4467354,79.5532646,4.673539519,6.975945017
1400000US16075960400,16075960400,"Census Tract 9604, Payette County, Idaho",21.28953771,78.71046229,5.656934307,6.751824818
1400000US16087970100,16087970100,"Census Tract 9701, Washington County, Idaho",25.47033285,74.52966715,7.091172214,9.406657019
1400000US16087970200,16087970200,"Census Tract 9702, Washington County, Idaho",28.16386247,71.83613753,7.315288954,6.876371617
1400000US16087970300,16087970300,"Census Tract 9703, Washington County, Idaho",22.07991803,77.92008197,6.096311475,6.659836066
1400000US41045940000,41045940000,"Census Tract 9400, Malheur County, Oregon",na,na,na,na
1400000US41045970200,41045970200,"Census Tract 9702, Malheur County, Oregon",23.53610006,76.46389994,6.083001706,6.992609437
1400000US41045970300,41045970300,"Census Tract 9703, Malheur County, Oregon",38.20638821,61.79361179,7.985257985,8.845208845
1400000US41045970400,41045970400,"Census Tract 9704, Malheur County, Oregon",51.3091922,48.6908078,9.972144847,8.356545961
1400000US41045970500,41045970500,"Census Tract 9705, Malheur County, Oregon",34.58262351,65.41737649,7.950028393,6.814310051
1400000US41045970600,41045970600,"Census Tract 9706, Malheur County, Oregon",32.48150639,67.51849361,6.657700067,6.859448554
1400000US41045970700,41045970700,"Census Tract 9707, Malheur County, Oregon",34.59119497,65.40880503,8.805031447,9.748427673
1400000US41045970900,41045970900,"Census Tract 9709, Malheur County, Oregon",29.95515695,70.04484305,6.098654709,7.443946188
0500000US16027,16027,"Canyon County, Idaho",28.5801832,71.4198168,1.449812927,1.393368598
0500000US16075,16075,"Payette County, Idaho",25.4727207,74.5272793,2.85438998,2.914609177
0500000US16087,16087,"Washington County, Idaho",24.73815461,75.26184539,4.039900249,3.965087282
0500000US41045,41045,"Malheur County, Oregon",35.38945094,64.61054906,2.838620961,2.789509871
