GEO_ID,id_Fix,NAME,percent_Rent,percent_Own,Rent_MOE,Own_MOE
id,id_Fix,Geographic Area Name,percent_Rent,percent_Own,Rent_MOE,Own_MOE
1400000US16027020100,16027020100,"Census Tract 201, Canyon County, Idaho",76.95390782,23.04609218,13.0260521,8.016032064
1400000US16027020200,16027020200,"Census Tract 202, Canyon County, Idaho",69.13659794,30.86340206,9.987113402,7.603092784
1400000US16027020300,16027020300,"Census Tract 203, Canyon County, Idaho",47.92032806,52.07967194,7.55711775,6.971294669
1400000US16027020401,16027020401,"Census Tract 204.01, Canyon County, Idaho",33.20217918,66.79782082,7.142857143,6.658595642
1400000US16027020402,16027020402,"Census Tract 204.02, Canyon County, Idaho",38.78760255,61.21239745,8.113035552,8.021877849
1400000US16027020501,16027020501,"Census Tract 205.01, Canyon County, Idaho",25.11700468,74.88299532,8.190327613,8.346333853
1400000US16027020503,16027020503,"Census Tract 205.03, Canyon County, Idaho",37.58333333,62.41666667,8.5,9.833333333
1400000US16027020504,16027020504,"Census Tract 205.04, Canyon County, Idaho",69.31166348,30.68833652,8.460803059,5.640535373
1400000US16027020601,16027020601,"Census Tract 206.01, Canyon County, Idaho",30.19976498,69.80023502,7.285546416,8.519388954
1400000US16027020602,16027020602,"Census Tract 206.02, Canyon County, Idaho",46.43131236,53.56868764,10.13046815,9.247889486
1400000US16027020700,16027020700,"Census Tract 207, Canyon County, Idaho",9.104367135,90.89563286,5.403404885,9.03034789
1400000US16027020901,16027020901,"Census Tract 209.01, Canyon County, Idaho",23.66579178,76.33420822,6.321084864,7.086614173
1400000US16027020902,16027020902,"Census Tract 209.02, Canyon County, Idaho",13.92209796,86.07790204,5.399151562,7.231006556
1400000US16027021001,16027021001,"Census Tract 210.01, Canyon County, Idaho",27.09587772,72.90412228,7.341361742,7.54979157
1400000US16027021002,16027021002,"Census Tract 210.02, Canyon County, Idaho",35.17938839,64.82061161,5.899349868,5.923428847
1400000US16027021100,16027021100,"Census Tract 211, Canyon County, Idaho",32.54876673,67.45123327,5.72303724,5.803643398
1400000US16027021200,16027021200,"Census Tract 212, Canyon County, Idaho",37.67423337,62.32576663,8.522500996,7.925129431
1400000US16027021300,16027021300,"Census Tract 213, Canyon County, Idaho",59.71223022,40.28776978,11.27098321,8.872901679
1400000US16027021500,16027021500,"Census Tract 215, Canyon County, Idaho",51.21328225,48.78671775,9.32311622,7.85440613
1400000US16027021600,16027021600,"Census Tract 216, Canyon County, Idaho",37.19211823,62.80788177,6.773399015,6.403940887
1400000US16027021700,16027021700,"Census Tract 217, Canyon County, Idaho",38.56699431,61.43300569,6.647697879,7.139161924
1400000US16027021800,16027021800,"Census Tract 218, Canyon County, Idaho",20.19504267,79.80495733,6.338886631,7.436001625
1400000US16027021901,16027021901,"Census Tract 219.01, Canyon County, Idaho",23.18059299,76.81940701,6.253369272,7.601078167
1400000US16027021903,16027021903,"Census Tract 219.03, Canyon County, Idaho",8.902750213,91.09724979,4.054437199,6.464417352
1400000US16027021904,16027021904,"Census Tract 219.04, Canyon County, Idaho",34.96183206,65.03816794,8.396946565,7.328244275
1400000US16027022100,16027022100,"Census Tract 221, Canyon County, Idaho",27.19913654,72.80086346,6.152185645,7.123583378
1400000US16027022200,16027022200,"Census Tract 222, Canyon County, Idaho",28.85375494,71.14624506,5.533596838,6.662902315
1400000US16027022300,16027022300,"Census Tract 223, Canyon County, Idaho",23.78303199,76.21696801,7.417709782,8.715808994
1400000US16027022400,16027022400,"Census Tract 224, Canyon County, Idaho",15.2105594,84.7894406,5.845380264,8.485229415
1400000US16075960100,16075960100,"Census Tract 9601, Payette County, Idaho",29.86425339,70.13574661,6.417112299,7.157548334
1400000US16075960200,16075960200,"Census Tract 9602, Payette County, Idaho",42.68802228,57.31197772,8.844011142,8.356545961
1400000US16075960300,16075960300,"Census Tract 9603, Payette County, Idaho",21.291164,78.708836,5.44506032,8.346918813
1400000US16075960400,16075960400,"Census Tract 9604, Payette County, Idaho",22.24645583,77.75354417,5.834242094,8.069792803
1400000US16087970100,16087970100,"Census Tract 9701, Washington County, Idaho",16.82496608,83.17503392,4.47761194,9.769335142
1400000US16087970200,16087970200,"Census Tract 9702, Washington County, Idaho",36.96498054,63.03501946,7.976653696,6.549935149
1400000US16087970300,16087970300,"Census Tract 9703, Washington County, Idaho",28.75215641,71.24784359,6.095457159,6.958021852
1400000US41045940000,41045940000,"Census Tract 9400, Malheur County, Oregon",na,na,na,na
1400000US41045970200,41045970200,"Census Tract 9702, Malheur County, Oregon",21.84225041,78.15774959,6.012134584,7.280750138
1400000US41045970300,41045970300,"Census Tract 9703, Malheur County, Oregon",53.17507418,46.82492582,9.673590504,6.46884273
1400000US41045970400,41045970400,"Census Tract 9704, Malheur County, Oregon",63.19199058,36.80800942,9.128386337,7.53828033
1400000US41045970500,41045970500,"Census Tract 9705, Malheur County, Oregon",37.48524203,62.51475797,6.080283353,8.26446281
1400000US41045970600,41045970600,"Census Tract 9706, Malheur County, Oregon",40.31620553,59.68379447,7.180500659,6.192358366
