GEO_ID,id_Fix,NAME,Patientreadmin,PATIENTREADMINZ,Cleanliness - star rating,CLENLINESSZ,Nurse communication - star rating,NURSECOMZ,Doctor communication - star rating,DOCTORCOMZ,Staff responsiveness - star rating,STAFFRESPZ,Communication about medicines - star rating,COMMMEDZ,Discharge information - star rating,DISCHARGEINFOZ,Care transition - star rating,CARETRANSIZ,Overall hospital rating - star rating,OVERALLHOSPZ,Quietness - star rating,QUIETZ,Recommend hospital - star rating,RECHOSZ,Qualzore,INDEX_qual,Lifeexpectancy,LIEEXPZ,INDEX_LifeExpect,infantmortality,INFANTMORZ,INDEX_InfantMort,ReadminRATE,Readminz,INDEX_readminrate,averagez,INDEX_Overall,County,Census Tract,Ranking Overall,Quintile,30 Day Hospital Wide Readmission Rate,Cleanliness - star rating,Nurse communication - star rating,Doctor communication - star rating,Staff responsiveness - star rating,Communication about medicines - star rating,Discharge information - star rating,Care transition - star rating,Overall hospital rating - star rating,Quietness - star rating,Recommend hospital - star rating,Life Expectancy,Infant Mortality Rate
1400000US16027020700,16027020700,"Census Tract 207, Canyon County, Idaho",14.96%,0.37,3.5,0.25,4,0.32,3,0.32,3.5,0.18,3.5,0.37,3.5,0.18,3.5,0.37,3.5,0.25,3,0.32,4,0.47,3.38,3,80.5,1.02,1,16,0.72,1,85.04%,-0.27,2,4.85,1," Canyon County, Idaho","Census Tract 207, Canyon County, Idaho",8,2,14.75%,3.5,4,3,3.5,3.5,3.5,3.5,3.5,3,4,80.5,5.5
1400000US16027020901,16027020901,"Census Tract 209.01, Canyon County, Idaho",14.96%,0.37,3.5,0.25,4,0.32,3,0.32,3.5,0.18,3.5,0.37,3.5,0.18,3.5,0.37,3.5,0.25,3,0.32,4,0.47,3.38,3,79.3,0.5,2,16,0.72,1,85.04%,-0.27,2,4.34,2," Canyon County, Idaho","Census Tract 209.01, Canyon County, Idaho",18,3,14.75%,3.5,4,3,3.5,3.5,3.5,3.5,3.5,3,4,79.3,5.5
1400000US16027020902,16027020902,"Census Tract 209.02, Canyon County, Idaho",14.96%,0.37,3.5,0.25,4,0.32,3,0.32,3.5,0.18,3.5,0.37,3.5,0.18,3.5,0.37,3.5,0.25,3,0.32,4,0.47,3.38,3,81.9,1.62,1,16,0.72,1,85.04%,-0.27,2,5.46,1," Canyon County, Idaho","Census Tract 209.02, Canyon County, Idaho",5,1,14.75%,3.5,4,3,3.5,3.5,3.5,3.5,3.5,3,4,81.9,5.5
1400000US16027021001,16027021001,"Census Tract 210.01, Canyon County, Idaho",14.96%,0.37,3.5,0.25,4,0.32,3,0.32,3.5,0.18,3.5,0.37,3.5,0.18,3.5,0.37,3.5,0.25,3,0.32,4,0.47,3.38,3,80.5,1.02,1,16,0.72,1,85.04%,-0.27,2,4.85,1," Canyon County, Idaho","Census Tract 210.01, Canyon County, Idaho",8,2,14.75%,3.5,4,3,3.5,3.5,3.5,3.5,3.5,3,4,80.5,5.5
1400000US16027021002,16027021002,"Census Tract 210.02, Canyon County, Idaho",14.96%,0.37,3.5,0.25,4,0.32,3,0.32,3.5,0.18,3.5,0.37,3.5,0.18,3.5,0.37,3.5,0.25,3,0.32,4,0.47,3.38,3,80.4,0.98,2,16,0.72,1,85.04%,-0.27,2,4.81,2," Canyon County, Idaho","Census Tract 210.02, Canyon County, Idaho",10,2,14.75%,3.5,4,3,3.5,3.5,3.5,3.5,3.5,3,4,80.4,5.5
1400000US16027021100,16027021100,"Census Tract 211, Canyon County, Idaho",14.96%,0.37,3.5,0.25,4,0.32,3,0.32,3.5,0.18,3.5,0.37,3.5,0.18,3.5,0.37,3.5,0.25,3,0.32,4,0.47,3.38,3,80.4,0.98,2,16,0.72,1,85.04%,-0.27,2,4.81,2," Canyon County, Idaho","Census Tract 211, Canyon County, Idaho",10,2,14.75%,3.5,4,3,3.5,3.5,3.5,3.5,3.5,3,4,80.4,5.5
1400000US16027021200,16027021200,"Census Tract 212, Canyon County, Idaho",14.96%,0.37,3.5,0.25,4,0.32,3,0.32,3.5,0.18,3.5,0.37,3.5,0.18,3.5,0.37,3.5,0.25,3,0.32,4,0.47,3.38,3,77.2,-0.41,4,16,0.72,1,85.04%,-0.27,2,3.43,3," Canyon County, Idaho","Census Tract 212, Canyon County, Idaho",26,4,14.75%,3.5,4,3,3.5,3.5,3.5,3.5,3.5,3,4,77.2,5.5
1400000US16027021300,16027021300,"Census Tract 213, Canyon County, Idaho",14.96%,0.37,3.5,0.25,4,0.32,3,0.32,3.5,0.18,3.5,0.37,3.5,0.18,3.5,0.37,3.5,0.25,3,0.32,4,0.47,3.38,3,77.2,-0.41,4,16,0.72,1,85.04%,-0.27,2,3.43,3," Canyon County, Idaho","Census Tract 213, Canyon County, Idaho",26,4,14.75%,3.5,4,3,3.5,3.5,3.5,3.5,3.5,3,4,77.2,5.5
1400000US16027021500,16027021500,"Census Tract 215, Canyon County, Idaho",14.96%,0.37,3.5,0.25,4,0.32,3,0.32,3.5,0.18,3.5,0.37,3.5,0.18,3.5,0.37,3.5,0.25,3,0.32,4,0.47,3.38,3,76,-0.93,5,16,0.72,1,85.04%,-0.27,2,2.91,4," Canyon County, Idaho","Census Tract 215, Canyon County, Idaho",34,5,14.75%,3.5,4,3,3.5,3.5,3.5,3.5,3.5,3,4,76,5.5
1400000US16027021600,16027021600,"Census Tract 216, Canyon County, Idaho",14.96%,0.37,3.5,0.25,4,0.32,3,0.32,3.5,0.18,3.5,0.37,3.5,0.18,3.5,0.37,3.5,0.25,3,0.32,4,0.47,3.38,3,76.3,-0.8,5,16,0.72,1,85.04%,-0.27,2,3.04,4," Canyon County, Idaho","Census Tract 216, Canyon County, Idaho",33,5,14.75%,3.5,4,3,3.5,3.5,3.5,3.5,3.5,3,4,76.3,5.5
1400000US16027021700,16027021700,"Census Tract 217, Canyon County, Idaho",14.96%,0.37,3.5,0.25,4,0.32,3,0.32,3.5,0.18,3.5,0.37,3.5,0.18,3.5,0.37,3.5,0.25,3,0.32,4,0.47,3.38,3,76.7,-0.62,4,16,0.72,1,85.04%,-0.27,2,3.21,3," Canyon County, Idaho","Census Tract 217, Canyon County, Idaho",29,4,14.75%,3.5,4,3,3.5,3.5,3.5,3.5,3.5,3,4,76.7,5.5
1400000US16027021800,16027021800,"Census Tract 218, Canyon County, Idaho",14.96%,0.37,3.5,0.25,4,0.32,3,0.32,3.5,0.18,3.5,0.37,3.5,0.18,3.5,0.37,3.5,0.25,3,0.32,4,0.47,3.38,3,79.6,0.63,2,16,0.72,1,85.04%,-0.27,2,4.47,2," Canyon County, Idaho","Census Tract 218, Canyon County, Idaho",16,2,14.75%,3.5,4,3,3.5,3.5,3.5,3.5,3.5,3,4,79.6,5.5
1400000US16027021901,16027021901,"Census Tract 219.01, Canyon County, Idaho",14.96%,0.37,3.5,0.25,4,0.32,3,0.32,3.5,0.18,3.5,0.37,3.5,0.18,3.5,0.37,3.5,0.25,3,0.32,4,0.47,3.38,3,76.4,-0.75,4,16,0.72,1,85.04%,-0.27,2,3.08,4," Canyon County, Idaho","Census Tract 219.01, Canyon County, Idaho",32,4,14.75%,3.5,4,3,3.5,3.5,3.5,3.5,3.5,3,4,76.4,5.5
1400000US16027021903,16027021903,"Census Tract 219.03, Canyon County, Idaho",14.96%,0.37,3.5,0.25,4,0.32,3,0.32,3.5,0.18,3.5,0.37,3.5,0.18,3.5,0.37,3.5,0.25,3,0.32,4,0.47,3.38,3,81.1,1.28,1,16,0.72,1,85.04%,-0.27,2,5.11,1," Canyon County, Idaho","Census Tract 219.03, Canyon County, Idaho",6,1,14.75%,3.5,4,3,3.5,3.5,3.5,3.5,3.5,3,4,81.1,5.5
1400000US16027021904,16027021904,"Census Tract 219.04, Canyon County, Idaho",14.96%,0.37,3.5,0.25,4,0.32,3,0.32,3.5,0.18,3.5,0.37,3.5,0.18,3.5,0.37,3.5,0.25,3,0.32,4,0.47,3.38,3,79.4,0.54,2,16,0.72,1,85.04%,-0.27,2,4.38,2," Canyon County, Idaho","Census Tract 219.04, Canyon County, Idaho",17,3,14.75%,3.5,4,3,3.5,3.5,3.5,3.5,3.5,3,4,79.4,5.5
1400000US16027022100,16027022100,"Census Tract 221, Canyon County, Idaho",14.96%,0.37,3.5,0.25,4,0.32,3,0.32,3.5,0.18,3.5,0.37,3.5,0.18,3.5,0.37,3.5,0.25,3,0.32,4,0.47,3.38,3,78.4,0.11,3,16,0.72,1,85.04%,-0.27,2,3.95,3," Canyon County, Idaho","Census Tract 221, Canyon County, Idaho",24,3,14.75%,3.5,4,3,3.5,3.5,3.5,3.5,3.5,3,4,78.4,5.5
1400000US16027022200,16027022200,"Census Tract 222, Canyon County, Idaho",14.96%,0.37,3.5,0.25,4,0.32,3,0.32,3.5,0.18,3.5,0.37,3.5,0.18,3.5,0.37,3.5,0.25,3,0.32,4,0.47,3.38,3,80.1,0.85,2,16,0.72,1,85.04%,-0.27,2,4.68,2," Canyon County, Idaho","Census Tract 222, Canyon County, Idaho",13,2,14.75%,3.5,4,3,3.5,3.5,3.5,3.5,3.5,3,4,80.1,5.5
1400000US16027022300,16027022300,"Census Tract 223, Canyon County, Idaho",14.96%,0.37,3.5,0.25,4,0.32,3,0.32,3.5,0.18,3.5,0.37,3.5,0.18,3.5,0.37,3.5,0.25,3,0.32,4,0.47,3.38,3,80.2,0.89,2,16,0.72,1,85.04%,-0.27,2,4.72,2," Canyon County, Idaho","Census Tract 223, Canyon County, Idaho",12,2,14.75%,3.5,4,3,3.5,3.5,3.5,3.5,3.5,3,4,80.2,5.5
1400000US16027022400,16027022400,"Census Tract 224, Canyon County, Idaho",14.96%,0.37,3.5,0.25,4,0.32,3,0.32,3.5,0.18,3.5,0.37,3.5,0.18,3.5,0.37,3.5,0.25,3,0.32,4,0.47,3.38,3,80.8,1.15,1,16,0.72,1,85.04%,-0.27,2,4.98,1," Canyon County, Idaho","Census Tract 224, Canyon County, Idaho",7,1,14.75%,3.5,4,3,3.5,3.5,3.5,3.5,3.5,3,4,80.8,5.5
1400000US16075960100,16075960100,"Census Tract 9601, Payette County, Idaho",0,-3.1,0,-3.08,0,-3.16,0,-3.16,0,-3.1,0,-3.07,0,-3.1,0,-3.07,0,-3.08,0,-3.16,0,-2.99,-34.06,5,77.6,-0.23,4,1,-1.36,5,na, na ,na, NA ,NA," Payette County, Idaho","Census Tract 9601, Payette County, Idaho",na,na,na,na,na,na,na,na,na,na,na,na,na,77.6,3.5
1400000US16075960200,16075960200,"Census Tract 9602, Payette County, Idaho",0,-3.1,0,-3.08,0,-3.16,0,-3.16,0,-3.1,0,-3.07,0,-3.1,0,-3.07,0,-3.08,0,-3.16,0,-2.99,-34.06,5,76.3,-0.8,5,1,-1.36,5,na, na ,na, NA ,NA," Payette County, Idaho","Census Tract 9602, Payette County, Idaho",na,na,na,na,na,na,na,na,na,na,na,na,na,76.3,3.5
1400000US16075960300,16075960300,"Census Tract 9603, Payette County, Idaho",0,-3.1,0,-3.08,0,-3.16,0,-3.16,0,-3.1,0,-3.07,0,-3.1,0,-3.07,0,-3.08,0,-3.16,0,-2.99,-34.06,5,81.1,1.28,1,1,-1.36,5,na, na ,na, NA ,NA," Payette County, Idaho","Census Tract 9603, Payette County, Idaho",na,na,na,na,na,na,na,na,na,na,na,na,na,81.1,3.5
1400000US16075960400,16075960400,"Census Tract 9604, Payette County, Idaho",0,-3.1,0,-3.08,0,-3.16,0,-3.16,0,-3.1,0,-3.07,0,-3.1,0,-3.07,0,-3.08,0,-3.16,0,-2.99,-34.06,5,81,1.24,1,1,-1.36,5,na, na ,na, NA ,NA," Payette County, Idaho","Census Tract 9604, Payette County, Idaho",na,na,na,na,na,na,na,na,na,na,na,na,na,81,3.5
1400000US16087970100,16087970100,"Census Tract 9701, Washington County, Idaho",11.47%,-0.44,3,-0.23,4,0.32,3,0.32,4,0.65,4,0.86,4,0.65,4,0.86,3,-0.23,3,0.32,4,0.47,3.54,1,80.8,1.15,1,0,-1.5,5,88.53%,3.51,1,6.7,1," Washington County, Idaho","Census Tract 9701, Washington County, Idaho",1,1,14.70%,3,4,3,4,4,4,4,3,3,4,80.8,0
1400000US16087970200,16087970200,"Census Tract 9702, Washington County, Idaho",11.47%,-0.44,3,-0.23,4,0.32,3,0.32,4,0.65,4,0.86,4,0.65,4,0.86,3,-0.23,3,0.32,4,0.47,3.54,1,77.7,-0.19,3,0,-1.5,5,88.53%,3.51,1,5.36,1," Washington County, Idaho","Census Tract 9702, Washington County, Idaho",2,1,14.70%,3,4,3,4,4,4,4,3,3,4,77.7,0
1400000US16087970300,16087970300,"Census Tract 9703, Washington County, Idaho",11.47%,-0.44,3,-0.23,4,0.32,3,0.32,4,0.65,4,0.86,4,0.65,4,0.86,3,-0.23,3,0.32,4,0.47,3.54,1,77.1,-0.45,4,0,-1.5,5,88.53%,3.51,1,5.1,1," Washington County, Idaho","Census Tract 9703, Washington County, Idaho",3,1,14.70%,3,4,3,4,4,4,4,3,3,4,77.1,0
1400000US41045940000,41045940000,"Census Tract 9400, Malheur County, Oregon",15.04%,0.39,4,0.72,4,0.32,3,0.32,4,0.65,3,-0.12,4,0.65,3,-0.12,4,0.72,3,0.32,3,-0.39,3.44,2,77.77142857,-0.16,3,1,-1.36,5,84.96%,-0.35,5,1.56,5," Malheur County, Oregon","Census Tract 9400, Malheur County, Oregon",23,3,14.20%,4,4,3,4,3,4,3,4,3,3,77.77142857,2.5
1400000US41045970200,41045970200,"Census Tract 9702, Malheur County, Oregon",15.04%,0.39,4,0.72,4,0.32,3,0.32,4,0.65,3,-0.12,4,0.65,3,-0.12,4,0.72,3,0.32,3,-0.39,3.44,2,79.1,0.41,3,1,-1.36,5,84.96%,-0.35,5,2.14,5," Malheur County, Oregon","Census Tract 9702, Malheur County, Oregon",15,2,14.20%,4,4,3,4,3,4,3,4,3,3,79.1,2.5
1400000US41045970300,41045970300,"Census Tract 9703, Malheur County, Oregon",15.04%,0.39,4,0.72,4,0.32,3,0.32,4,0.65,3,-0.12,4,0.65,3,-0.12,4,0.72,3,0.32,3,-0.39,3.44,2,78,-0.06,3,1,-1.36,5,84.96%,-0.35,5,1.66,5," Malheur County, Oregon","Census Tract 9703, Malheur County, Oregon",21,3,14.20%,4,4,3,4,3,4,3,4,3,3,78,2.5
1400000US41045970400,41045970400,"Census Tract 9704, Malheur County, Oregon",15.04%,0.39,4,0.72,4,0.32,3,0.32,4,0.65,3,-0.12,4,0.65,3,-0.12,4,0.72,3,0.32,3,-0.39,3.44,2,72.8,-2.31,5,1,-1.36,5,84.96%,-0.35,5,-0.58,5," Malheur County, Oregon","Census Tract 9704, Malheur County, Oregon",38,5,14.20%,4,4,3,4,3,4,3,4,3,3,72.8,2.5
1400000US41045970500,41045970500,"Census Tract 9705, Malheur County, Oregon",15.04%,0.39,4,0.72,4,0.32,3,0.32,4,0.65,3,-0.12,4,0.65,3,-0.12,4,0.72,3,0.32,3,-0.39,3.44,2,78,-0.06,3,1,-1.36,5,84.96%,-0.35,5,1.66,5," Malheur County, Oregon","Census Tract 9705, Malheur County, Oregon",21,3,14.20%,4,4,3,4,3,4,3,4,3,3,78,2.5
1400000US41045970600,41045970600,"Census Tract 9706, Malheur County, Oregon",15.04%,0.39,4,0.72,4,0.32,3,0.32,4,0.65,3,-0.12,4,0.65,3,-0.12,4,0.72,3,0.32,3,-0.39,3.44,2,76.2,-0.84,5,1,-1.36,5,84.96%,-0.35,5,0.89,5," Malheur County, Oregon","Census Tract 9706, Malheur County, Oregon",28,4,14.20%,4,4,3,4,3,4,3,4,3,3,76.2,2.5
1400000US41045970700,41045970700,"Census Tract 9707, Malheur County, Oregon",15.04%,0.39,4,0.72,4,0.32,3,0.32,4,0.65,3,-0.12,4,0.65,3,-0.12,4,0.72,3,0.32,3,-0.39,3.44,2,79.2,0.46,2,1,-1.36,5,84.96%,-0.35,5,2.18,4," Malheur County, Oregon","Census Tract 9707, Malheur County, Oregon",14,2,14.20%,4,4,3,4,3,4,3,4,3,3,79.2,2.5
1400000US41045970900,41045970900,"Census Tract 9709, Malheur County, Oregon",15.04%,0.39,4,0.72,4,0.32,3,0.32,4,0.65,3,-0.12,4,0.65,3,-0.12,4,0.72,3,0.32,3,-0.39,3.44,2,81.1,1.28,1,1,-1.36,5,84.96%,-0.35,5,3,4," Malheur County, Oregon","Census Tract 9709, Malheur County, Oregon",4,1,14.20%,4,4,3,4,3,4,3,4,3,3,81.1,2.5
