GEO_ID,NAME,id_Fix,Rent,HOC,MedianincHH,RN_income,median_inc_rent,median_inc_mort,RN_income_rent,RN_income_mort,MOE_Rent,MOE_HOC,MOE_MedianHH
id,Geographic Area Name,id_Fix,Rent,HOC,MedianincHH,RN_income,median_inc_rent,median_inc_mort,RN_income_rent,RN_income_mort,MOE_Rent,MOE_HOC,MOE_MedianHH
0500000US16027,"Canyon County, Idaho",16027,9276,10476,44860,"60,850",20.67766384,23.3526527,15.24404273,17.21610518,252,168,1126
0500000US16075,"Payette County, Idaho",16075,8028,10512,45670,"60,850",17.57827896,23.01729801,13.19309778,17.27526705,444,588,3208
0500000US16087,"Washington County, Idaho",16087,7788,6948,37525,"60,850",20.75416389,18.51565623,12.79868529,11.41824158,624,972,3840
0500000US41045,"Malheur County, Oregon",41045,7644,8580,34720,"74,660",22.01612903,24.71198157,10.23841414,11.49209751,348,960,2002
