GEO_ID,NAME,id_Fix,Rent,HOC,MedianincHH,RN_income,median_inc_rent,median_inc_mort,RN_income_rent,RN_income_mort,MOE_Rent,MOE_HOC,MOE_MedianHH
id,Geographic Area Name,id_Fix,Rent,HOC,MedianincHH,RN_income,median_inc_rent,median_inc_mort,RN_income_rent,RN_income_mort,MOE_Rent,MOE_HOC,MOE_MedianHH
0500000US16027,"Canyon County, Idaho",16027,8976,10788,43108,"57,840",20.82212118,25.02551731,15.5186722,18.65145228,252,264,966
0500000US16075,"Payette County, Idaho",16075,8244,10188,44326,"57,840",18.59856518,22.98425303,14.25311203,17.61410788,588,816,1899
0500000US16087,"Washington County, Idaho",16087,7428,8616,36483,"57,840",20.36016775,23.61647891,12.84232365,14.89626556,672,936,2490
0500000US41045,"Malheur County, Oregon",41045,7128,8808,34380,"72,330",20.73298429,25.61954625,9.85483202,12.1775197,252,744,2580
