GEO_ID,NAME,id_Fix,Rent,HOC,MedianincHH,RN_income,median_inc_rent,median_inc_mort,RN_income_rent,RN_income_mort,MOE_Rent,MOE_HOC,MOE_MedianHH
id,Geographic Area Name,id_Fix,Rent,HOC,MedianincHH,RN_income,median_inc_rent,median_inc_mort,RN_income_rent,RN_income_mort,MOE_Rent,MOE_HOC,MOE_MedianHH
1400000US16027020100,"Census Tract 201, Canyon County, Idaho",16027020100,6132,12000,14889,"57,840",41.18476728,80.59641346,10.60165975,20.74688797,552,2472,1978
1400000US16027020200,"Census Tract 202, Canyon County, Idaho",16027020200,7524,7440,21835,"57,840",34.45843829,34.07373483,13.00829876,12.86307054,696,2292,2872
1400000US16027020300,"Census Tract 203, Canyon County, Idaho",16027020300,7800,10068,28869,"57,840",27.01860127,34.87477917,13.48547718,17.406639,1392,1008,1566
1400000US16027020401,"Census Tract 204.01, Canyon County, Idaho",16027020401,10212,10800,35170,"57,840",29.03611032,30.70798976,17.65560166,18.67219917,552,1092,5398
1400000US16027020402,"Census Tract 204.02, Canyon County, Idaho",16027020402,8352,9264,30036,"57,840",27.80663204,30.84298841,14.43983402,16.01659751,444,588,6375
1400000US16027020501,"Census Tract 205.01, Canyon County, Idaho",16027020501,11532,9744,45268,"57,840",25.47494919,21.52513917,19.93775934,16.84647303,672,1500,10240
1400000US16027020503,"Census Tract 205.03, Canyon County, Idaho",16027020503,8472,10068,38470,"57,840",22.02235508,26.17104237,14.6473029,17.406639,1104,1848,4291
1400000US16027020504,"Census Tract 205.04, Canyon County, Idaho",16027020504,8112,8616,29250,"57,840",27.73333333,29.45641026,14.02489627,14.89626556,576,1068,5885
1400000US16027020601,"Census Tract 206.01, Canyon County, Idaho",16027020601,11076,11820,43750,"57,840",25.31657143,27.01714286,19.14937759,20.43568465,756,612,2304
1400000US16027020602,"Census Tract 206.02, Canyon County, Idaho",16027020602,7824,9540,31735,"57,840",24.65416732,30.06144635,13.52697095,16.49377593,1032,876,4426
1400000US16027020700,"Census Tract 207, Canyon County, Idaho",16027020700,10008,10896,62897,"57,840",15.9117287,17.32356074,17.30290456,18.83817427,2796,2460,4247
1400000US16027020901,"Census Tract 209.01, Canyon County, Idaho",16027020901,11436,12192,56538,"57,840",20.22710389,21.56425767,19.77178423,21.07883817,888,1452,4876
1400000US16027020902,"Census Tract 209.02, Canyon County, Idaho",16027020902,12516,12876,54181,"57,840",23.10034883,23.76478839,21.63900415,22.26141079,1032,960,5539
1400000US16027021001,"Census Tract 210.01, Canyon County, Idaho",16027021001,10500,10872,45613,"57,840",23.01975314,23.83531011,18.15352697,18.7966805,684,660,1773
1400000US16027021002,"Census Tract 210.02, Canyon County, Idaho",16027021002,9468,8148,41429,"57,840",22.85355669,19.66738275,16.36929461,14.08713693,1116,1308,4278
1400000US16027021100,"Census Tract 211, Canyon County, Idaho",16027021100,11784,12444,52297,"57,840",22.53284127,23.79486395,20.37344398,21.51452282,852,804,3582
1400000US16027021200,"Census Tract 212, Canyon County, Idaho",16027021200,7260,9456,34734,"57,840",20.90171014,27.2240456,12.55186722,16.34854772,1992,1380,10657
1400000US16027021300,"Census Tract 213, Canyon County, Idaho",16027021300,7020,7320,20881,"57,840",33.61907955,35.05579235,12.13692946,12.65560166,1812,1872,6458
1400000US16027021500,"Census Tract 215, Canyon County, Idaho",16027021500,7284,7128,25145,"57,840",28.96798568,28.34758401,12.593361,12.32365145,672,1728,4655
1400000US16027021600,"Census Tract 216, Canyon County, Idaho",16027021600,7632,8232,33360,"57,840",22.87769784,24.67625899,13.19502075,14.23236515,876,1320,3109
1400000US16027021700,"Census Tract 217, Canyon County, Idaho",16027021700,8304,10584,41979,"57,840",19.78131923,25.2126063,14.35684647,18.29875519,612,1032,4772
1400000US16027021800,"Census Tract 218, Canyon County, Idaho",16027021800,7740,13056,58819,"57,840",13.15901324,22.19690916,13.38174274,22.57261411,2436,1236,6521
1400000US16027021901,"Census Tract 219.01, Canyon County, Idaho",16027021901,10020,12384,42153,"57,840",23.77055014,29.37869191,17.32365145,21.41078838,1488,1308,6120
