GEO_ID,NAME,id_Fix,Rent,HOC,MedianincHH,RN_income,median_inc_rent,median_inc_mort,RN_income_rent,RN_income_mort,MOE_Rent,MOE_HOC,MOE_MedianHH
id,Geographic Area Name,id_Fix,Rent,HOC,MedianincHH,RN_income,median_inc_rent,median_inc_mort,RN_income_rent,RN_income_mort,MOE_Rent,MOE_HOC,MOE_MedianHH
1400000US16027020100,"Census Tract 201, Canyon County, Idaho",16027020100,6180,9732,22586,"66,000",27.36208271,43.08863898,9.363636364,14.74545455,1836,2688,6894
1400000US16027020300,"Census Tract 203, Canyon County, Idaho",16027020300,9228,9360,34761,"66,000",26.54699232,26.92672823,13.98181818,14.18181818,864,1440,5101
1400000US16027021500,"Census Tract 215, Canyon County, Idaho",16027021500,8364,6780,35086,"66,000",23.83856809,19.32394687,12.67272727,10.27272727,876,1596,5394
1400000US16027021600,"Census Tract 216, Canyon County, Idaho",16027021600,7872,8604,34938,"66,000",22.53134123,24.6264812,11.92727273,13.03636364,528,648,6090
1400000US16027021100,"Census Tract 211, Canyon County, Idaho",16027021100,12528,11952,54216,"66,000",23.10756972,22.04515272,18.98181818,18.10909091,864,888,4198
1400000US16027021700,"Census Tract 217, Canyon County, Idaho",16027021700,9516,10620,43992,"66,000",21.63120567,24.14075286,14.41818182,16.09090909,1416,912,3464
1400000US16027020700,"Census Tract 207, Canyon County, Idaho",16027020700,9444,12768,67893,"66,000",13.91012328,18.80606248,14.30909091,19.34545455,4620,1512,6191
1400000US16027022100,"Census Tract 221, Canyon County, Idaho",16027022100,6744,9672,48761,"66,000",13.83072537,19.83552429,10.21818182,14.65454545,1116,924,3081
1400000US16027020200,"Census Tract 202, Canyon County, Idaho",16027020200,8436,7128,28250,"66,000",29.8619469,25.23185841,12.78181818,10.8,480,2160,2700
1400000US16027021300,"Census Tract 213, Canyon County, Idaho",16027021300,7224,6768,24675,"66,000",29.27659574,27.42857143,10.94545455,10.25454545,552,1344,4631
1400000US16027021800,"Census Tract 218, Canyon County, Idaho",16027021800,8460,10944,60481,"66,000",13.98786396,18.09493891,12.81818182,16.58181818,1716,2376,6452
1400000US16027022300,"Census Tract 223, Canyon County, Idaho",16027022300,8976,11460,50461,"66,000",17.78799469,22.71060819,13.6,17.36363636,1980,1380,7029
1400000US16027022400,"Census Tract 224, Canyon County, Idaho",16027022400,8172,13608,60197,"66,000",13.57542735,22.6057777,12.38181818,20.61818182,984,3012,9330
1400000US16027021901,"Census Tract 219.01, Canyon County, Idaho",16027021901,8064,11460,42500,"66,000",18.97411765,26.96470588,12.21818182,17.36363636,1404,504,6259
1400000US16027021200,"Census Tract 212, Canyon County, Idaho",16027021200,7860,10200,35118,"66,000",22.38168461,29.04493422,11.90909091,15.45454545,1176,1512,4647
