GEO_ID,NAME,id_Fix,Rent,HOC,MedianincHH,RN_income,median_inc_rent,median_inc_mort,RN_income_rent,RN_income_mort,MOE_Rent,MOE_HOC,MOE_MedianHH
id,Geographic Area Name,id_Fix,Rent,HOC,MedianincHH,RN_income,median_inc_rent,median_inc_mort,RN_income_rent,RN_income_mort,MOE_Rent,MOE_HOC,MOE_MedianHH
0500000US16027,"Canyon County, Idaho",16027,8772,11724,42691,"56,840",20.54765641,27.46246281,15.43279381,20.62631949,228,276,1087
0500000US16075,"Payette County, Idaho",16075,7992,10332,42747,"56,840",18.69604885,24.1701172,14.06052076,18.1773399,432,924,3318
0500000US16087,"Washington County, Idaho",16087,7020,8412,36311,"56,840",19.3329845,23.16653356,12.35045742,14.79943702,708,924,2085
0500000US41045,"Malheur County, Oregon",41045,6960,8940,37191,"66,250",18.71420505,24.03807373,10.50566038,13.49433962,336,792,2028
