GEO_ID,NAME,id_Fix,Rent,HOC,MedianincHH,RN_income,median_inc_rent,median_inc_mort,RN_income_rent,RN_income_mort,MOE_Rent,MOE_HOC,MOE_MedianHH
id,Geographic Area Name,id_Fix,Rent,HOC,MedianincHH,RN_income,median_inc_rent,median_inc_mort,RN_income_rent,RN_income_mort,MOE_Rent,MOE_HOC,MOE_MedianHH
0500000US16027,"Canyon County, Idaho",16027,10152,10968,49143,"62,890",20.65807948,22.31853977,16.14247098,17.43997456,240,228,1598
0500000US16075,"Payette County, Idaho",16075,8916,10284,50289,"62,890",17.72952336,20.44980016,14.17713468,16.35236127,780,804,3560
0500000US16087,"Washington County, Idaho",16087,8052,7344,37206,"62,890",21.6416707,19.73875181,12.80330736,11.6775322,480,636,3857
0500000US41045,"Malheur County, Oregon",41045,7968,8820,42478,"74,900",18.75794529,20.76368944,10.63818425,11.77570093,312,1104,3046
