GEO_ID,NAME,id_Fix,Rent,HOC,MedianincHH,RN_income,median_inc_rent,median_inc_mort,RN_income_rent,RN_income_mort,MOE_Rent,MOE_HOC,MOE_MedianHH
id,Geographic Area Name,id_Fix,Rent,HOC,MedianincHH,RN_income,median_inc_rent,median_inc_mort,RN_income_rent,RN_income_mort,MOE_Rent,MOE_HOC,MOE_MedianHH
1400000US16027020100,"Census Tract 201, Canyon County, Idaho",16027020100,5292,12300,22773,"54,310",23.23804505,54.01132921,9.744061867,22.64776284,324,1932,8811
1400000US16027020200,"Census Tract 202, Canyon County, Idaho",16027020200,6684,8496,24764,"54,310",26.99079309,34.30786626,12.30712576,15.6435279,984,1020,7284
1400000US16027020300,"Census Tract 203, Canyon County, Idaho",16027020300,8196,10296,31148,"54,310",26.31308591,33.05509182,15.09114344,18.95783465,396,1020,5253
1400000US16027020401,"Census Tract 204.01, Canyon County, Idaho",16027020401,9096,11880,37354,"54,310",24.3508058,31.80382288,16.74829681,21.8744246,1032,1200,3597
1400000US16027020402,"Census Tract 204.02, Canyon County, Idaho",16027020402,8520,11280,44421,"54,310",19.18011751,25.39339502,15.68771865,20.76965568,1404,960,7671
1400000US16027020501,"Census Tract 205.01, Canyon County, Idaho",16027020501,11208,11076,42346,"54,310",26.46767109,26.15595334,20.63708341,20.39403425,312,828,5383
1400000US16027020503,"Census Tract 205.03, Canyon County, Idaho",16027020503,9300,13212,48844,"54,310",19.04020965,27.04938171,17.12391825,24.3270116,2232,2292,7139
1400000US16027020504,"Census Tract 205.04, Canyon County, Idaho",16027020504,7848,10848,27935,"54,310",28.09378915,38.83300519,14.45037746,19.97422206,576,972,4843
1400000US16027020601,"Census Tract 206.01, Canyon County, Idaho",16027020601,12960,13512,50638,"54,310",25.59342786,26.68351831,23.86300865,24.87939606,1140,864,6101
1400000US16027020602,"Census Tract 206.02, Canyon County, Idaho",16027020602,8940,8676,36975,"54,310",24.17849899,23.46450304,16.4610569,15.97495857,852,1368,6575
1400000US16027020700,"Census Tract 207, Canyon County, Idaho",16027020700,7584,13080,54044,"54,310",14.03301014,24.20250167,13.96427914,24.08396244,1392,2388,11862
1400000US16027020901,"Census Tract 209.01, Canyon County, Idaho",16027020901,11868,14400,62750,"54,310",18.91314741,22.94820717,21.85232922,26.51445406,1296,888,4334
1400000US16027020902,"Census Tract 209.02, Canyon County, Idaho",16027020902,12156,14076,59474,"54,310",20.43918351,23.66748495,22.3826183,25.91787884,972,684,4062
1400000US16027021001,"Census Tract 210.01, Canyon County, Idaho",16027021001,11328,11160,40485,"54,310",27.98073361,27.5657651,20.85803719,20.5487019,420,456,2594
1400000US16027021002,"Census Tract 210.02, Canyon County, Idaho",16027021002,8904,7140,35860,"54,310",24.82989403,19.91076408,16.39477076,13.14675014,1404,1728,2467
1400000US16027021100,"Census Tract 211, Canyon County, Idaho",16027021100,11124,13788,53234,"54,310",20.89641958,25.90074013,20.48241576,25.38758976,900,576,1982
1400000US16027021200,"Census Tract 212, Canyon County, Idaho",16027021200,8700,9096,33707,"54,310",25.81066247,26.98549263,16.01914933,16.74829681,960,1344,4528
1400000US16027021300,"Census Tract 213, Canyon County, Idaho",16027021300,7080,8244,27667,"54,310",25.59005313,29.79723136,13.03627325,15.17952495,840,2412,10707
1400000US16027021500,"Census Tract 215, Canyon County, Idaho",16027021500,6600,9216,33304,"54,310",19.81743935,27.67235167,12.15245811,16.9692506,576,1752,7701
1400000US16027021600,"Census Tract 216, Canyon County, Idaho",16027021600,7284,8988,36026,"54,310",20.21873092,24.9486482,13.41189468,16.54943841,840,1500,6689
1400000US16027021700,"Census Tract 217, Canyon County, Idaho",16027021700,8340,10356,35193,"54,310",23.69789447,29.42630637,15.35628798,19.06831154,1020,744,6292
1400000US16027021800,"Census Tract 218, Canyon County, Idaho",16027021800,8724,13152,51025,"54,310",17.09750122,25.7756002,16.06334008,24.21653471,348,1164,7072
1400000US16027021901,"Census Tract 219.01, Canyon County, Idaho",16027021901,8184,12912,41488,"54,310",19.72618589,31.12225222,15.06904806,23.77462714,492,624,7872
1400000US16027021903,"Census Tract 219.03, Canyon County, Idaho",16027021903,9600,13932,60347,"54,310",15.90799874,23.08648317,17.67630271,25.6527343,3024,1776,7674
1400000US16027021904,"Census Tract 219.04, Canyon County, Idaho",16027021904,5400,9672,38148,"54,310",14.15539478,25.35388487,9.942920273,17.80887498,2844,1752,6500
1400000US16027022100,"Census Tract 221, Canyon County, Idaho",16027022100,7476,9756,38163,"54,310",19.5896549,25.56402799,13.76542073,17.96354263,1572,672,6053
1400000US16027022200,"Census Tract 222, Canyon County, Idaho",16027022200,6504,10500,42908,"54,310",15.15801249,24.47096113,11.97569508,19.33345609,540,732,4556
1400000US16027022300,"Census Tract 223, Canyon County, Idaho",16027022300,9732,12396,54044,"54,310",18.0075494,22.93686626,17.91935187,22.82452587,2352,1464,6980
1400000US16027022400,"Census Tract 224, Canyon County, Idaho",16027022400,8580,15216,51517,"54,310",16.65469651,29.53588136,15.79819554,28.01693979,5772,2436,5738
1400000US16075960100,"Census Tract 9601, Payette County, Idaho",16075960100,6972,9504,44418,"54,310",15.69633932,21.39673105,12.83741484,17.49953968,672,948,6131
1400000US16075960200,"Census Tract 9602, Payette County, Idaho",16075960200,7428,9684,42826,"54,310",17.34460375,22.6124317,13.67703922,17.83097036,420,780,8431
1400000US16075960300,"Census Tract 9603, Payette County, Idaho",16075960300,7260,11196,41394,"54,310",17.53877374,27.04739817,13.36770392,20.61498803,2568,1020,4762
1400000US16075960400,"Census Tract 9604, Payette County, Idaho",16075960400,8580,8868,46685,"54,310",18.37849416,18.99539467,15.79819554,16.32848463,3012,768,3022
1400000US16087970100,"Census Tract 9701, Washington County, Idaho",16087970100,6156,6168,33967,"54,310",18.12347278,18.15880119,11.33492911,11.35702449,1824,1092,5729
1400000US16087970200,"Census Tract 9702, Washington County, Idaho",16087970200,6360,10260,40679,"54,310",15.63460262,25.22185894,11.71055054,18.89154852,1212,1752,11574
1400000US16087970300,"Census Tract 9703, Washington County, Idaho",16087970300,6168,7860,35854,"54,310",17.20310147,21.9222402,11.35702449,14.47247284,1008,804,4482
1400000US41045940000,"Census Tract 9400, Malheur County, Oregon",41045940000,na,na,na,"63,730",na,na,na,na,na,na,na
1400000US41045970200,"Census Tract 9702, Malheur County, Oregon",41045970200,8652,11124,46536,"63,730",18.59205776,23.90407427,13.57602385,17.45488781,2724,2244,5775
