GEO_ID,NAME,id_Fix,Rent,HOC,MedianincHH,RN_income,median_inc_rent,median_inc_mort,RN_income_rent,RN_income_mort,MOE_Rent,MOE_HOC,MOE_MedianHH
id,Geographic Area Name,id_Fix,Rent,HOC,MedianincHH,RN_income,median_inc_rent,median_inc_mort,RN_income_rent,RN_income_mort,MOE_Rent,MOE_HOC,MOE_MedianHH
1400000US16027020100,"Census Tract 201, Canyon County, Idaho",16027020100,5904,11628,15743,"56,020",37.50238201,73.86139872,10.53909318,20.75687255,780,1776,4167
1400000US16027020200,"Census Tract 202, Canyon County, Idaho",16027020200,7428,7704,23537,"56,020",31.55882228,32.73144411,13.25955016,13.75223135,468,1932,4399
1400000US16027020300,"Census Tract 203, Canyon County, Idaho",16027020300,8412,9852,29906,"56,020",28.12813482,32.9432221,15.01606569,17.58657622,1236,900,5831
1400000US16027020401,"Census Tract 204.01, Canyon County, Idaho",16027020401,10140,11124,33514,"56,020",30.25601241,33.19209882,18.10067833,19.85719386,960,960,3750
1400000US16027020402,"Census Tract 204.02, Canyon County, Idaho",16027020402,8832,9600,35399,"56,020",24.94985734,27.11941015,15.76579793,17.13673688,1044,1068,6149
1400000US16027020501,"Census Tract 205.01, Canyon County, Idaho",16027020501,11172,9204,37569,"56,020",29.7372834,24.49892198,19.94287754,16.42984648,336,1392,10501
1400000US16027020503,"Census Tract 205.03, Canyon County, Idaho",16027020503,8508,10560,42083,"56,020",20.21718984,25.09326807,15.18743306,18.85041057,1692,2472,13467
1400000US16027020504,"Census Tract 205.04, Canyon County, Idaho",16027020504,7812,9204,28883,"56,020",27.0470519,31.86649586,13.94501964,16.42984648,504,1176,6135
1400000US16027020601,"Census Tract 206.01, Canyon County, Idaho",16027020601,11376,12384,44246,"56,020",25.71079872,27.98897075,20.3070332,22.10639057,576,1092,2248
1400000US16027020602,"Census Tract 206.02, Canyon County, Idaho",16027020602,7956,9744,32252,"56,020",24.66823763,30.21207987,14.20207069,17.39378793,1320,828,6714
1400000US16027020700,"Census Tract 207, Canyon County, Idaho",16027020700,10968,12348,60775,"56,020",18.04689428,20.31756479,19.57872189,22.04212781,3780,2640,7617
1400000US16027020901,"Census Tract 209.01, Canyon County, Idaho",16027020901,11736,12600,55972,"56,020",20.96762667,22.51125563,20.94966084,22.49196715,744,1428,5428
1400000US16027020902,"Census Tract 209.02, Canyon County, Idaho",16027020902,12768,13380,55866,"56,020",22.854688,23.95016647,22.79186005,23.88432703,696,984,5754
1400000US16027021001,"Census Tract 210.01, Canyon County, Idaho",16027021001,10104,11784,44995,"56,020",22.45582843,26.18957662,18.03641557,21.03534452,852,660,2523
