GEO_ID,NAME,id_Fix,Rent,HOC,MedianincHH,RN_income,median_inc_rent,median_inc_mort,RN_income_rent,RN_income_mort,MOE_Rent,MOE_HOC,MOE_MedianHH
id,Geographic Area Name,id_Fix,Rent,HOC,MedianincHH,RN_income,median_inc_rent,median_inc_mort,RN_income_rent,RN_income_mort,MOE_Rent,MOE_HOC,MOE_MedianHH
1400000US16027021903,"Census Tract 219.03, Canyon County, Idaho",16027021903,8076,12564,57587,"60,850",14.02399847,21.81742407,13.27198028,20.64749384,1692,1632,8422
1400000US16027021904,"Census Tract 219.04, Canyon County, Idaho",16027021904,7608,9288,35875,"60,850",21.20696864,25.88989547,12.50287592,15.26376335,1020,1068,5266
1400000US16027022100,"Census Tract 221, Canyon County, Idaho",16027022100,7236,10236,45224,"60,850",16.00035379,22.63399965,11.89153657,16.82169269,852,780,7051
1400000US16027022200,"Census Tract 222, Canyon County, Idaho",16027022200,7680,9120,46189,"60,850",16.62733551,19.74496092,12.62119967,14.98767461,1044,2088,7010
1400000US16027022300,"Census Tract 223, Canyon County, Idaho",16027022300,7488,11532,47386,"60,850",15.80213565,24.33630186,12.30566968,18.95152013,2496,1320,8151
1400000US16027022400,"Census Tract 224, Canyon County, Idaho",16027022400,9444,12600,57475,"60,850",16.43149195,21.92257503,15.52013147,20.70665571,1896,2388,6204
1400000US16027020100,"Census Tract 201, Canyon County, Idaho",16027020100,6132,10032,17469,"60,850",35.10218101,57.4274429,10.07723911,16.48644207,804,1656,5450
1400000US16027020200,"Census Tract 202, Canyon County, Idaho",16027020200,7716,6936,26033,"60,850",29.63930396,26.64310683,12.68036154,11.39852095,696,2988,1896
1400000US16027020300,"Census Tract 203, Canyon County, Idaho",16027020300,8820,8988,33188,"60,850",26.5758708,27.08207786,14.494659,14.77074774,1068,1332,4016
1400000US16027020401,"Census Tract 204.01, Canyon County, Idaho",16027020401,10968,9360,36161,"60,850",30.33101961,25.88423993,18.02465078,15.3820871,864,1740,5334
1400000US16027020402,"Census Tract 204.02, Canyon County, Idaho",16027020402,8280,9012,32984,"60,850",25.10308028,27.3223381,13.6072309,14.81018899,504,480,9135
1400000US16027020501,"Census Tract 205.01, Canyon County, Idaho",16027020501,11520,10284,50469,"60,850",22.82589312,20.37686501,18.93179951,16.90057518,840,792,5325
1400000US16027020503,"Census Tract 205.03, Canyon County, Idaho",16027020503,9696,9720,42083,"60,850",23.0401825,23.09721265,15.93426459,15.97370583,1140,864,9101
1400000US16027020504,"Census Tract 205.04, Canyon County, Idaho",16027020504,8292,8412,31888,"60,850",26.00351229,26.3798294,13.62695152,13.82415776,360,984,2879
1400000US16027020601,"Census Tract 206.01, Canyon County, Idaho",16027020601,11892,11436,46933,"60,850",25.33824814,24.36665033,19.54313887,18.79375514,1080,696,5920
1400000US16027020602,"Census Tract 206.02, Canyon County, Idaho",16027020602,9420,9900,36764,"60,850",25.62289196,26.92851703,15.48069022,16.2695152,1032,852,6203
1400000US16027020700,"Census Tract 207, Canyon County, Idaho",16027020700,9420,11604,64209,"60,850",14.67084054,18.07223286,15.48069022,19.06984388,2688,2016,3486
1400000US16027020901,"Census Tract 209.01, Canyon County, Idaho",16027020901,11292,10956,52530,"60,850",21.49628784,20.85665334,18.55710764,18.00493016,576,756,5682
1400000US16027020902,"Census Tract 209.02, Canyon County, Idaho",16027020902,12516,12708,56274,"60,850",22.2411771,22.58236486,20.56861134,20.88414133,1236,900,5815
1400000US16027021001,"Census Tract 210.01, Canyon County, Idaho",16027021001,11088,10512,47195,"60,850",23.4940142,22.27354593,18.22185703,17.27526705,696,564,3060
1400000US16027021002,"Census Tract 210.02, Canyon County, Idaho",16027021002,10056,7884,40101,"60,850",25.07668138,19.6603576,16.52588332,12.95645029,396,456,5296
