"GEO_ID","NAME","B16005_001E","B16005_001M","B16005_002E","B16005_002M","B16005_003E","B16005_003M","B16005_004E","B16005_004M","B16005_005E","B16005_005M","B16005_006E","B16005_006M","B16005_007E","B16005_007M","B16005_008E","B16005_008M","B16005_009E","B16005_009M","B16005_010E","B16005_010M","B16005_011E","B16005_011M","B16005_012E","B16005_012M","B16005_013E","B16005_013M","B16005_014E","B16005_014M","B16005_015E","B16005_015M","B16005_016E","B16005_016M","B16005_017E","B16005_017M","B16005_018E","B16005_018M","B16005_019E","B16005_019M","B16005_020E","B16005_020M","B16005_021E","B16005_021M","B16005_022E","B16005_022M","B16005_023E","B16005_023M","B16005_024E","B16005_024M","B16005_025E","B16005_025M","B16005_026E","B16005_026M","B16005_027E","B16005_027M","B16005_028E","B16005_028M","B16005_029E","B16005_029M","B16005_030E","B16005_030M","B16005_031E","B16005_031M","B16005_032E","B16005_032M","B16005_033E","B16005_033M","B16005_034E","B16005_034M","B16005_035E","B16005_035M","B16005_036E","B16005_036M","B16005_037E","B16005_037M","B16005_038E","B16005_038M","B16005_039E","B16005_039M","B16005_040E","B16005_040M","B16005_041E","B16005_041M","B16005_042E","B16005_042M","B16005_043E","B16005_043M","B16005_044E","B16005_044M","B16005_045E","B16005_045M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Native","Margin of Error!!Total!!Native","Estimate!!Total!!Native!!Speak only English","Margin of Error!!Total!!Native!!Speak only English","Estimate!!Total!!Native!!Speak Spanish","Margin of Error!!Total!!Native!!Speak Spanish","Estimate!!Total!!Native!!Speak Spanish!!Speak English "very well"","Margin of Error!!Total!!Native!!Speak Spanish!!Speak English "very well"","Estimate!!Total!!Native!!Speak Spanish!!Speak English "well"","Margin of Error!!Total!!Native!!Speak Spanish!!Speak English "well"","Estimate!!Total!!Native!!Speak Spanish!!Speak English "not well"","Margin of Error!!Total!!Native!!Speak Spanish!!Speak English "not well"","Estimate!!Total!!Native!!Speak Spanish!!Speak English "not at all"","Margin of Error!!Total!!Native!!Speak Spanish!!Speak English "not at all"","Estimate!!Total!!Native!!Speak other Indo-European languages","Margin of Error!!Total!!Native!!Speak other Indo-European languages","Estimate!!Total!!Native!!Speak other Indo-European languages!!Speak English "very well"","Margin of Error!!Total!!Native!!Speak other Indo-European languages!!Speak English "very well"","Estimate!!Total!!Native!!Speak other Indo-European languages!!Speak English "well"","Margin of Error!!Total!!Native!!Speak other Indo-European languages!!Speak English "well"","Estimate!!Total!!Native!!Speak other Indo-European languages!!Speak English "not well"","Margin of Error!!Total!!Native!!Speak other Indo-European languages!!Speak English "not well"","Estimate!!Total!!Native!!Speak other Indo-European languages!!Speak English "not at all"","Margin of Error!!Total!!Native!!Speak other Indo-European languages!!Speak English "not at all"","Estimate!!Total!!Native!!Speak Asian and Pacific Island languages","Margin of Error!!Total!!Native!!Speak Asian and Pacific Island languages","Estimate!!Total!!Native!!Speak Asian and Pacific Island languages!!Speak English "very well"","Margin of Error!!Total!!Native!!Speak Asian and Pacific Island languages!!Speak English "very well"","Estimate!!Total!!Native!!Speak Asian and Pacific Island languages!!Speak English "well"","Margin of Error!!Total!!Native!!Speak Asian and Pacific Island languages!!Speak English "well"","Estimate!!Total!!Native!!Speak Asian and Pacific Island languages!!Speak English "not well"","Margin of Error!!Total!!Native!!Speak Asian and Pacific Island languages!!Speak English "not well"","Estimate!!Total!!Native!!Speak Asian and Pacific Island languages!!Speak English "not at all"","Margin of Error!!Total!!Native!!Speak Asian and Pacific Island languages!!Speak English "not at all"","Estimate!!Total!!Native!!Speak other languages","Margin of Error!!Total!!Native!!Speak other languages","Estimate!!Total!!Native!!Speak other languages!!Speak English "very well"","Margin of Error!!Total!!Native!!Speak other languages!!Speak English "very well"","Estimate!!Total!!Native!!Speak other languages!!Speak English "well"","Margin of Error!!Total!!Native!!Speak other languages!!Speak English "well"","Estimate!!Total!!Native!!Speak other languages!!Speak English "not well"","Margin of Error!!Total!!Native!!Speak other languages!!Speak English "not well"","Estimate!!Total!!Native!!Speak other languages!!Speak English "not at all"","Margin of Error!!Total!!Native!!Speak other languages!!Speak English "not at all"","Estimate!!Total!!Foreign born","Margin of Error!!Total!!Foreign born","Estimate!!Total!!Foreign born!!Speak only English","Margin of Error!!Total!!Foreign born!!Speak only English","Estimate!!Total!!Foreign born!!Speak Spanish","Margin of Error!!Total!!Foreign born!!Speak Spanish","Estimate!!Total!!Foreign born!!Speak Spanish!!Speak English "very well"","Margin of Error!!Total!!Foreign born!!Speak Spanish!!Speak English "very well"","Estimate!!Total!!Foreign born!!Speak Spanish!!Speak English "well"","Margin of Error!!Total!!Foreign born!!Speak Spanish!!Speak English "well"","Estimate!!Total!!Foreign born!!Speak Spanish!!Speak English "not well"","Margin of Error!!Total!!Foreign born!!Speak Spanish!!Speak English "not well"","Estimate!!Total!!Foreign born!!Speak Spanish!!Speak English "not at all"","Margin of Error!!Total!!Foreign born!!Speak Spanish!!Speak English "not at all"","Estimate!!Total!!Foreign born!!Speak other Indo-European languages","Margin of Error!!Total!!Foreign born!!Speak other Indo-European languages","Estimate!!Total!!Foreign born!!Speak other Indo-European languages!!Speak English "very well"","Margin of Error!!Total!!Foreign born!!Speak other Indo-European languages!!Speak English "very well"","Estimate!!Total!!Foreign born!!Speak other Indo-European languages!!Speak English "well"","Margin of Error!!Total!!Foreign born!!Speak other Indo-European languages!!Speak English "well"","Estimate!!Total!!Foreign born!!Speak other Indo-European languages!!Speak English "not well"","Margin of Error!!Total!!Foreign born!!Speak other Indo-European languages!!Speak English "not well"","Estimate!!Total!!Foreign born!!Speak other Indo-European languages!!Speak English "not at all"","Margin of Error!!Total!!Foreign born!!Speak other Indo-European languages!!Speak English "not at all"","Estimate!!Total!!Foreign born!!Speak Asian and Pacific Island languages","Margin of Error!!Total!!Foreign born!!Speak Asian and Pacific Island languages","Estimate!!Total!!Foreign born!!Speak Asian and Pacific Island languages!!Speak English "very well"","Margin of Error!!Total!!Foreign born!!Speak Asian and Pacific Island languages!!Speak English "very well"","Estimate!!Total!!Foreign born!!Speak Asian and Pacific Island languages!!Speak English "well"","Margin of Error!!Total!!Foreign born!!Speak Asian and Pacific Island languages!!Speak English "well"","Estimate!!Total!!Foreign born!!Speak Asian and Pacific Island languages!!Speak English "not well"","Margin of Error!!Total!!Foreign born!!Speak Asian and Pacific Island languages!!Speak English "not well"","Estimate!!Total!!Foreign born!!Speak Asian and Pacific Island languages!!Speak English "not at all"","Margin of Error!!Total!!Foreign born!!Speak Asian and Pacific Island languages!!Speak English "not at all"","Estimate!!Total!!Foreign born!!Speak other languages","Margin of Error!!Total!!Foreign born!!Speak other languages","Estimate!!Total!!Foreign born!!Speak other languages!!Speak English "very well"","Margin of Error!!Total!!Foreign born!!Speak other languages!!Speak English "very well"","Estimate!!Total!!Foreign born!!Speak other languages!!Speak English "well"","Margin of Error!!Total!!Foreign born!!Speak other languages!!Speak English "well"","Estimate!!Total!!Foreign born!!Speak other languages!!Speak English "not well"","Margin of Error!!Total!!Foreign born!!Speak other languages!!Speak English "not well"","Estimate!!Total!!Foreign born!!Speak other languages!!Speak English "not at all"","Margin of Error!!Total!!Foreign born!!Speak other languages!!Speak English "not at all""
"1400000US16027020100","Census Tract 201, Canyon County, Idaho","1063","132","1025","130","988","129","27","27","14","14","5","9","8","19","0","11","10","15","10","15","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","38","33","6","13","21","29","3","7","0","11","18","28","0","11","5","8","0","11","0","11","5","8","0","11","6","13","6","13","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US16027020200","Census Tract 202, Canyon County, Idaho","3687","402","3295","310","2448","255","838","211","735","200","80","57","14","27","9","15","9","15","9","15","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","392","162","50","56","328","150","115","71","68","44","145","101","0","11","0","11","0","11","0","11","0","11","0","11","14","21","0","11","14","21","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US16027020300","Census Tract 203, Canyon County, Idaho","4337","395","3971","389","3426","356","504","142","403","133","75","66","26","43","0","11","12","18","0","11","12","18","0","11","0","11","21","30","21","30","0","11","0","11","0","11","8","13","8","13","0","11","0","11","0","11","366","138","14","24","240","126","111","84","99","75","22","38","8","11","30","36","10","19","9","15","11","18","0","11","82","71","54","53","0","11","0","11","28","42","0","11","0","11","0","11","0","11","0","11"
"1400000US16027020401","Census Tract 204.01, Canyon County, Idaho","8380","789","7746","788","6996","794","713","319","662","328","51","85","0","16","0","16","14","23","14","23","0","16","0","16","0","16","23","24","23","24","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","634","274","28","32","506","267","168","108","145","124","98","87","95","96","67","96","67","96","0","16","0","16","0","16","33","51","0","16","0","16","33","51","0","16","0","16","0","16","0","16","0","16","0","16"
"1400000US16027020402","Census Tract 204.02, Canyon County, Idaho","5237","490","5049","466","4457","485","532","330","257","161","233","225","42","70","0","16","11","18","11","18","0","16","0","16","0","16","49","69","49","69","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","188","127","70","78","87","101","0","16","0","16","0","16","87","101","23","21","18","19","5","9","0","16","0","16","0","16","0","16","0","16","0","16","0","16","8","13","0","16","8","13","0","16","0","16"
"1400000US16027020501","Census Tract 205.01, Canyon County, Idaho","3300","329","3143","317","2867","299","268","141","239","125","29","40","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","8","12","8","12","0","11","0","11","0","11","157","112","0","11","148","110","63","53","54","63","31","34","0","11","9","14","0","11","0","11","9","14","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US16027020503","Census Tract 205.03, Canyon County, Idaho","2991","325","2852","316","2615","299","153","73","127","66","26","28","0","11","0","11","65","50","65","50","0","11","0","11","0","11","11","15","11","15","0","11","0","11","0","11","8","11","8","11","0","11","0","11","0","11","139","78","30","31","77","63","42","43","23","27","12","22","0","11","7","12","0","11","7","12","0","11","0","11","18","23","3","7","15","22","0","11","0","11","7","11","0","11","7","11","0","11","0","11"
"1400000US16027020504","Census Tract 205.04, Canyon County, Idaho","5218","573","4947","565","4682","555","265","177","191","147","25","38","36","44","13","22","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","271","147","35","34","213","142","32","43","109","74","66","66","6","14","19","21","15","20","4","8","0","16","0","16","0","16","0","16","0","16","0","16","0","16","4","9","0","16","4","9","0","16","0","16"
"1400000US16027020601","Census Tract 206.01, Canyon County, Idaho","5368","440","4890","447","4569","432","301","177","291","179","10","16","0","16","0","16","20","21","14","17","6","12","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","478","182","9","15","331","140","231","122","36","52","0","16","64","91","52","66","6","11","46","62","0","16","0","16","86","109","12","18","14","24","17","25","43","61","0","16","0","16","0","16","0","16","0","16"
"1400000US16027020602","Census Tract 206.02, Canyon County, Idaho","7223","591","6570","610","5837","562","658","267","538","230","44","49","76","112","0","16","47","42","47","42","0","16","0","16","0","16","28","33","28","33","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","653","266","31","41","554","258","219","156","108","99","117","98","110","109","0","16","0","16","0","16","0","16","0","16","42","51","14","23","28","34","0","16","0","16","26","40","0","16","0","16","26","40","0","16"
"1400000US16027020700","Census Tract 207, Canyon County, Idaho","3448","331","3079","248","3000","243","79","67","41","39","38","39","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","369","266","27","28","268","274","127","152","31","28","85","127","25","40","65","66","65","66","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","9","14","9","14","0","11","0","11","0","11"
