"GEO_ID","NAME","B16005_001E","B16005_001M","B16005_002E","B16005_002M","B16005_003E","B16005_003M","B16005_004E","B16005_004M","B16005_005E","B16005_005M","B16005_006E","B16005_006M","B16005_007E","B16005_007M","B16005_008E","B16005_008M","B16005_009E","B16005_009M","B16005_010E","B16005_010M","B16005_011E","B16005_011M","B16005_012E","B16005_012M","B16005_013E","B16005_013M","B16005_014E","B16005_014M","B16005_015E","B16005_015M","B16005_016E","B16005_016M","B16005_017E","B16005_017M","B16005_018E","B16005_018M","B16005_019E","B16005_019M","B16005_020E","B16005_020M","B16005_021E","B16005_021M","B16005_022E","B16005_022M","B16005_023E","B16005_023M","B16005_024E","B16005_024M","B16005_025E","B16005_025M","B16005_026E","B16005_026M","B16005_027E","B16005_027M","B16005_028E","B16005_028M","B16005_029E","B16005_029M","B16005_030E","B16005_030M","B16005_031E","B16005_031M","B16005_032E","B16005_032M","B16005_033E","B16005_033M","B16005_034E","B16005_034M","B16005_035E","B16005_035M","B16005_036E","B16005_036M","B16005_037E","B16005_037M","B16005_038E","B16005_038M","B16005_039E","B16005_039M","B16005_040E","B16005_040M","B16005_041E","B16005_041M","B16005_042E","B16005_042M","B16005_043E","B16005_043M","B16005_044E","B16005_044M","B16005_045E","B16005_045M"
"1400000US16027021100","Census Tract 211, Canyon County, Idaho","13394","788","12251","810","11084","853","1071","358","987","349","46","41","38","58","0","89","21","26","21","26","0","89","0","89","0","89","74","58","74","58","0","89","0","89","0","89","1","2","1","2","0","89","0","89","0","89","1143","468","142","76","809","385","199","108","237","139","278","185","95","115","103","151","60","81","0","89","43","70","0","89","85","76","63","56","0","89","22","36","0","89","4","7","4","7","0","89","0","89","0","89"
"1400000US16027021200","Census Tract 212, Canyon County, Idaho","6742","548","5849","546","5014","489","776","237","541","229","199","186","36","45","0","89","47","51","47","51","0","89","0","89","0","89","12","19","12","19","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","893","230","32","37","813","224","340","132","193","92","133","89","147","119","0","89","0","89","0","89","0","89","0","89","48","72","48","72","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89"
"1400000US16027021300","Census Tract 213, Canyon County, Idaho","3106","601","1931","407","1108","302","768","230","758","235","10","20","0","89","0","89","36","29","36","29","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","19","41","0","89","19","41","0","89","0","89","1175","398","27","24","1148","397","240","204","101","73","490","227","317","217","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89"
"1400000US16027021500","Census Tract 215, Canyon County, Idaho","4790","544","4379","499","3699","479","663","183","606","192","31","39","10","17","16","26","17","22","13","20","0","89","4","7","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","411","229","49","63","272","208","75","65","96","82","52","62","49","74","22","37","11","19","11","18","0","89","0","89","68","64","15","21","9","16","29","32","15","25","0","89","0","89","0","89","0","89","0","89"
"1400000US16027021600","Census Tract 216, Canyon County, Idaho","4062","508","3327","416","2991","401","298","183","285","180","13","18","0","89","0","89","38","41","11","17","0","89","27","38","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","735","328","13","20","722","327","61","57","40","60","392","163","229","239","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89"
"1400000US16027021700","Census Tract 217, Canyon County, Idaho","9309","645","8685","643","7576","612","986","265","930","253","53","42","3","10","0","89","52","80","52","80","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","71","74","71","74","0","89","0","89","0","89","624","222","43","40","581","214","126","105","117","88","322","187","16","26","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89"
"1400000US16027021800","Census Tract 218, Canyon County, Idaho","5901","366","5551","358","5120","367","410","105","309","105","60","59","41","35","0","89","11","14","11","14","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","10","16","10","16","0","89","0","89","0","89","350","111","88","69","262","104","37","38","126","56","59","52","40","42","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89"
"1400000US16027021901","Census Tract 219.01, Canyon County, Idaho","4330","435","4297","437","4169","436","84","69","62","55","0","89","22","33","0","89","30","49","30","49","0","89","0","89","0","89","14","21","0","89","14","21","0","89","0","89","0","89","0","89","0","89","0","89","0","89","33","33","11","19","22","27","22","27","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89"
"1400000US16027021903","Census Tract 219.03, Canyon County, Idaho","9286","654","8959","616","8083","713","608","315","556","312","15","24","37","35","0","89","268","211","244","201","24","38","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","327","192","80","77","110","87","22","29","51","83","23","42","14","24","71","114","12","20","26","42","0","89","33","53","66","90","0","89","24","38","42","54","0","89","0","89","0","89","0","89","0","89","0","89"
"1400000US16027021904","Census Tract 219.04, Canyon County, Idaho","2893","261","2338","205","1936","225","386","131","359","130","8","10","19","24","0","89","14","15","14","15","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","2","3","2","3","0","89","0","89","0","89","555","199","19","20","529","191","113","79","70","78","201","84","145","118","7","9","3","8","4","5","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89"
"1400000US16027022100","Census Tract 221, Canyon County, Idaho","4196","381","3935","383","3533","395","402","140","342","143","21","20","39","47","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","261","136","33","30","214","129","96","68","21","23","44","33","53","66","14","16","14","16","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89"
"1400000US16027022200","Census Tract 222, Canyon County, Idaho","4408","425","3600","331","3045","289","545","181","489","178","12","12","26","24","18","29","7","12","0","89","7","12","0","89","0","89","0","89","0","89","0","89","0","89","0","89","3","6","3","6","0","89","0","89","0","89","808","190","144","85","634","160","140","92","125","65","220","83","149","57","30","34","18","20","12","16","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89"
"1400000US16027022300","Census Tract 223, Canyon County, Idaho","5938","432","5377","395","5085","382","206","109","199","109","7","15","0","89","0","89","76","94","58","93","7","10","11","16","0","89","0","89","0","89","0","89","0","89","0","89","10","15","0","89","10","15","0","89","0","89","561","228","7","10","483","221","77","52","106","61","145","65","155","136","57","51","37","41","20","30","0","89","0","89","0","89","0","89","0","89","0","89","0","89","14","19","0","89","14","19","0","89","0","89"
"1400000US16027022400","Census Tract 224, Canyon County, Idaho","3882","317","3675","316","3490","332","151","102","133","101","9","14","0","89","9","15","34","37","22","23","12","23","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","207","136","28","25","127","113","33","36","43","45","35","41","16","24","45","63","22","26","23","41","0","89","0","89","7","11","7","11","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89"
"1400000US16075960100","Census Tract 9601, Payette County, Idaho","5677","310","5397","349","5024","362","330","124","268","106","47","55","15","26","0","89","37","45","37","45","0","89","0","89","0","89","6","11","6","11","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","280","149","25","29","219","130","16","22","21","35","43","53","139","113","14","30","14","30","0","89","0","89","0","89","22","34","0","89","11","17","11","17","0","89","0","89","0","89","0","89","0","89","0","89"
"1400000US16075960200","Census Tract 9602, Payette County, Idaho","3329","305","3146","288","2903","294","204","97","188","91","0","89","16","25","0","89","27","25","27","25","0","89","0","89","0","89","12","19","12","19","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","183","151","23","30","160","149","54","46","64","61","14","23","28","51","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89"
"1400000US16075960300","Census Tract 9603, Payette County, Idaho","7455","397","7101","409","6680","434","395","126","255","105","67","65","73","80","0","89","20","35","20","35","0","89","0","89","0","89","6","11","0","89","6","11","0","89","0","89","0","89","0","89","0","89","0","89","0","89","354","145","35","41","289","133","76","65","112","68","78","60","23","37","22","34","22","34","0","89","0","89","0","89","8","12","8","12","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89"
"1400000US16075960400","Census Tract 9604, Payette County, Idaho","4393","377","4228","382","4114","383","79","56","76","54","3","6","0","89","0","89","35","28","29","26","6","11","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","165","116","6","6","128","112","42","45","28","25","58","56","0","89","17","19","17","19","0","89","0","89","0","89","14","16","14","16","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89"
"1400000US16087970100","Census Tract 9701, Washington County, Idaho","1455","151","1408","145","1383","148","16","21","2","4","0","89","14","20","0","89","6","6","6","6","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","3","5","3","5","0","89","0","89","0","89","47","42","20","18","23","35","0","89","0","89","23","35","0","89","4","6","4","6","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89","0","89"
"1400000US16087970200","Census Tract 9702, Washington County, Idaho","3634","232","3203","215","2992","224","190","119","164","116","0","89","26","40","0","89","0","89","0","89","0","89","0","89","0","89","11","13","11","13","0","89","0","89","0","89","10","17","0","89","0","89","10","17","0","89","431","127","41","27","378","123","14","22","75","55","158","91","131","78","0","89","0","89","0","89","0","89","0","89","12","18","0","89","4","7","8","12","0","89","0","89","0","89","0","89","0","89","0","89"
"1400000US16087970300","Census Tract 9703, Washington County, Idaho","4528","240","4090","233","3622","239","447","125","431","126","16","19","0","89","0","89","18","21","18","21","0","89","0","89","0","89","3","5","0","89","0","89","3","5","0","89","0","89","0","89","0","89","0","89","0","89","438","152","71","44","336","129","78","50","87","66","112","85","59","56","6","9","0","89","6","9","0","89","0","89","25","28","3","8","0","89","4","7","18","26","0","89","0","89","0","89","0","89","0","89"
"1400000US41045940000","Census Tract 9400, Malheur County, Oregon","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92"
"1400000US41045970200","Census Tract 9702, Malheur County, Oregon","4751","443","4304","407","3655","321","605","265","431","240","141","137","33","31","0","92","21","23","10","16","11","17","0","92","0","92","12","16","12","16","0","92","0","92","0","92","11","17","11","17","0","92","0","92","0","92","447","216","58","72","381","204","91","124","102","68","73","58","115","94","0","92","0","92","0","92","0","92","0","92","4","8","4","8","0","92","0","92","0","92","4","8","0","92","4","8","0","92","0","92"
"1400000US41045970300","Census Tract 9703, Malheur County, Oregon","3876","344","3600","319","3039","317","475","207","420","176","49","47","6","14","0","92","59","61","59","61","0","92","0","92","0","92","17","25","17","25","0","92","0","92","0","92","10","19","10","19","0","92","0","92","0","92","276","126","35","46","200","109","87","76","58","53","50","47","5","12","12","22","0","92","0","92","12","22","0","92","29","30","0","92","0","92","29","30","0","92","0","92","0","92","0","92","0","92","0","92"
"1400000US41045970400","Census Tract 9704, Malheur County, Oregon","4598","386","3810","374","2580","325","1162","226","977","210","161","88","24","27","0","92","5","8","5","8","0","92","0","92","0","92","63","88","63","88","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","788","206","31","24","746","207","180","115","112","78","225","104","229","152","7","12","7","12","0","92","0","92","0","92","4","8","0","92","0","92","4","8","0","92","0","92","0","92","0","92","0","92","0","92"
"1400000US41045970500","Census Tract 9705, Malheur County, Oregon","5001","403","4326","371","3267","344","1046","270","927","258","93","49","26","27","0","92","6","9","6","9","0","92","0","92","0","92","7","11","7","11","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","675","182","12","17","568","165","126","81","127","66","186","89","129","90","55","55","33","42","22","34","0","92","0","92","40","33","0","92","0","92","20","17","20","27","0","92","0","92","0","92","0","92","0","92"
"1400000US41045970600","Census Tract 9706, Malheur County, Oregon","3811","338","3504","295","3178","300","314","148","199","84","99","127","16","17","0","92","12","10","12","10","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","307","146","48","51","256","141","67","76","61","40","73","59","55","44","0","92","0","92","0","92","0","92","0","92","2","6","0","92","1","2","1","4","0","92","1","3","0","92","1","3","0","92","0","92"
"1400000US41045970700","Census Tract 9707, Malheur County, Oregon","1397","143","1275","158","1204","151","54","37","50","35","4","6","0","92","0","92","13","15","10","9","0","92","3","7","0","92","1","3","1","3","0","92","0","92","0","92","3","4","3","4","0","92","0","92","0","92","122","69","43","32","70","45","4","7","19","16","13","14","34","40","7","7","7","7","0","92","0","92","0","92","0","92","0","92","0","92","0","92","0","92","2","4","2","4","0","92","0","92","0","92"
"1400000US41045970900","Census Tract 9709, Malheur County, Oregon","5568","407","4959","352","4581","331","309","111","273","114","11","12","14","16","11","12","46","32","46","32","0","92","0","92","0","92","4","7","4","7","0","92","0","92","0","92","19","17","19","17","0","92","0","92","0","92","609","184","57","37","528","166","90","64","204","101","173","68","61","51","8","15","8","15","0","92","0","92","0","92","1","2","0","92","1","2","0","92","0","92","15","12","2","3","11","11","2","4","0","92"
