"GEO_ID","NAME","B16005_001E","B16005_001M","B16005_002E","B16005_002M","B16005_003E","B16005_003M","B16005_004E","B16005_004M","B16005_005E","B16005_005M","B16005_006E","B16005_006M","B16005_007E","B16005_007M","B16005_008E","B16005_008M","B16005_009E","B16005_009M","B16005_010E","B16005_010M","B16005_011E","B16005_011M","B16005_012E","B16005_012M","B16005_013E","B16005_013M","B16005_014E","B16005_014M","B16005_015E","B16005_015M","B16005_016E","B16005_016M","B16005_017E","B16005_017M","B16005_018E","B16005_018M","B16005_019E","B16005_019M","B16005_020E","B16005_020M","B16005_021E","B16005_021M","B16005_022E","B16005_022M","B16005_023E","B16005_023M","B16005_024E","B16005_024M","B16005_025E","B16005_025M","B16005_026E","B16005_026M","B16005_027E","B16005_027M","B16005_028E","B16005_028M","B16005_029E","B16005_029M","B16005_030E","B16005_030M","B16005_031E","B16005_031M","B16005_032E","B16005_032M","B16005_033E","B16005_033M","B16005_034E","B16005_034M","B16005_035E","B16005_035M","B16005_036E","B16005_036M","B16005_037E","B16005_037M","B16005_038E","B16005_038M","B16005_039E","B16005_039M","B16005_040E","B16005_040M","B16005_041E","B16005_041M","B16005_042E","B16005_042M","B16005_043E","B16005_043M","B16005_044E","B16005_044M","B16005_045E","B16005_045M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Native","Margin of Error!!Total!!Native","Estimate!!Total!!Native!!Speak only English","Margin of Error!!Total!!Native!!Speak only English","Estimate!!Total!!Native!!Speak Spanish","Margin of Error!!Total!!Native!!Speak Spanish","Estimate!!Total!!Native!!Speak Spanish!!Speak English "very well"","Margin of Error!!Total!!Native!!Speak Spanish!!Speak English "very well"","Estimate!!Total!!Native!!Speak Spanish!!Speak English "well"","Margin of Error!!Total!!Native!!Speak Spanish!!Speak English "well"","Estimate!!Total!!Native!!Speak Spanish!!Speak English "not well"","Margin of Error!!Total!!Native!!Speak Spanish!!Speak English "not well"","Estimate!!Total!!Native!!Speak Spanish!!Speak English "not at all"","Margin of Error!!Total!!Native!!Speak Spanish!!Speak English "not at all"","Estimate!!Total!!Native!!Speak other Indo-European languages","Margin of Error!!Total!!Native!!Speak other Indo-European languages","Estimate!!Total!!Native!!Speak other Indo-European languages!!Speak English "very well"","Margin of Error!!Total!!Native!!Speak other Indo-European languages!!Speak English "very well"","Estimate!!Total!!Native!!Speak other Indo-European languages!!Speak English "well"","Margin of Error!!Total!!Native!!Speak other Indo-European languages!!Speak English "well"","Estimate!!Total!!Native!!Speak other Indo-European languages!!Speak English "not well"","Margin of Error!!Total!!Native!!Speak other Indo-European languages!!Speak English "not well"","Estimate!!Total!!Native!!Speak other Indo-European languages!!Speak English "not at all"","Margin of Error!!Total!!Native!!Speak other Indo-European languages!!Speak English "not at all"","Estimate!!Total!!Native!!Speak Asian and Pacific Island languages","Margin of Error!!Total!!Native!!Speak Asian and Pacific Island languages","Estimate!!Total!!Native!!Speak Asian and Pacific Island languages!!Speak English "very well"","Margin of Error!!Total!!Native!!Speak Asian and Pacific Island languages!!Speak English "very well"","Estimate!!Total!!Native!!Speak Asian and Pacific Island languages!!Speak English "well"","Margin of Error!!Total!!Native!!Speak Asian and Pacific Island languages!!Speak English "well"","Estimate!!Total!!Native!!Speak Asian and Pacific Island languages!!Speak English "not well"","Margin of Error!!Total!!Native!!Speak Asian and Pacific Island languages!!Speak English "not well"","Estimate!!Total!!Native!!Speak Asian and Pacific Island languages!!Speak English "not at all"","Margin of Error!!Total!!Native!!Speak Asian and Pacific Island languages!!Speak English "not at all"","Estimate!!Total!!Native!!Speak other languages","Margin of Error!!Total!!Native!!Speak other languages","Estimate!!Total!!Native!!Speak other languages!!Speak English "very well"","Margin of Error!!Total!!Native!!Speak other languages!!Speak English "very well"","Estimate!!Total!!Native!!Speak other languages!!Speak English "well"","Margin of Error!!Total!!Native!!Speak other languages!!Speak English "well"","Estimate!!Total!!Native!!Speak other languages!!Speak English "not well"","Margin of Error!!Total!!Native!!Speak other languages!!Speak English "not well"","Estimate!!Total!!Native!!Speak other languages!!Speak English "not at all"","Margin of Error!!Total!!Native!!Speak other languages!!Speak English "not at all"","Estimate!!Total!!Foreign born","Margin of Error!!Total!!Foreign born","Estimate!!Total!!Foreign born!!Speak only English","Margin of Error!!Total!!Foreign born!!Speak only English","Estimate!!Total!!Foreign born!!Speak Spanish","Margin of Error!!Total!!Foreign born!!Speak Spanish","Estimate!!Total!!Foreign born!!Speak Spanish!!Speak English "very well"","Margin of Error!!Total!!Foreign born!!Speak Spanish!!Speak English "very well"","Estimate!!Total!!Foreign born!!Speak Spanish!!Speak English "well"","Margin of Error!!Total!!Foreign born!!Speak Spanish!!Speak English "well"","Estimate!!Total!!Foreign born!!Speak Spanish!!Speak English "not well"","Margin of Error!!Total!!Foreign born!!Speak Spanish!!Speak English "not well"","Estimate!!Total!!Foreign born!!Speak Spanish!!Speak English "not at all"","Margin of Error!!Total!!Foreign born!!Speak Spanish!!Speak English "not at all"","Estimate!!Total!!Foreign born!!Speak other Indo-European languages","Margin of Error!!Total!!Foreign born!!Speak other Indo-European languages","Estimate!!Total!!Foreign born!!Speak other Indo-European languages!!Speak English "very well"","Margin of Error!!Total!!Foreign born!!Speak other Indo-European languages!!Speak English "very well"","Estimate!!Total!!Foreign born!!Speak other Indo-European languages!!Speak English "well"","Margin of Error!!Total!!Foreign born!!Speak other Indo-European languages!!Speak English "well"","Estimate!!Total!!Foreign born!!Speak other Indo-European languages!!Speak English "not well"","Margin of Error!!Total!!Foreign born!!Speak other Indo-European languages!!Speak English "not well"","Estimate!!Total!!Foreign born!!Speak other Indo-European languages!!Speak English "not at all"","Margin of Error!!Total!!Foreign born!!Speak other Indo-European languages!!Speak English "not at all"","Estimate!!Total!!Foreign born!!Speak Asian and Pacific Island languages","Margin of Error!!Total!!Foreign born!!Speak Asian and Pacific Island languages","Estimate!!Total!!Foreign born!!Speak Asian and Pacific Island languages!!Speak English "very well"","Margin of Error!!Total!!Foreign born!!Speak Asian and Pacific Island languages!!Speak English "very well"","Estimate!!Total!!Foreign born!!Speak Asian and Pacific Island languages!!Speak English "well"","Margin of Error!!Total!!Foreign born!!Speak Asian and Pacific Island languages!!Speak English "well"","Estimate!!Total!!Foreign born!!Speak Asian and Pacific Island languages!!Speak English "not well"","Margin of Error!!Total!!Foreign born!!Speak Asian and Pacific Island languages!!Speak English "not well"","Estimate!!Total!!Foreign born!!Speak Asian and Pacific Island languages!!Speak English "not at all"","Margin of Error!!Total!!Foreign born!!Speak Asian and Pacific Island languages!!Speak English "not at all"","Estimate!!Total!!Foreign born!!Speak other languages","Margin of Error!!Total!!Foreign born!!Speak other languages","Estimate!!Total!!Foreign born!!Speak other languages!!Speak English "very well"","Margin of Error!!Total!!Foreign born!!Speak other languages!!Speak English "very well"","Estimate!!Total!!Foreign born!!Speak other languages!!Speak English "well"","Margin of Error!!Total!!Foreign born!!Speak other languages!!Speak English "well"","Estimate!!Total!!Foreign born!!Speak other languages!!Speak English "not well"","Margin of Error!!Total!!Foreign born!!Speak other languages!!Speak English "not well"","Estimate!!Total!!Foreign born!!Speak other languages!!Speak English "not at all"","Margin of Error!!Total!!Foreign born!!Speak other languages!!Speak English "not at all""
"1400000US16027020100","Census Tract 201, Canyon County, Idaho","1099","109","1053","104","1029","104","21","23","21","23","0","11","0","11","0","11","3","5","3","5","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","46","41","10","17","25","32","7","13","0","11","18","29","0","11","5","8","0","11","0","11","5","8","0","11","6","13","6","13","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US16027020200","Census Tract 202, Canyon County, Idaho","3668","481","3009","370","2082","340","902","245","784","249","67","45","51","37","0","11","25","31","25","31","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","659","242","47","50","597","253","247","114","119","87","191","115","40","48","0","11","0","11","0","11","0","11","0","11","15","27","0","11","15","27","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US16027020300","Census Tract 203, Canyon County, Idaho","4013","494","3566","465","3065","453","483","185","375","173","102","97","6","9","0","11","18","21","9","16","9","14","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","447","221","9","14","367","204","35","42","161","112","162","123","9","14","31","41","12","20","10","17","9","14","0","11","40","54","40","54","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US16027020401","Census Tract 204.01, Canyon County, Idaho","8317","568","7506","605","6166","650","1319","381","1286","385","28","48","5","17","0","16","21","34","21","34","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","811","289","35","42","760","274","217","129","155","106","221","110","167","119","16","27","16","27","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"1400000US16027020402","Census Tract 204.02, Canyon County, Idaho","4967","446","4725","447","4120","460","554","251","369","190","145","106","40","61","0","16","10","18","10","18","0","16","0","16","0","16","41","61","41","61","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","242","135","101","77","101","94","0","16","0","16","0","16","101","94","12","18","12","18","0","16","0","16","0","16","22","38","22","38","0","16","0","16","0","16","6","12","0","16","6","12","0","16","0","16"
"1400000US16027020501","Census Tract 205.01, Canyon County, Idaho","3484","226","3351","234","3024","244","327","95","302","92","25","44","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","133","81","0","11","123","80","7","15","90","85","26","32","0","11","10","15","0","11","0","11","10","15","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US16027020503","Census Tract 205.03, Canyon County, Idaho","2840","349","2698","352","2496","311","124","73","112","64","12","24","0","11","0","11","38","43","38","43","0","11","0","11","0","11","29","47","29","47","0","11","0","11","0","11","11","19","11","19","0","11","0","11","0","11","142","81","22","32","118","77","81","54","24","36","13","27","0","11","0","11","0","11","0","11","0","11","0","11","2","4","2","4","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US16027020504","Census Tract 205.04, Canyon County, Idaho","5478","436","5277","444","4983","458","274","163","230","171","15","28","16","28","13","20","20","32","20","32","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","201","103","43","43","148","93","12","20","74","73","62","53","0","16","3","6","3","6","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","7","13","0","16","7","13","0","16","0","16"
"1400000US16027020601","Census Tract 206.01, Canyon County, Idaho","4883","381","4410","394","3908","413","482","287","476","288","6","11","0","16","0","16","20","23","20","23","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","473","234","16","25","301","163","125","78","60","79","48","53","68","69","0","16","0","16","0","16","0","16","0","16","156","163","7","11","29","44","67","68","53","78","0","16","0","16","0","16","0","16","0","16"
