"GEO_ID","NAME","S2303_C01_001E","S2303_C01_001M","S2303_C01_002E","S2303_C01_002M","S2303_C01_003E","S2303_C01_003M","S2303_C01_004E","S2303_C01_004M","S2303_C01_005E","S2303_C01_005M","S2303_C01_006E","S2303_C01_006M","S2303_C01_007E","S2303_C01_007M","S2303_C01_008E","S2303_C01_008M","S2303_C01_009E","S2303_C01_009M","S2303_C01_010E","S2303_C01_010M","S2303_C01_011E","S2303_C01_011M","S2303_C01_012E","S2303_C01_012M","S2303_C01_013E","S2303_C01_013M","S2303_C01_014E","S2303_C01_014M","S2303_C01_015E","S2303_C01_015M","S2303_C01_016E","S2303_C01_016M","S2303_C01_017E","S2303_C01_017M","S2303_C01_018E","S2303_C01_018M","S2303_C01_019E","S2303_C01_019M","S2303_C01_020E","S2303_C01_020M","S2303_C01_021E","S2303_C01_021M","S2303_C02_001E","S2303_C02_001M","S2303_C02_002E","S2303_C02_002M","S2303_C02_003E","S2303_C02_003M","S2303_C02_004E","S2303_C02_004M","S2303_C02_005E","S2303_C02_005M","S2303_C02_006E","S2303_C02_006M","S2303_C02_007E","S2303_C02_007M","S2303_C02_008E","S2303_C02_008M","S2303_C02_009E","S2303_C02_009M","S2303_C02_010E","S2303_C02_010M","S2303_C02_011E","S2303_C02_011M","S2303_C02_012E","S2303_C02_012M","S2303_C02_013E","S2303_C02_013M","S2303_C02_014E","S2303_C02_014M","S2303_C02_015E","S2303_C02_015M","S2303_C02_016E","S2303_C02_016M","S2303_C02_017E","S2303_C02_017M","S2303_C02_018E","S2303_C02_018M","S2303_C02_019E","S2303_C02_019M","S2303_C02_020E","S2303_C02_020M","S2303_C02_021E","S2303_C02_021M","S2303_C03_001E","S2303_C03_001M","S2303_C03_002E","S2303_C03_002M","S2303_C03_003E","S2303_C03_003M","S2303_C03_004E","S2303_C03_004M","S2303_C03_005E","S2303_C03_005M","S2303_C03_006E","S2303_C03_006M","S2303_C03_007E","S2303_C03_007M","S2303_C03_008E","S2303_C03_008M","S2303_C03_009E","S2303_C03_009M","S2303_C03_010E","S2303_C03_010M","S2303_C03_011E","S2303_C03_011M","S2303_C03_012E","S2303_C03_012M","S2303_C03_013E","S2303_C03_013M","S2303_C03_014E","S2303_C03_014M","S2303_C03_015E","S2303_C03_015M","S2303_C03_016E","S2303_C03_016M","S2303_C03_017E","S2303_C03_017M","S2303_C03_018E","S2303_C03_018M","S2303_C03_019E","S2303_C03_019M","S2303_C03_020E","S2303_C03_020M","S2303_C03_021E","S2303_C03_021M"
"id","Geographic Area Name","Total!!Estimate!!Population 16 to 64 years","Total!!Margin of Error!!Population 16 to 64 years","Total!!Estimate!!WEEKS WORKED!!Worked 50 to 52 weeks","Total!!Margin of Error!!WEEKS WORKED!!Worked 50 to 52 weeks","Total!!Estimate!!WEEKS WORKED!!Worked 40 to 49 weeks","Total!!Margin of Error!!WEEKS WORKED!!Worked 40 to 49 weeks","Total!!Estimate!!WEEKS WORKED!!Worked 27 to 39 weeks","Total!!Margin of Error!!WEEKS WORKED!!Worked 27 to 39 weeks","Total!!Estimate!!WEEKS WORKED!!Worked 14 to 26 weeks","Total!!Margin of Error!!WEEKS WORKED!!Worked 14 to 26 weeks","Total!!Estimate!!WEEKS WORKED!!Worked 1 to 13 weeks","Total!!Margin of Error!!WEEKS WORKED!!Worked 1 to 13 weeks","Total!!Estimate!!WEEKS WORKED!!Did not work","Total!!Margin of Error!!WEEKS WORKED!!Did not work","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!40 or more weeks","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!40 or more weeks","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!50 to 52 weeks","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!50 to 52 weeks","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!40 or more weeks","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!40 or more weeks","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!50 to 52 weeks","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!50 to 52 weeks","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 or more weeks","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 or more weeks","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks","Total!!Estimate!!USUAL HOURS WORKED!!Did not work","Total!!Margin of Error!!USUAL HOURS WORKED!!Did not work","Total!!Estimate!!Mean usual hours worked for workers","Total!!Margin of Error!!Mean usual hours worked for workers","Total!!Estimate!!PERCENT IMPUTED!!Work status in the past 12 months for the population 16 years and over","Total!!Margin of Error!!PERCENT IMPUTED!!Work status in the past 12 months for the population 16 years and over","Total!!Estimate!!PERCENT IMPUTED!!Hours worked per week in the past 12 months for the population 16 years and over","Total!!Margin of Error!!PERCENT IMPUTED!!Hours worked per week in the past 12 months for the population 16 years and over","Total!!Estimate!!PERCENT IMPUTED!!Weeks worked in the past 12 months for the population 16 years and over","Total!!Margin of Error!!PERCENT IMPUTED!!Weeks worked in the past 12 months for the population 16 years and over","Male!!Estimate!!Population 16 to 64 years","Male!!Margin of Error!!Population 16 to 64 years","Male!!Estimate!!WEEKS WORKED!!Worked 50 to 52 weeks","Male!!Margin of Error!!WEEKS WORKED!!Worked 50 to 52 weeks","Male!!Estimate!!WEEKS WORKED!!Worked 40 to 49 weeks","Male!!Margin of Error!!WEEKS WORKED!!Worked 40 to 49 weeks","Male!!Estimate!!WEEKS WORKED!!Worked 27 to 39 weeks","Male!!Margin of Error!!WEEKS WORKED!!Worked 27 to 39 weeks","Male!!Estimate!!WEEKS WORKED!!Worked 14 to 26 weeks","Male!!Margin of Error!!WEEKS WORKED!!Worked 14 to 26 weeks","Male!!Estimate!!WEEKS WORKED!!Worked 1 to 13 weeks","Male!!Margin of Error!!WEEKS WORKED!!Worked 1 to 13 weeks","Male!!Estimate!!WEEKS WORKED!!Did not work","Male!!Margin of Error!!WEEKS WORKED!!Did not work","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!40 or more weeks","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!40 or more weeks","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!50 to 52 weeks","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!50 to 52 weeks","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!40 or more weeks","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!40 or more weeks","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!50 to 52 weeks","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!50 to 52 weeks","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 or more weeks","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 or more weeks","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks","Male!!Estimate!!USUAL HOURS WORKED!!Did not work","Male!!Margin of Error!!USUAL HOURS WORKED!!Did not work","Male!!Estimate!!Mean usual hours worked for workers","Male!!Margin of Error!!Mean usual hours worked for workers","Male!!Estimate!!PERCENT IMPUTED!!Work status in the past 12 months for the population 16 years and over","Male!!Margin of Error!!PERCENT IMPUTED!!Work status in the past 12 months for the population 16 years and over","Male!!Estimate!!PERCENT IMPUTED!!Hours worked per week in the past 12 months for the population 16 years and over","Male!!Margin of Error!!PERCENT IMPUTED!!Hours worked per week in the past 12 months for the population 16 years and over","Male!!Estimate!!PERCENT IMPUTED!!Weeks worked in the past 12 months for the population 16 years and over","Male!!Margin of Error!!PERCENT IMPUTED!!Weeks worked in the past 12 months for the population 16 years and over","Female!!Estimate!!Population 16 to 64 years","Female!!Margin of Error!!Population 16 to 64 years","Female!!Estimate!!WEEKS WORKED!!Worked 50 to 52 weeks","Female!!Margin of Error!!WEEKS WORKED!!Worked 50 to 52 weeks","Female!!Estimate!!WEEKS WORKED!!Worked 40 to 49 weeks","Female!!Margin of Error!!WEEKS WORKED!!Worked 40 to 49 weeks","Female!!Estimate!!WEEKS WORKED!!Worked 27 to 39 weeks","Female!!Margin of Error!!WEEKS WORKED!!Worked 27 to 39 weeks","Female!!Estimate!!WEEKS WORKED!!Worked 14 to 26 weeks","Female!!Margin of Error!!WEEKS WORKED!!Worked 14 to 26 weeks","Female!!Estimate!!WEEKS WORKED!!Worked 1 to 13 weeks","Female!!Margin of Error!!WEEKS WORKED!!Worked 1 to 13 weeks","Female!!Estimate!!WEEKS WORKED!!Did not work","Female!!Margin of Error!!WEEKS WORKED!!Did not work","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!40 or more weeks","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!40 or more weeks","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!50 to 52 weeks","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!50 to 52 weeks","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!40 or more weeks","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!40 or more weeks","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!50 to 52 weeks","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!50 to 52 weeks","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 or more weeks","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 or more weeks","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks","Female!!Estimate!!USUAL HOURS WORKED!!Did not work","Female!!Margin of Error!!USUAL HOURS WORKED!!Did not work","Female!!Estimate!!Mean usual hours worked for workers","Female!!Margin of Error!!Mean usual hours worked for workers","Female!!Estimate!!PERCENT IMPUTED!!Work status in the past 12 months for the population 16 years and over","Female!!Margin of Error!!PERCENT IMPUTED!!Work status in the past 12 months for the population 16 years and over","Female!!Estimate!!PERCENT IMPUTED!!Hours worked per week in the past 12 months for the population 16 years and over","Female!!Margin of Error!!PERCENT IMPUTED!!Hours worked per week in the past 12 months for the population 16 years and over","Female!!Estimate!!PERCENT IMPUTED!!Weeks worked in the past 12 months for the population 16 years and over","Female!!Margin of Error!!PERCENT IMPUTED!!Weeks worked in the past 12 months for the population 16 years and over"
"1400000US16027020100","Census Tract 201, Canyon County, Idaho","727","138","39.6","12.4","5.6","5.5","2.9","2.8","10.3","6.3","1.1","1.3","40.4","13.9","42.8","11.0","37.3","10.2","31.6","10.7","15.4","7.9","8.0","6.0","8.0","6.0","1.4","1.9","0.0","4.4","0.0","4.4","40.4","13.9","36.5","1.8","4.9","(X)","5.5","(X)","6.9","(X)","332","65","40.1","14.1","4.8","5.2","2.4","3.2","17.8","11.5","0.0","9.3","34.9","15.0","40.7","13.8","32.5","11.6","27.7","12.9","22.9","15.8","12.3","11.4","12.3","11.4","1.5","2.7","0.0","9.3","0.0","9.3","34.9","15.0","37.1","2.2","(X)","(X)","(X)","(X)","(X)","(X)","395","108","39.2","15.9","6.3","9.3","3.3","4.1","4.1","6.4","2.0","2.4","45.1","17.5","44.6","16.5","41.3","16.2","34.9","14.8","9.1","8.1","4.3","5.4","4.3","5.4","1.3","1.9","0.0","7.9","0.0","7.9","45.1","17.5","36.0","3.0","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US16027020200","Census Tract 202, Canyon County, Idaho","2686","353","30.1","6.1","12.4","4.9","11.1","5.9","7.4","3.8","7.7","3.3","31.3","6.1","45.6","6.3","32.5","5.9","26.5","5.8","20.9","5.8","9.1","4.9","2.8","1.9","2.2","1.6","0.9","1.2","0.9","1.2","31.3","6.1","36.4","1.8","3.0","(X)","7.8","(X)","3.8","(X)","1381","256","32.4","7.6","16.1","7.7","11.9","8.4","8.3","5.3","7.9","5.5","23.4","7.8","56.5","10.2","39.2","8.3","30.3","7.6","19.2","9.4","9.3","6.7","2.2","2.9","0.9","1.6","0.0","2.3","0.0","2.3","23.4","7.8","38.3","2.1","(X)","(X)","(X)","(X)","(X)","(X)","1305","196","27.6","8.3","8.4","6.2","10.3","6.5","6.4","5.0","7.6","5.2","39.7","9.1","34.0","9.4","25.4","8.0","22.5","7.6","22.7","8.3","8.8","6.1","3.4","2.7","3.6","3.2","1.8","2.5","1.8","2.5","39.7","9.1","33.8","3.1","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US16027020300","Census Tract 203, Canyon County, Idaho","2640","347","50.3","6.5","7.8","3.4","6.2","3.0","4.4","2.5","9.4","3.9","21.9","4.8","51.8","6.4","46.3","6.2","41.3","6.1","21.4","6.0","11.2","4.4","8.4","4.4","4.9","3.2","0.6","1.0","0.6","1.0","21.9","4.8","36.4","2.2","4.5","(X)","6.1","(X)","3.4","(X)","1382","235","47.3","9.3","9.6","4.5","8.5","5.2","3.5","3.1","8.8","5.5","22.4","7.3","54.9","8.5","49.0","8.8","41.1","8.7","20.3","7.0","7.8","5.0","6.2","4.5","2.4","3.2","0.0","2.3","0.0","2.3","22.4","7.3","38.0","2.7","(X)","(X)","(X)","(X)","(X)","(X)","1258","167","53.7","8.6","5.9","4.6","3.6","2.8","5.2","4.1","10.2","5.2","21.4","6.0","48.3","8.7","43.3","8.4","41.6","8.5","22.6","7.7","14.9","6.4","10.8","5.7","7.7","4.5","1.4","2.0","1.4","2.0","21.4","6.0","34.6","2.8","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US16027020401","Census Tract 204.01, Canyon County, Idaho","5482","560","44.6","5.3","8.7","2.8","7.0","3.0","6.0","2.6","3.6","1.7","30.2","5.9","47.6","5.3","40.9","5.5","34.4","5.0","16.7","4.2","9.8","3.0","7.5","2.8","5.5","3.5","2.6","2.2","2.6","2.2","30.2","5.9","36.1","1.7","4.1","(X)","3.3","(X)","3.7","(X)","2611","371","51.4","7.9","10.3","4.8","8.0","5.0","7.7","4.7","1.1","1.2","21.5","6.7","64.4","8.2","53.8","7.9","44.2","7.5","10.7","4.9","6.1","3.6","5.5","3.5","3.3","3.1","1.7","1.9","1.7","1.9","21.5","6.7","39.2","1.9","(X)","(X)","(X)","(X)","(X)","(X)","2871","334","38.4","7.3","7.2","3.6","6.0","3.8","4.5","2.3","5.9","3.0","38.0","9.0","32.3","7.2","29.1","6.8","25.6","6.4","22.2","6.1","13.1","5.1","9.4","4.6","7.5","4.5","3.4","2.8","3.4","2.8","38.0","9.0","32.6","2.2","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US16027020402","Census Tract 204.02, Canyon County, Idaho","3051","299","44.8","7.5","9.7","4.7","5.3","3.6","3.2","2.1","12.1","5.2","24.8","5.5","46.6","7.1","38.8","6.9","34.1","5.6","21.4","5.9","14.2","6.3","9.6","6.4","7.1","4.4","1.5","1.2","1.1","1.1","24.8","5.5","34.3","2.4","4.6","(X)","6.9","(X)","6.0","(X)","1528","201","44.2","10.3","9.8","6.0","5.2","4.6","2.9","3.0","12.6","7.3","25.4","8.1","57.3","11.5","44.7","11.0","39.5","9.5","11.3","8.0","9.3","8.0","4.7","6.6","6.0","4.7","0.0","2.1","0.0","2.1","25.4","8.1","38.6","3.6","(X)","(X)","(X)","(X)","(X)","(X)","1523","200","45.4","9.5","9.6","6.1","5.5","5.2","3.6","3.5","11.6","6.3","24.2","8.7","35.9","9.3","32.9","8.8","28.7","7.5","31.6","8.3","19.2","7.7","14.5","7.4","8.2","5.4","3.0","2.4","2.2","2.2","24.2","8.7","30.1","2.6","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US16027020501","Census Tract 205.01, Canyon County, Idaho","2193","244","56.0","9.2","6.5","3.2","2.9","2.6","3.0","2.3","7.1","5.2","24.6","6.6","59.9","6.9","51.5","7.8","46.9","7.9","13.0","5.0","9.2","4.5","7.3","4.5","2.5","2.6","1.8","2.4","1.8","2.4","24.6","6.6","38.8","1.9","4.4","(X)","11.1","(X)","6.5","(X)","1230","186","58.4","12.9","6.8","4.4","4.1","3.4","0.4","1.3","10.3","9.7","20.0","10.5","71.7","10.6","60.4","12.2","54.1","12.7","8.3","4.4","4.8","3.8","4.3","3.7","0.0","2.6","0.0","2.6","0.0","2.6","20.0","10.5","42.0","1.9","(X)","(X)","(X)","(X)","(X)","(X)","963","139","52.9","11.3","6.0","4.6","1.5","2.4","6.3","4.8","2.9","3.2","30.4","11.3","44.9","10.2","40.1","9.9","37.8","10.0","19.0","9.1","14.7","8.5","11.0","8.5","5.7","5.8","4.0","5.2","4.0","5.2","30.4","11.3","34.2","3.3","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US16027020503","Census Tract 205.03, Canyon County, Idaho","1428","189","47.3","9.5","9.0","5.1","3.5","3.0","4.8","3.5","10.6","6.2","24.8","7.0","48.0","7.6","43.4","8.1","37.9","8.3","18.3","5.9","11.8","5.8","9.4","5.1","9.0","4.7","1.1","1.7","0.0","2.2","24.8","7.0","36.8","4.3","3.4","(X)","2.0","(X)","4.1","(X)","757","142","63.9","13.3","7.5","5.5","2.0","2.6","8.5","6.6","5.0","4.6","13.1","10.4","62.2","12.1","57.3","12.8","52.8","12.3","16.8","10.3","14.1","9.9","11.1","8.7","7.9","6.0","0.0","4.2","0.0","4.2","13.1","10.4","41.1","5.7","(X)","(X)","(X)","(X)","(X)","(X)","671","109","28.5","11.2","10.7","9.3","5.2","6.1","0.6","1.6","17.0","10.0","38.0","13.9","31.9","12.3","27.7","12.4","21.0","10.7","20.0","10.6","9.1","7.9","7.5","7.1","10.1","7.4","2.4","3.4","0.0","4.7","38.0","13.9","30.0","3.8","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US16027020504","Census Tract 205.04, Canyon County, Idaho","4037","485","37.9","7.6","9.4","3.6","4.9","2.9","9.6","3.6","9.1","5.5","29.1","6.5","41.7","6.7","30.7","6.5","25.6","6.8","26.8","6.0","15.6","5.7","11.4","5.1","2.5","1.4","1.0","1.1","1.0","1.1","29.1","6.5","34.7","2.3","10.9","(X)","10.5","(X)","9.9","(X)","1888","347","43.3","9.6","9.1","5.3","7.3","4.2","6.9","4.8","8.8","5.8","24.7","7.9","46.7","8.5","37.7","8.3","31.3","8.9","25.2","8.2","13.6","7.5","10.9","7.3","3.4","2.3","1.1","1.7","1.1","1.7","24.7","7.9","36.3","3.4","(X)","(X)","(X)","(X)","(X)","(X)","2149","377","33.2","10.1","9.7","4.3","2.9","3.2","12.0","6.7","9.3","9.4","32.9","9.5","37.3","8.6","24.7","8.7","20.6","7.8","28.2","7.5","17.4","6.5","11.8","6.0","1.6","1.7","0.8","1.4","0.8","1.4","32.9","9.5","33.0","2.3","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US16027020601","Census Tract 206.01, Canyon County, Idaho","3003","259","56.3","8.1","5.6","2.6","7.3","4.0","5.1","3.2","5.7","2.9","20.1","5.4","58.5","6.7","51.6","7.2","47.1","7.6","15.2","5.4","8.2","3.7","7.7","3.8","6.3","5.1","2.1","2.2","1.6","2.1","20.1","5.4","36.9","2.3","5.6","(X)","4.9","(X)","3.8","(X)","1466","229","59.8","11.5","5.9","3.7","9.3","6.0","6.1","5.7","6.2","4.6","12.8","6.5","71.1","10.9","59.5","11.3","54.6","11.5","8.9","5.6","5.1","4.3","5.1","4.3","7.2","8.8","1.1","1.8","0.0","2.2","12.8","6.5","39.4","3.2","(X)","(X)","(X)","(X)","(X)","(X)","1537","148","53.0","11.3","5.2","3.2","5.3","4.4","4.2","3.8","5.2","3.7","27.1","9.1","46.5","8.8","44.0","8.7","39.8","9.2","21.1","9.4","11.1","6.6","10.1","6.6","5.3","4.9","3.1","3.9","3.1","3.9","27.1","9.1","34.0","2.4","(X)","(X)","(X)","(X)","(X)","(X)"
