"GEO_ID","NAME","S2303_C01_001E","S2303_C01_001M","S2303_C01_002E","S2303_C01_002M","S2303_C01_003E","S2303_C01_003M","S2303_C01_004E","S2303_C01_004M","S2303_C01_005E","S2303_C01_005M","S2303_C01_006E","S2303_C01_006M","S2303_C01_007E","S2303_C01_007M","S2303_C01_008E","S2303_C01_008M","S2303_C01_009E","S2303_C01_009M","S2303_C01_010E","S2303_C01_010M","S2303_C01_011E","S2303_C01_011M","S2303_C01_012E","S2303_C01_012M","S2303_C01_013E","S2303_C01_013M","S2303_C01_014E","S2303_C01_014M","S2303_C01_015E","S2303_C01_015M","S2303_C01_016E","S2303_C01_016M","S2303_C01_017E","S2303_C01_017M","S2303_C01_018E","S2303_C01_018M","S2303_C01_019E","S2303_C01_019M","S2303_C01_020E","S2303_C01_020M","S2303_C01_021E","S2303_C01_021M","S2303_C02_001E","S2303_C02_001M","S2303_C02_002E","S2303_C02_002M","S2303_C02_003E","S2303_C02_003M","S2303_C02_004E","S2303_C02_004M","S2303_C02_005E","S2303_C02_005M","S2303_C02_006E","S2303_C02_006M","S2303_C02_007E","S2303_C02_007M","S2303_C02_008E","S2303_C02_008M","S2303_C02_009E","S2303_C02_009M","S2303_C02_010E","S2303_C02_010M","S2303_C02_011E","S2303_C02_011M","S2303_C02_012E","S2303_C02_012M","S2303_C02_013E","S2303_C02_013M","S2303_C02_014E","S2303_C02_014M","S2303_C02_015E","S2303_C02_015M","S2303_C02_016E","S2303_C02_016M","S2303_C02_017E","S2303_C02_017M","S2303_C02_018E","S2303_C02_018M","S2303_C02_019E","S2303_C02_019M","S2303_C02_020E","S2303_C02_020M","S2303_C02_021E","S2303_C02_021M","S2303_C03_001E","S2303_C03_001M","S2303_C03_002E","S2303_C03_002M","S2303_C03_003E","S2303_C03_003M","S2303_C03_004E","S2303_C03_004M","S2303_C03_005E","S2303_C03_005M","S2303_C03_006E","S2303_C03_006M","S2303_C03_007E","S2303_C03_007M","S2303_C03_008E","S2303_C03_008M","S2303_C03_009E","S2303_C03_009M","S2303_C03_010E","S2303_C03_010M","S2303_C03_011E","S2303_C03_011M","S2303_C03_012E","S2303_C03_012M","S2303_C03_013E","S2303_C03_013M","S2303_C03_014E","S2303_C03_014M","S2303_C03_015E","S2303_C03_015M","S2303_C03_016E","S2303_C03_016M","S2303_C03_017E","S2303_C03_017M","S2303_C03_018E","S2303_C03_018M","S2303_C03_019E","S2303_C03_019M","S2303_C03_020E","S2303_C03_020M","S2303_C03_021E","S2303_C03_021M"
"id","Geographic Area Name","Total!!Estimate!!Population 16 to 64 years","Total!!Margin of Error!!Population 16 to 64 years","Total!!Estimate!!WEEKS WORKED!!Worked 50 to 52 weeks","Total!!Margin of Error!!WEEKS WORKED!!Worked 50 to 52 weeks","Total!!Estimate!!WEEKS WORKED!!Worked 40 to 49 weeks","Total!!Margin of Error!!WEEKS WORKED!!Worked 40 to 49 weeks","Total!!Estimate!!WEEKS WORKED!!Worked 27 to 39 weeks","Total!!Margin of Error!!WEEKS WORKED!!Worked 27 to 39 weeks","Total!!Estimate!!WEEKS WORKED!!Worked 14 to 26 weeks","Total!!Margin of Error!!WEEKS WORKED!!Worked 14 to 26 weeks","Total!!Estimate!!WEEKS WORKED!!Worked 1 to 13 weeks","Total!!Margin of Error!!WEEKS WORKED!!Worked 1 to 13 weeks","Total!!Estimate!!WEEKS WORKED!!Did not work","Total!!Margin of Error!!WEEKS WORKED!!Did not work","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!40 or more weeks","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!40 or more weeks","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!50 to 52 weeks","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!50 to 52 weeks","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!40 or more weeks","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!40 or more weeks","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!50 to 52 weeks","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!50 to 52 weeks","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 or more weeks","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 or more weeks","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks","Total!!Estimate!!USUAL HOURS WORKED!!Did not work","Total!!Margin of Error!!USUAL HOURS WORKED!!Did not work","Total!!Estimate!!Mean usual hours worked for workers","Total!!Margin of Error!!Mean usual hours worked for workers","Total!!Estimate!!PERCENT IMPUTED!!Work status in the past 12 months for the population 16 years and over","Total!!Margin of Error!!PERCENT IMPUTED!!Work status in the past 12 months for the population 16 years and over","Total!!Estimate!!PERCENT IMPUTED!!Hours worked per week in the past 12 months for the population 16 years and over","Total!!Margin of Error!!PERCENT IMPUTED!!Hours worked per week in the past 12 months for the population 16 years and over","Total!!Estimate!!PERCENT IMPUTED!!Weeks worked in the past 12 months for the population 16 years and over","Total!!Margin of Error!!PERCENT IMPUTED!!Weeks worked in the past 12 months for the population 16 years and over","Male!!Estimate!!Population 16 to 64 years","Male!!Margin of Error!!Population 16 to 64 years","Male!!Estimate!!WEEKS WORKED!!Worked 50 to 52 weeks","Male!!Margin of Error!!WEEKS WORKED!!Worked 50 to 52 weeks","Male!!Estimate!!WEEKS WORKED!!Worked 40 to 49 weeks","Male!!Margin of Error!!WEEKS WORKED!!Worked 40 to 49 weeks","Male!!Estimate!!WEEKS WORKED!!Worked 27 to 39 weeks","Male!!Margin of Error!!WEEKS WORKED!!Worked 27 to 39 weeks","Male!!Estimate!!WEEKS WORKED!!Worked 14 to 26 weeks","Male!!Margin of Error!!WEEKS WORKED!!Worked 14 to 26 weeks","Male!!Estimate!!WEEKS WORKED!!Worked 1 to 13 weeks","Male!!Margin of Error!!WEEKS WORKED!!Worked 1 to 13 weeks","Male!!Estimate!!WEEKS WORKED!!Did not work","Male!!Margin of Error!!WEEKS WORKED!!Did not work","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!40 or more weeks","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!40 or more weeks","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!50 to 52 weeks","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!50 to 52 weeks","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!40 or more weeks","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!40 or more weeks","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!50 to 52 weeks","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!50 to 52 weeks","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 or more weeks","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 or more weeks","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks","Male!!Estimate!!USUAL HOURS WORKED!!Did not work","Male!!Margin of Error!!USUAL HOURS WORKED!!Did not work","Male!!Estimate!!Mean usual hours worked for workers","Male!!Margin of Error!!Mean usual hours worked for workers","Male!!Estimate!!PERCENT IMPUTED!!Work status in the past 12 months for the population 16 years and over","Male!!Margin of Error!!PERCENT IMPUTED!!Work status in the past 12 months for the population 16 years and over","Male!!Estimate!!PERCENT IMPUTED!!Hours worked per week in the past 12 months for the population 16 years and over","Male!!Margin of Error!!PERCENT IMPUTED!!Hours worked per week in the past 12 months for the population 16 years and over","Male!!Estimate!!PERCENT IMPUTED!!Weeks worked in the past 12 months for the population 16 years and over","Male!!Margin of Error!!PERCENT IMPUTED!!Weeks worked in the past 12 months for the population 16 years and over","Female!!Estimate!!Population 16 to 64 years","Female!!Margin of Error!!Population 16 to 64 years","Female!!Estimate!!WEEKS WORKED!!Worked 50 to 52 weeks","Female!!Margin of Error!!WEEKS WORKED!!Worked 50 to 52 weeks","Female!!Estimate!!WEEKS WORKED!!Worked 40 to 49 weeks","Female!!Margin of Error!!WEEKS WORKED!!Worked 40 to 49 weeks","Female!!Estimate!!WEEKS WORKED!!Worked 27 to 39 weeks","Female!!Margin of Error!!WEEKS WORKED!!Worked 27 to 39 weeks","Female!!Estimate!!WEEKS WORKED!!Worked 14 to 26 weeks","Female!!Margin of Error!!WEEKS WORKED!!Worked 14 to 26 weeks","Female!!Estimate!!WEEKS WORKED!!Worked 1 to 13 weeks","Female!!Margin of Error!!WEEKS WORKED!!Worked 1 to 13 weeks","Female!!Estimate!!WEEKS WORKED!!Did not work","Female!!Margin of Error!!WEEKS WORKED!!Did not work","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!40 or more weeks","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!40 or more weeks","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!50 to 52 weeks","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!50 to 52 weeks","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!40 or more weeks","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!40 or more weeks","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!50 to 52 weeks","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!50 to 52 weeks","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 or more weeks","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 or more weeks","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks","Female!!Estimate!!USUAL HOURS WORKED!!Did not work","Female!!Margin of Error!!USUAL HOURS WORKED!!Did not work","Female!!Estimate!!Mean usual hours worked for workers","Female!!Margin of Error!!Mean usual hours worked for workers","Female!!Estimate!!PERCENT IMPUTED!!Work status in the past 12 months for the population 16 years and over","Female!!Margin of Error!!PERCENT IMPUTED!!Work status in the past 12 months for the population 16 years and over","Female!!Estimate!!PERCENT IMPUTED!!Hours worked per week in the past 12 months for the population 16 years and over","Female!!Margin of Error!!PERCENT IMPUTED!!Hours worked per week in the past 12 months for the population 16 years and over","Female!!Estimate!!PERCENT IMPUTED!!Weeks worked in the past 12 months for the population 16 years and over","Female!!Margin of Error!!PERCENT IMPUTED!!Weeks worked in the past 12 months for the population 16 years and over"
"1400000US16027020100","Census Tract 201, Canyon County, Idaho","775","239","37.8","11.9","5.9","5.2","5.3","4.9","16.9","11.2","0.3","0.6","33.8","16.2","51.9","19.3","37.4","9.6","31.5","11.3","13.7","8.5","6.3","5.3","6.3","5.3","0.6","1.3","0.0","4.1","0.0","4.1","33.8","16.2","37.7","1.8","1.8","(X)","1.2","(X)","2.3","(X)","345","154","40.6","16.2","6.4","6.8","3.8","4.7","23.2","16.4","0.0","9.0","26.1","20.1","55.1","25.2","38.3","10.7","31.9","13.8","17.4","14.7","8.7","9.9","8.7","9.9","1.4","3.0","0.0","9.0","0.0","9.0","26.1","20.1","38.3","2.1","(X)","(X)","(X)","(X)","(X)","(X)","430","105","35.6","13.0","5.6","7.0","6.5","7.8","11.9","10.1","0.5","1.1","40.0","15.6","49.3","17.6","36.7","13.1","31.2","13.2","10.7","10.0","4.4","5.3","4.4","5.3","0.0","7.3","0.0","7.3","0.0","7.3","40.0","15.6","37.1","2.5","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US16027020200","Census Tract 202, Canyon County, Idaho","2633","282","31.8","7.2","11.1","4.5","13.8","6.6","9.0","3.5","8.8","4.3","25.5","5.9","55.7","7.5","36.0","6.7","29.3","7.1","17.2","5.1","6.8","4.2","2.4","1.9","1.6","1.1","0.0","1.2","0.0","1.2","25.5","5.9","38.4","1.9","2.2","(X)","5.4","(X)","3.1","(X)","1416","215","36.5","8.9","13.7","7.2","11.9","8.8","12.3","6.2","8.2","4.5","17.4","5.9","66.2","10.4","43.8","8.2","34.6","8.9","14.7","9.0","6.4","6.4","1.9","3.0","1.6","1.5","0.0","2.3","0.0","2.3","17.4","5.9","39.8","1.9","(X)","(X)","(X)","(X)","(X)","(X)","1217","178","26.2","8.1","8.1","5.9","16.1","8.2","5.3","4.1","9.5","6.1","34.8","8.8","43.4","9.2","27.0","8.3","23.2","8.0","20.2","7.5","7.3","5.0","3.0","2.4","1.6","2.1","0.0","2.6","0.0","2.6","34.8","8.8","36.3","2.6","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US16027020300","Census Tract 203, Canyon County, Idaho","2651","286","47.6","6.0","8.6","3.0","7.8","3.4","5.5","2.6","8.4","3.6","22.1","5.1","51.1","6.0","44.9","5.4","38.9","5.2","23.4","6.0","11.3","4.8","8.7","4.7","3.4","2.5","0.0","1.2","0.0","1.2","22.1","5.1","36.9","1.8","3.5","(X)","4.0","(X)","2.7","(X)","1316","158","48.9","8.5","9.4","4.0","9.2","4.7","4.5","3.3","8.5","5.7","19.5","6.5","55.8","7.4","49.5","7.7","41.4","8.3","22.8","6.5","8.9","5.3","7.5","5.0","2.0","2.5","0.0","2.4","0.0","2.4","19.5","6.5","37.9","2.0","(X)","(X)","(X)","(X)","(X)","(X)","1335","190","46.3","7.2","7.7","3.8","6.4","3.6","6.4","3.9","8.4","4.2","24.8","6.4","46.4","8.1","40.3","7.5","36.5","6.8","24.0","7.6","13.7","6.0","9.8","5.4","4.8","3.2","0.0","2.4","0.0","2.4","24.8","6.4","35.7","2.4","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US16027020401","Census Tract 204.01, Canyon County, Idaho","5541","413","47.9","6.4","9.2","3.6","9.3","4.2","3.8","2.1","2.7","1.3","27.1","5.1","53.5","5.7","45.8","5.8","38.6","6.3","15.3","3.9","9.5","2.7","7.4","2.8","4.1","2.9","1.9","2.0","1.9","2.0","27.1","5.1","37.2","1.6","2.8","(X)","2.1","(X)","4.3","(X)","2688","290","55.9","8.2","11.4","4.9","6.4","4.4","5.2","3.3","1.2","1.3","19.9","5.8","67.4","7.2","58.1","7.4","48.0","8.6","9.1","3.8","7.3","3.8","6.0","3.8","3.5","3.0","1.9","1.7","1.9","1.7","19.9","5.8","39.4","1.5","(X)","(X)","(X)","(X)","(X)","(X)","2853","251","40.4","7.8","7.2","4.6","12.0","6.2","2.4","1.8","4.2","2.2","33.8","7.6","40.4","7.8","34.1","7.3","29.7","7.2","21.2","6.4","11.5","4.2","8.7","4.0","4.6","3.2","2.0","2.5","2.0","2.5","33.8","7.6","34.7","2.1","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US16027020402","Census Tract 204.02, Canyon County, Idaho","3281","307","47.0","7.9","11.3","4.9","5.9","3.3","4.2","3.0","9.1","3.6","22.5","5.3","53.1","6.6","44.3","6.9","38.3","6.4","20.9","5.1","12.9","5.7","8.0","5.6","3.6","2.3","1.1","1.1","0.8","0.9","22.5","5.3","36.5","1.7","4.3","(X)","5.6","(X)","7.0","(X)","1589","222","45.9","10.2","13.9","7.7","7.4","4.6","2.5","2.8","9.6","5.7","20.6","7.4","62.9","9.5","48.7","9.5","40.8","9.0","13.5","7.7","11.1","7.7","5.1","6.1","2.9","2.6","0.0","2.0","0.0","2.0","20.6","7.4","40.3","2.4","(X)","(X)","(X)","(X)","(X)","(X)","1692","221","48.0","10.1","8.8","5.0","4.4","4.4","5.9","4.6","8.7","4.5","24.2","8.5","43.8","10.0","40.2","9.6","35.8","8.8","27.8","7.3","14.5","6.6","10.8","6.3","4.3","3.3","2.1","2.1","1.5","1.8","24.2","8.5","32.9","2.4","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US16027020501","Census Tract 205.01, Canyon County, Idaho","2046","204","52.7","8.5","6.4","2.9","3.7","2.8","3.1","2.2","6.7","5.8","27.3","6.7","61.5","7.0","51.3","7.3","46.1","7.7","8.0","3.4","5.4","3.1","4.2","3.0","3.2","3.3","2.4","2.8","2.4","2.8","27.3","6.7","40.0","1.9","5.3","(X)","6.8","(X)","8.7","(X)","1084","139","58.9","12.1","7.7","4.9","4.2","3.7","0.0","3.0","10.1","11.0","19.1","11.2","73.2","11.1","61.3","12.1","53.6","12.3","7.7","4.3","5.4","4.6","5.4","4.6","0.0","3.0","0.0","3.0","0.0","3.0","19.1","11.2","42.7","1.9","(X)","(X)","(X)","(X)","(X)","(X)","962","105","45.6","11.5","5.0","4.6","3.2","2.7","6.7","4.7","2.9","3.6","36.6","10.2","48.2","9.7","40.1","11.3","37.6","11.6","8.3","6.2","5.4","5.2","2.9","4.5","6.9","6.9","5.1","6.0","5.1","6.0","36.6","10.2","36.0","4.1","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US16027020503","Census Tract 205.03, Canyon County, Idaho","1392","219","48.4","10.2","14.0","10.4","3.6","3.4","5.5","4.4","11.3","7.9","17.2","9.6","59.8","11.4","50.0","12.0","38.9","10.3","13.8","9.6","10.1","9.0","9.5","8.6","9.2","6.6","2.3","3.7","0.0","2.3","17.2","9.6","37.9","4.3","2.2","(X)","0.0","(X)","2.5","(X)","696","128","65.4","18.7","9.9","11.0","4.9","5.7","9.5","9.3","4.0","6.4","6.3","8.0","68.0","15.2","56.3","18.3","46.4","16.0","19.4","15.6","19.0","15.8","19.0","15.8","6.3","8.0","0.0","4.6","0.0","4.6","6.3","8.0","41.2","5.4","(X)","(X)","(X)","(X)","(X)","(X)","696","175","31.5","13.8","18.1","13.6","2.3","3.4","1.4","2.1","18.5","11.9","28.2","17.1","51.6","14.4","43.7","15.5","31.5","13.8","8.2","7.8","1.3","2.6","0.0","4.6","12.1","9.3","4.6","6.8","0.0","4.6","28.2","17.1","33.7","4.0","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US16027020504","Census Tract 205.04, Canyon County, Idaho","4020","441","34.7","7.9","13.2","4.8","6.0","3.5","8.4","3.9","8.7","5.3","29.1","6.4","44.8","6.5","33.6","7.3","25.1","6.7","24.0","6.3","13.5","5.2","8.9","4.5","2.1","1.5","0.7","1.0","0.7","1.0","29.1","6.4","35.8","2.4","12.4","(X)","10.1","(X)","9.3","(X)","1768","290","37.4","9.5","12.9","6.1","12.7","7.8","8.0","4.9","8.2","4.9","20.8","7.5","53.5","10.2","39.0","9.3","28.7","8.2","22.2","8.1","10.0","6.8","7.4","6.4","3.5","3.0","1.3","2.0","1.3","2.0","20.8","7.5","37.2","3.8","(X)","(X)","(X)","(X)","(X)","(X)","2252","377","32.5","9.9","13.4","5.7","0.7","0.8","8.7","6.1","9.1","8.5","35.6","9.9","38.0","7.7","29.4","9.0","22.2","8.0","25.3","9.1","16.3","6.4","10.0","6.0","1.1","1.1","0.3","0.6","0.3","0.6","35.6","9.9","34.4","2.3","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US16027020601","Census Tract 206.01, Canyon County, Idaho","3020","322","55.0","5.8","8.2","4.0","5.1","3.4","5.8","4.0","4.8","2.5","21.1","3.9","61.9","5.6","52.3","6.3","46.6","6.1","12.8","4.2","9.8","4.0","8.3","3.9","4.2","3.4","1.0","1.1","0.0","1.1","21.1","3.9","37.7","1.8","0.8","(X)","2.6","(X)","0.9","(X)","1524","237","58.4","10.3","7.9","5.0","7.1","4.9","6.2","5.9","7.7","4.9","12.7","6.1","74.0","8.5","58.7","9.4","52.5","9.3","8.1","4.9","6.6","4.6","5.9","4.3","5.2","5.9","1.0","1.8","0.0","2.1","12.7","6.1","39.4","2.3","(X)","(X)","(X)","(X)","(X)","(X)","1496","133","51.5","8.8","8.4","4.8","3.1","3.0","5.3","4.1","1.9","2.1","29.7","7.3","49.6","7.4","45.9","7.4","40.6","7.5","17.6","7.3","13.1","7.0","10.8","6.7","3.1","2.9","0.9","1.4","0.0","2.1","29.7","7.3","35.6","2.3","(X)","(X)","(X)","(X)","(X)","(X)"
