"GEO_ID","NAME","S2303_C01_001E","S2303_C01_001M","S2303_C01_002E","S2303_C01_002M","S2303_C01_003E","S2303_C01_003M","S2303_C01_004E","S2303_C01_004M","S2303_C01_005E","S2303_C01_005M","S2303_C01_006E","S2303_C01_006M","S2303_C01_007E","S2303_C01_007M","S2303_C01_008E","S2303_C01_008M","S2303_C01_009E","S2303_C01_009M","S2303_C01_010E","S2303_C01_010M","S2303_C01_011E","S2303_C01_011M","S2303_C01_012E","S2303_C01_012M","S2303_C01_013E","S2303_C01_013M","S2303_C01_014E","S2303_C01_014M","S2303_C01_015E","S2303_C01_015M","S2303_C01_016E","S2303_C01_016M","S2303_C01_017E","S2303_C01_017M","S2303_C01_018E","S2303_C01_018M","S2303_C01_019E","S2303_C01_019M","S2303_C01_020E","S2303_C01_020M","S2303_C01_021E","S2303_C01_021M","S2303_C02_001E","S2303_C02_001M","S2303_C02_002E","S2303_C02_002M","S2303_C02_003E","S2303_C02_003M","S2303_C02_004E","S2303_C02_004M","S2303_C02_005E","S2303_C02_005M","S2303_C02_006E","S2303_C02_006M","S2303_C02_007E","S2303_C02_007M","S2303_C02_008E","S2303_C02_008M","S2303_C02_009E","S2303_C02_009M","S2303_C02_010E","S2303_C02_010M","S2303_C02_011E","S2303_C02_011M","S2303_C02_012E","S2303_C02_012M","S2303_C02_013E","S2303_C02_013M","S2303_C02_014E","S2303_C02_014M","S2303_C02_015E","S2303_C02_015M","S2303_C02_016E","S2303_C02_016M","S2303_C02_017E","S2303_C02_017M","S2303_C02_018E","S2303_C02_018M","S2303_C02_019E","S2303_C02_019M","S2303_C02_020E","S2303_C02_020M","S2303_C02_021E","S2303_C02_021M","S2303_C03_001E","S2303_C03_001M","S2303_C03_002E","S2303_C03_002M","S2303_C03_003E","S2303_C03_003M","S2303_C03_004E","S2303_C03_004M","S2303_C03_005E","S2303_C03_005M","S2303_C03_006E","S2303_C03_006M","S2303_C03_007E","S2303_C03_007M","S2303_C03_008E","S2303_C03_008M","S2303_C03_009E","S2303_C03_009M","S2303_C03_010E","S2303_C03_010M","S2303_C03_011E","S2303_C03_011M","S2303_C03_012E","S2303_C03_012M","S2303_C03_013E","S2303_C03_013M","S2303_C03_014E","S2303_C03_014M","S2303_C03_015E","S2303_C03_015M","S2303_C03_016E","S2303_C03_016M","S2303_C03_017E","S2303_C03_017M","S2303_C03_018E","S2303_C03_018M","S2303_C03_019E","S2303_C03_019M","S2303_C03_020E","S2303_C03_020M","S2303_C03_021E","S2303_C03_021M"
"id","Geographic Area Name","Total!!Estimate!!Population 16 to 64 years","Total!!Margin of Error!!Population 16 to 64 years","Total!!Estimate!!WEEKS WORKED!!Worked 50 to 52 weeks","Total!!Margin of Error!!WEEKS WORKED!!Worked 50 to 52 weeks","Total!!Estimate!!WEEKS WORKED!!Worked 40 to 49 weeks","Total!!Margin of Error!!WEEKS WORKED!!Worked 40 to 49 weeks","Total!!Estimate!!WEEKS WORKED!!Worked 27 to 39 weeks","Total!!Margin of Error!!WEEKS WORKED!!Worked 27 to 39 weeks","Total!!Estimate!!WEEKS WORKED!!Worked 14 to 26 weeks","Total!!Margin of Error!!WEEKS WORKED!!Worked 14 to 26 weeks","Total!!Estimate!!WEEKS WORKED!!Worked 1 to 13 weeks","Total!!Margin of Error!!WEEKS WORKED!!Worked 1 to 13 weeks","Total!!Estimate!!WEEKS WORKED!!Did not work","Total!!Margin of Error!!WEEKS WORKED!!Did not work","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!40 or more weeks","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!40 or more weeks","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!50 to 52 weeks","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!50 to 52 weeks","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!40 or more weeks","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!40 or more weeks","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!50 to 52 weeks","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!50 to 52 weeks","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 or more weeks","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 or more weeks","Total!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks","Total!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks","Total!!Estimate!!USUAL HOURS WORKED!!Did not work","Total!!Margin of Error!!USUAL HOURS WORKED!!Did not work","Total!!Estimate!!Mean usual hours worked for workers","Total!!Margin of Error!!Mean usual hours worked for workers","Total!!Estimate!!PERCENT IMPUTED!!Work status in the past 12 months for the population 16 years and over","Total!!Margin of Error!!PERCENT IMPUTED!!Work status in the past 12 months for the population 16 years and over","Total!!Estimate!!PERCENT IMPUTED!!Hours worked per week in the past 12 months for the population 16 years and over","Total!!Margin of Error!!PERCENT IMPUTED!!Hours worked per week in the past 12 months for the population 16 years and over","Total!!Estimate!!PERCENT IMPUTED!!Weeks worked in the past 12 months for the population 16 years and over","Total!!Margin of Error!!PERCENT IMPUTED!!Weeks worked in the past 12 months for the population 16 years and over","Male!!Estimate!!Population 16 to 64 years","Male!!Margin of Error!!Population 16 to 64 years","Male!!Estimate!!WEEKS WORKED!!Worked 50 to 52 weeks","Male!!Margin of Error!!WEEKS WORKED!!Worked 50 to 52 weeks","Male!!Estimate!!WEEKS WORKED!!Worked 40 to 49 weeks","Male!!Margin of Error!!WEEKS WORKED!!Worked 40 to 49 weeks","Male!!Estimate!!WEEKS WORKED!!Worked 27 to 39 weeks","Male!!Margin of Error!!WEEKS WORKED!!Worked 27 to 39 weeks","Male!!Estimate!!WEEKS WORKED!!Worked 14 to 26 weeks","Male!!Margin of Error!!WEEKS WORKED!!Worked 14 to 26 weeks","Male!!Estimate!!WEEKS WORKED!!Worked 1 to 13 weeks","Male!!Margin of Error!!WEEKS WORKED!!Worked 1 to 13 weeks","Male!!Estimate!!WEEKS WORKED!!Did not work","Male!!Margin of Error!!WEEKS WORKED!!Did not work","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!40 or more weeks","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!40 or more weeks","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!50 to 52 weeks","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!50 to 52 weeks","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!40 or more weeks","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!40 or more weeks","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!50 to 52 weeks","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!50 to 52 weeks","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 or more weeks","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 or more weeks","Male!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks","Male!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks","Male!!Estimate!!USUAL HOURS WORKED!!Did not work","Male!!Margin of Error!!USUAL HOURS WORKED!!Did not work","Male!!Estimate!!Mean usual hours worked for workers","Male!!Margin of Error!!Mean usual hours worked for workers","Male!!Estimate!!PERCENT IMPUTED!!Work status in the past 12 months for the population 16 years and over","Male!!Margin of Error!!PERCENT IMPUTED!!Work status in the past 12 months for the population 16 years and over","Male!!Estimate!!PERCENT IMPUTED!!Hours worked per week in the past 12 months for the population 16 years and over","Male!!Margin of Error!!PERCENT IMPUTED!!Hours worked per week in the past 12 months for the population 16 years and over","Male!!Estimate!!PERCENT IMPUTED!!Weeks worked in the past 12 months for the population 16 years and over","Male!!Margin of Error!!PERCENT IMPUTED!!Weeks worked in the past 12 months for the population 16 years and over","Female!!Estimate!!Population 16 to 64 years","Female!!Margin of Error!!Population 16 to 64 years","Female!!Estimate!!WEEKS WORKED!!Worked 50 to 52 weeks","Female!!Margin of Error!!WEEKS WORKED!!Worked 50 to 52 weeks","Female!!Estimate!!WEEKS WORKED!!Worked 40 to 49 weeks","Female!!Margin of Error!!WEEKS WORKED!!Worked 40 to 49 weeks","Female!!Estimate!!WEEKS WORKED!!Worked 27 to 39 weeks","Female!!Margin of Error!!WEEKS WORKED!!Worked 27 to 39 weeks","Female!!Estimate!!WEEKS WORKED!!Worked 14 to 26 weeks","Female!!Margin of Error!!WEEKS WORKED!!Worked 14 to 26 weeks","Female!!Estimate!!WEEKS WORKED!!Worked 1 to 13 weeks","Female!!Margin of Error!!WEEKS WORKED!!Worked 1 to 13 weeks","Female!!Estimate!!WEEKS WORKED!!Did not work","Female!!Margin of Error!!WEEKS WORKED!!Did not work","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!40 or more weeks","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!40 or more weeks","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!50 to 52 weeks","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!50 to 52 weeks","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!40 or more weeks","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!40 or more weeks","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!50 to 52 weeks","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!50 to 52 weeks","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 or more weeks","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 or more weeks","Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks","Female!!Margin of Error!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks","Female!!Estimate!!USUAL HOURS WORKED!!Did not work","Female!!Margin of Error!!USUAL HOURS WORKED!!Did not work","Female!!Estimate!!Mean usual hours worked for workers","Female!!Margin of Error!!Mean usual hours worked for workers","Female!!Estimate!!PERCENT IMPUTED!!Work status in the past 12 months for the population 16 years and over","Female!!Margin of Error!!PERCENT IMPUTED!!Work status in the past 12 months for the population 16 years and over","Female!!Estimate!!PERCENT IMPUTED!!Hours worked per week in the past 12 months for the population 16 years and over","Female!!Margin of Error!!PERCENT IMPUTED!!Hours worked per week in the past 12 months for the population 16 years and over","Female!!Estimate!!PERCENT IMPUTED!!Weeks worked in the past 12 months for the population 16 years and over","Female!!Margin of Error!!PERCENT IMPUTED!!Weeks worked in the past 12 months for the population 16 years and over"
"1400000US16027020100","Census Tract 201, Canyon County, Idaho","787","97","41.6","10.0","3.7","3.9","3.2","2.4","7.5","6.3","3.3","3.7","40.8","10.2","43.8","9.6","39.3","10.8","36.2","10.0","14.4","4.8","5.6","2.9","5.0","2.9","1.0","1.4","0.4","0.9","0.4","0.9","40.8","10.2","38.1","2.2","13.6","(X)","18.3","(X)","21.2","(X)","334","66","40.7","13.8","1.8","2.6","4.5","4.6","6.9","9.1","5.4","8.0","40.7","13.2","45.2","13.8","37.4","14.2","35.6","14.1","14.1","8.4","5.1","5.1","5.1","5.1","0.0","8.6","0.0","8.6","0.0","8.6","40.7","13.2","42.0","3.0","(X)","(X)","(X)","(X)","(X)","(X)","453","72","42.2","11.6","5.1","6.5","2.2","2.3","7.9","6.8","1.8","2.1","40.8","11.9","42.8","14.1","40.6","13.9","36.6","11.8","14.6","8.8","6.0","3.9","4.9","3.7","1.8","2.5","0.7","1.6","0.7","1.6","40.8","11.9","35.3","3.4","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US16027020200","Census Tract 202, Canyon County, Idaho","2387","288","31.7","6.3","9.6","4.6","10.6","4.7","4.3","4.1","5.0","3.3","38.8","6.9","42.6","5.7","30.7","6.0","25.6","5.7","15.6","4.3","9.3","3.6","4.8","2.4","3.0","2.0","1.3","1.3","1.3","1.3","38.8","6.9","35.8","1.8","6.9","(X)","8.1","(X)","5.4","(X)","1174","186","31.7","8.5","13.6","7.2","10.5","6.5","5.9","5.4","6.0","5.4","32.3","9.4","54.9","9.5","35.2","8.8","26.5","7.8","10.0","5.4","9.3","5.3","4.3","3.8","2.8","2.4","0.9","1.3","0.9","1.3","32.3","9.4","37.8","2.0","(X)","(X)","(X)","(X)","(X)","(X)","1213","177","31.7","7.6","5.7","5.2","10.8","5.7","2.8","3.3","4.0","3.7","45.1","8.6","30.8","8.0","26.5","7.5","24.8","7.1","21.0","8.2","9.2","5.2","5.2","3.6","3.1","3.1","1.6","2.3","1.6","2.3","45.1","8.6","33.5","3.2","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US16027020300","Census Tract 203, Canyon County, Idaho","3033","408","51.3","6.6","3.2","1.6","3.2","1.4","4.3","3.0","11.4","3.3","26.7","5.6","49.9","6.1","43.8","5.9","42.0","5.8","16.4","5.1","8.9","4.0","8.2","3.9","7.0","4.0","1.7","1.4","1.2","1.2","26.7","5.6","35.2","2.4","6.1","(X)","9.4","(X)","6.8","(X)","1570","283","49.0","8.9","4.6","2.8","4.4","2.6","3.9","4.4","14.7","4.9","23.4","7.8","52.0","8.2","44.6","8.7","41.8","8.5","18.1","5.7","7.9","3.9","6.6","3.7","6.5","5.3","1.1","1.3","0.5","0.9","23.4","7.8","35.9","3.3","(X)","(X)","(X)","(X)","(X)","(X)","1463","209","53.8","7.1","1.6","1.6","1.9","1.9","4.6","4.2","7.9","3.8","30.2","7.0","47.6","7.2","43.0","6.4","42.1","6.5","14.6","6.2","10.0","5.5","9.8","5.4","7.6","4.2","2.4","2.7","1.8","2.4","30.2","7.0","34.4","2.4","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US16027020401","Census Tract 204.01, Canyon County, Idaho","5607","464","51.7","4.2","7.2","2.8","5.0","2.2","5.1","2.8","4.9","2.5","26.1","5.1","54.8","5.6","47.9","5.2","42.8","4.7","17.2","4.7","9.9","2.9","7.9","2.9","1.8","1.3","1.1","1.0","1.1","1.0","26.1","5.1","38.0","1.3","4.6","(X)","5.5","(X)","4.6","(X)","2863","323","59.7","6.9","7.4","3.6","4.3","3.1","6.0","4.1","3.0","2.8","19.5","6.2","69.8","8.3","61.9","8.5","54.9","8.0","9.7","4.7","4.5","2.1","4.1","2.0","1.0","1.4","0.7","1.2","0.7","1.2","19.5","6.2","41.1","1.7","(X)","(X)","(X)","(X)","(X)","(X)","2744","269","43.4","8.0","7.0","4.1","5.8","3.8","4.1","2.7","6.9","4.3","32.9","8.7","39.3","8.9","33.4","7.7","30.2","7.8","25.1","7.5","15.6","5.3","11.8","5.2","2.7","2.3","1.4","1.6","1.4","1.6","32.9","8.7","34.1","1.8","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US16027020402","Census Tract 204.02, Canyon County, Idaho","3321","339","47.3","7.7","6.8","5.4","3.6","2.8","1.9","1.6","9.2","3.7","31.2","8.4","52.6","7.2","47.3","7.2","42.3","7.3","12.0","4.3","6.5","3.4","4.7","2.7","4.2","2.8","0.2","0.4","0.2","0.4","31.2","8.4","37.1","1.8","6.3","(X)","11.9","(X)","10.8","(X)","1815","249","46.2","10.4","6.7","5.9","3.5","3.3","0.3","0.7","12.8","5.7","30.5","11.1","57.2","11.5","49.5","10.9","42.8","10.1","9.7","5.7","3.4","3.3","3.4","3.3","2.6","2.4","0.0","1.6","0.0","1.6","30.5","11.1","39.8","2.5","(X)","(X)","(X)","(X)","(X)","(X)","1506","194","48.6","9.3","7.0","6.3","3.7","3.8","3.8","3.4","4.9","3.4","32.1","9.4","47.1","8.6","44.7","8.5","41.8","8.7","14.8","6.7","10.4","6.2","6.3","4.1","6.0","4.5","0.5","1.0","0.5","1.0","32.1","9.4","33.7","2.2","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US16027020501","Census Tract 205.01, Canyon County, Idaho","2195","162","57.2","6.5","5.9","2.9","4.5","2.5","4.0","2.3","7.4","4.0","21.0","7.5","59.8","7.6","50.7","5.7","47.0","5.6","18.1","5.7","12.4","4.3","10.3","4.2","1.1","1.4","0.0","1.4","0.0","1.4","21.0","7.5","38.6","2.0","6.4","(X)","12.2","(X)","8.7","(X)","1191","155","57.6","9.7","5.3","3.6","6.4","4.8","3.3","2.9","8.0","6.1","19.5","9.1","67.4","8.0","54.3","8.4","49.8","8.9","13.1","6.5","8.6","5.4","7.8","5.2","0.0","2.5","0.0","2.5","0.0","2.5","19.5","9.1","41.8","2.3","(X)","(X)","(X)","(X)","(X)","(X)","1004","119","56.8","9.4","6.7","4.7","2.3","3.0","4.8","3.1","6.7","4.1","22.8","9.6","50.7","11.8","46.4","10.5","43.6","10.2","24.0","8.4","17.0","6.4","13.1","6.2","2.5","3.0","0.0","2.9","0.0","2.9","22.8","9.6","34.7","2.8","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US16027020503","Census Tract 205.03, Canyon County, Idaho","1681","244","45.0","7.6","6.4","4.1","6.7","4.5","3.1","2.2","5.8","3.9","33.0","7.5","49.3","7.0","44.1","7.8","40.2","8.5","14.0","8.0","6.8","4.9","4.8","3.0","3.7","2.5","0.5","0.8","0.0","1.8","33.0","7.5","39.1","3.4","4.5","(X)","8.9","(X)","7.4","(X)","915","159","52.9","11.6","6.7","5.2","9.8","8.2","3.6","3.4","2.0","2.4","25.0","11.7","62.0","11.3","56.9","11.6","51.3","12.0","10.9","8.5","2.6","3.4","1.6","2.0","2.1","2.5","0.0","3.2","0.0","3.2","25.0","11.7","43.2","4.6","(X)","(X)","(X)","(X)","(X)","(X)","766","129","35.5","9.6","6.1","5.7","3.0","4.0","2.5","3.1","10.4","7.0","42.4","11.6","34.1","10.5","28.7","9.8","26.9","9.5","17.8","10.1","11.9","9.7","8.6","6.4","5.7","4.9","1.0","1.7","0.0","3.8","42.4","11.6","32.7","3.0","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US16027020504","Census Tract 205.04, Canyon County, Idaho","3938","399","35.8","7.0","8.2","3.0","3.9","2.1","6.7","2.6","9.6","5.3","35.8","7.6","38.9","7.0","29.1","6.4","24.1","6.0","23.6","5.7","14.1","5.2","10.9","4.8","1.7","1.3","0.8","0.9","0.8","0.9","35.8","7.6","35.6","2.1","11.6","(X)","15.7","(X)","14.5","(X)","1899","292","42.1","9.7","10.2","4.9","2.3","2.2","5.6","3.9","10.1","5.4","29.8","10.4","48.7","10.7","40.2","10.0","32.8","9.5","20.4","7.6","11.0","6.9","8.2","6.2","1.1","1.8","1.1","1.8","1.1","1.8","29.8","10.4","39.1","3.1","(X)","(X)","(X)","(X)","(X)","(X)","2039","319","29.9","8.0","6.4","4.0","5.4","3.4","7.7","5.1","9.2","8.9","41.4","11.1","29.9","8.3","18.7","7.1","16.0","6.0","26.5","9.4","17.1","6.2","13.4","5.9","2.2","1.9","0.4","0.6","0.4","0.6","41.4","11.1","31.7","2.5","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US16027020601","Census Tract 206.01, Canyon County, Idaho","3122","274","55.8","6.4","6.4","3.0","5.6","2.6","3.2","2.4","5.6","2.5","23.4","5.9","54.7","6.4","50.6","6.4","47.1","6.4","16.3","4.7","9.6","4.2","7.1","3.5","5.6","3.4","2.0","1.9","1.5","1.7","23.4","5.9","36.8","1.8","7.9","(X)","6.9","(X)","6.2","(X)","1545","218","57.4","10.2","5.1","2.7","8.2","4.4","3.7","3.7","5.8","3.8","19.8","7.3","61.4","8.7","54.4","9.4","51.4","9.6","14.2","6.4","7.1","4.7","6.0","4.5","4.6","5.1","1.0","1.6","0.0","1.9","19.8","7.3","39.5","2.8","(X)","(X)","(X)","(X)","(X)","(X)","1577","155","54.2","10.1","7.7","5.2","3.0","3.4","2.7","3.0","5.5","3.8","26.9","8.7","48.2","9.2","46.9","9.2","43.0","8.9","18.3","8.2","12.1","7.1","8.2","5.5","6.6","4.6","2.9","3.4","2.9","3.4","26.9","8.7","33.8","2.2","(X)","(X)","(X)","(X)","(X)","(X)"
