PIN,Line#,Ngrhd,TypeDescr,MethodDescr,Acres,SqrFt,ActFrnt,EffFrnt,EffDpth,Cat,Value,ValMethod,SoilID,SiteRating,LandUnit,System,lrsn
P12300020200,1,10040,City  Lot,29  Per Square Foot (brea,0.747,32538,174,174,187,20H,34692,Cost,,EX,AC,PV,2682
P1270016012A,1,10020,City  Lot,29  Per Square Foot (brea,0.1664,7250,50,50,145,20H,19469,Cost,,F,AC,PV,2815
F3240002009B,1,30090,City  Lot,32  Site Value (lump sum,0.0861,3750,60,60,62,20H,19300,Cost,,VP,AC,PV,1588
P18250030030,1,12892,City  Lot,49  User Definable Land F,0.26,11337,101.26,101,112,20H,33800,Cost,,,AC,PV,702156
P19600010040,1,10010,City  Lot,32  Site Value (lump sum,0,0,0,120,126,20H,28530,Cost,,G,AC,PV,4246
N5480007014C,1,50050,City  Lot,49  User Definable Land F,0.997,43430,215,215,202,20H,54500,Cost,,F,AC,PV,1940
N5480002013B,1,50050,City  Lot,49  User Definable Land F,0.286,12460,89,89,140,20H,24100,Cost,,VG,AC,PV,1872
N5480017011B,1,50050,City  Lot,49  User Definable Land F,0.136,5925,75,75,79,20H,14800,Cost,,VP,AC,PV,2040
P1520016000C,1,10040,City  Lot,29  Per Square Foot (brea,0.1848,8050,70,70,115,20H,18923,Cost,,AV,AC,PV,1305
P13400030130,1,10040,City  Lot,29  Per Square Foot (brea,0.1928,8400,50,50,168,20H,19338,Cost,,AV,AC,PV,2909
N58000020010,1,50010,City  Lot,49  User Definable Land F,0.1995,8690,0,0,0,20H,27600,Cost,,AV,AC,PV,1823
P1490028007A,1,10020,City  Lot,29  Per Square Foot (brea,0.1997,8700,60,60,145,20H,22501,Cost,,AV,AC,PV,3297
P1710008000C,2,10031,Residential Excess Acreag,49  User Definable Land F,0.88,38440,0,0,0,20,13000,Cost,,,AC,PV,3800
P1690001022A,1,10010,City  Lot,32  Site Value (lump sum,0.1722,7500,75,75,100,20H,26910,Cost,,P,AC,PV,3758
P13520060010,1,10010,City  Lot,32  Site Value (lump sum,0.2493,10860,0,123,88,20H,27180,Cost,,AV,AC,PV,4627
P1603001002A,1,10030,City  Lot,32  Site Value (lump sum,0.0747,3255,35,35,93,20H,27000,Cost,,F,AC,PV,4980
P15800070000,1,10031,Homesite,33  Per Acre (by site rat,1,43560,119,119,549,20H,49680,Cost,,AV,AC,PV,3558
F36490100050,1,30180,City  Lot,49  User Definable Land F,0.222,9660,0,0,0,20H,53800,Cost,,VG,AC,PV,704547
F34500040060,1,30180,City  Lot,49  User Definable Land F,0.17,7506,0,0,0,20H,48500,Cost,,G,AC,PV,20506
F36490050040,1,30180,City  Lot,49  User Definable Land F,0.18,7841,0,0,0,20H,49400,Cost,,VG,AC,PV,704529
F31880010180,1,30180,City  Lot,49  User Definable Land F,0.18,7977,70,70,112,20H,49700,Cost,,G,AC,PV,4761
F31860030150,1,30180,City  Lot,49  User Definable Land F,0.17,7441,78.29,78,100,20H,48300,Cost,,G,AC,PV,702173
P18550050340,1,10010,City  Lot,32  Site Value (lump sum,0.3,12997,0,75,115,20H,28530,Cost,,G,AC,PV,702238
P18530030140,1,10010,City  Lot,32  Site Value (lump sum,0.3432,14948,0,0,0,20H,28530,Cost,,G,AC,PV,866
F30400060060,1,30180,City  Lot,49  User Definable Land F,0.205,8928,75,75,118,20H,52100,Cost,,VG,AC,PV,230
N5480017007A,1,50050,City  Lot,49  User Definable Land F,0.22,9372,66,66,142,20H,20000,Cost,,F,AC,PV,2036
F3300006010A,1,30090,City  Lot,32  Site Value (lump sum,0.2,8700,60,60,145,20H,25800,Cost,,G,AC,PV,1623
F00000229385,1,30090,City  Lot,32  Site Value (lump sum,0.27,11872,106,106,112,20H,26500,Cost,,VG,AC,PV,571
P18910030130,1,12891,Homesite,32  Site Value (lump sum,1,43560,0,0,0,20H,37170,Cost,,EX,AC,PV,14893
F38600010030,1,30090,City  Lot,32  Site Value (lump sum,0.2296,10000,100,100,100,20H,25800,Cost,,G,AC,PV,739
F00000277980,1,30090,City  Lot,32  Site Value (lump sum,0.71,30928,0,0,0,20H,38940,Cost,,EX,AC,PV,789
N54800300060,1,50050,City  Lot,49  User Definable Land F,0.1607,7000,50,50,140,20H,16500,Cost,,P,AC,PV,2252
P00000347340,1,10010,City  Lot,32  Site Value (lump sum,0.2247,9790,68.7,68,142.5,20H,27180,Cost,,AV,AC,PV,1139
P1610006007A,1,10030,City  Lot,29  Per Square Foot (brea,0.2497,10875,75,75,145,20H,26408,Cost,,G,AC,PV,3663
P18100190000,1,10030,City  Lot,29  Per Square Foot (brea,0.5424,23628,66,66,358,20H,37102,Cost,,EX,AC,PV,4190
P1080012000A,1,10040,Homesite,33  Per Acre (by site rat,1,43560,147,147,317,20H,41445,Cost,,AV,AC,PV,2518
P1490025006A,1,10020,City  Lot,29  Per Square Foot (brea,0.3013,13125,75,75,175,20H,30604,Cost,,VG,AC,PV,3261
P13500040040,1,10010,City  Lot,32  Site Value (lump sum,0,0,0,0,0,20H,27180,Cost,,AV,AC,PV,4490
F30410030050,1,30180,City  Lot,49  User Definable Land F,0.183,7984,90.62,91,85,20H,49800,Cost,,G,AC,PV,196
P1080005000C,1,10040,City  Lot,29  Per Square Foot (brea,0.202,8800,80,80,110,20H,19770,Cost,,AV,AC,PV,2504
P14700130020,1,10020,City  Lot,29  Per Square Foot (brea,0.3444,15000,100,100,150,20H,33510,Cost,,EX,AC,PV,3122
P1710083000E,1,10030,City  Lot,29  Per Square Foot (brea,0.3444,15000,100,100,150,20H,30423,Cost,,EX,AC,PV,4058
P00000351353,3,13010,Residential Excess Acreag,49  User Definable Land F,12.8,0,0,0,0,20,120400,Cost,,,AC,PV,14324
F35800020050,1,30060,City  Lot,32  Site Value (lump sum,0.25,10720,75,75,142,20H,25100,Cost,,AV,AC,PV,1532
P18600020040,1,10010,City  Lot,32  Site Value (lump sum,0.28,12405,103.38,103,120,20H,28530,Cost,,G,AC,PV,1273
N5480010007A,1,50050,City  Lot,49  User Definable Land F,0.8488,36975,85,85,435,20H,49100,Cost,,VG,AC,PV,1959
P1910003000A,1,10010,City  Lot,32  Site Value (lump sum,0,0,85,0,160,20H,27180,Cost,,AV,AC,PV,4222
P1560002001A,1,10010,City  Lot,32  Site Value (lump sum,0.2497,10877.63,73.25,73,148,20H,27000,Cost,,F,AC,PV,3495
F35200010060,1,30090,City  Lot,32  Site Value (lump sum,0.18,7980,70,70,114,20H,22600,Cost,,F,AC,PV,1775
P17100740000,1,10040,City  Lot,29  Per Square Foot (brea,0.2539,11060,70,70,158,20H,21677,Cost,,G,AC,PV,4031
P1230002007A,1,10040,City  Lot,29  Per Square Foot (brea,0.5022,21875,125,125,175,20H,29157,Cost,,EX,AC,PV,2661
P1060002009C,1,10040,City  Lot,29  Per Square Foot (brea,0.1,4536,62.52,63,72,20H,12010,Cost,,,AC,PV,703815
F38130010020,1,30180,City  Lot,49  User Definable Land F,0.15,6670,0,0,0,20H,46200,Cost,,G,AC,PV,20125
P18910050100,1,12891,Homesite,32  Site Value (lump sum,0.54,23522,0,0,0,20H,37170,Cost,,EX,AC,PV,14918
P17800040050,1,10049,City  Lot,29  Per Square Foot (brea,0.427,18600,100,100,186,20H,24171,Cost,,EX,AC,PV,5208
N5660004006A,1,50052,City  Lot,49  User Definable Land F,0.28,12197,0,0,0,20H,47200,Cost,,,AC,PV,704392
P1710065000F,1,13010,Homesite,33  Per Acre (by site rat,1,43560,220,220,391,20H,55200,Cost,,AV,AC,PV,14616
F3300001001C,1,30090,City  Lot,32  Site Value (lump sum,0.1618,7050,47,47,150,20H,22600,Cost,,F,AC,PV,1597
F30400010320,1,30180,City  Lot,49  User Definable Land F,0.182,7937,75.01,75,105,20H,49600,Cost,,AV,AC,PV,178
F38880010040,1,30180,City  Lot,49  User Definable Land F,0.19,8098,0,0,0,20H,50000,Cost,,AV,AC,PV,704658
F36470060080,1,30180,City  Lot,49  User Definable Land F,0.227,9887,0,0,0,20H,54300,Cost,,VG,AC,PV,704342
P1470007012A,1,10020,City  Lot,29  Per Square Foot (brea,0.1664,7250,50,50,145,20H,19469,Cost,,F,AC,PV,3070
P1810001004F,1,10040,City  Lot,29  Per Square Foot (brea,0.1033,4500,50,50,90,20H,11927,Cost,,P,AC,PV,4163
P1270007011A,1,10020,City  Lot,29  Per Square Foot (brea,0.0495,2154.6,39.9,39,54,20H,6149,Cost,,VP,AC,PV,2761
P1570002001A,1,10020,Exempt Land, 3  Per Acre,0.36,15750,140,140,150,81L,0,Cost,,F,AC,PV,3538
N5480015006A,1,50050,City  Lot,49  User Definable Land F,0.2445,10650,75,75,142,20H,21700,Cost,,AV,AC,PV,2018
F31860030020,1,30180,City  Lot,49  User Definable Land F,0.26,11435,0,100,120,20H,57600,Cost,,EX,AC,PV,702177
P1710029000F,1,10030,City  Lot,29  Per Square Foot (brea,0.582,25350,130,130,195,20H,38322,Cost,,EX,AC,PV,3836
P1600003005A,1,10040,City  Lot,29  Per Square Foot (brea,0.2497,10875,75,75,145,20H,21492,Cost,,G,AC,PV,3586
F30400040100,1,30180,City  Lot,49  User Definable Land F,0.155,6730,90.01,90,74,20H,46400,Cost,,AV,AC,PV,210
P18800050120,1,10010,City  Lot,32  Site Value (lump sum,0.24,10484,0,0,0,20H,27180,Cost,,AV,AC,PV,1200
P1960007004A,1,10010,City  Lot,32  Site Value (lump sum,0.32,13964,105,0,100,20H,28530,Cost,,G,AC,PV,4308
P1230001014B,1,10040,City  Lot,29  Per Square Foot (brea,0.3764,16397.5,46.85,46,350,20H,25702,Cost,,EX,AC,PV,2630
P1520013000G,1,10040,City  Lot,29  Per Square Foot (brea,0.6244,27200,170,170,160,20H,32065,Cost,,EX,AC,PV,1293
P00000355580,1,10010,City  Lot,32  Site Value (lump sum,0.34,15000,0,100,150,20H,27000,Cost,,F,AC,PV,1278
F3200003006A,1,30090,City  Lot,32  Site Value (lump sum,0.22,9600,120,120,80,20H,25800,Cost,,G,AC,PV,475
F00000156140,1,30090,Homesite,33  Per Acre (by site rat,1,43560,132,132,330,20H,46050,Cost,,AV,AC,PV,64
P17100870000,1,10030,City  Lot,29  Per Square Foot (brea,0.3455,15050,70,70,215,20H,30469,Cost,,EX,AC,PV,4074
P1540006008A,1,10030,City  Lot,29  Per Square Foot (brea,0.1467,6390,45,45,142,20H,19379,Cost,,F,AC,PV,3422
P11700050020,1,10010,City  Lot,32  Site Value (lump sum,0.14,6098,0,0,0,20H,27180,Cost,,AV,AC,PV,1150
F36020020010,1,30180,City  Lot,49  User Definable Land F,0.31,13531,0,0,0,20H,61800,Cost,,EX,AC,PV,5344
P15800060000,2,10031,Residential Excess Acreag,49  User Definable Land F,0.69,30140,0,0,0,20,10600,Cost,,,AC,PV,3557
P18800020090,1,10010,City  Lot,32  Site Value (lump sum,0.28,12405,103.38,103,120,20H,28530,Cost,,G,AC,PV,1266
P00000341690,1,10010,City  Lot,32  Site Value (lump sum,0.5224,22755,0,0,0,20H,33480,Cost,,VG,AC,PV,1016
P12200000050,1,10010,City  Lot,32  Site Value (lump sum,0.3151,13725,90,90,152,20H,27180,Cost,,AV,AC,PV,2604
P19300030010,1,10040,City  Lot,29  Per Square Foot (brea,0.2461,10721,76.58,76,140,20H,21333,Cost,,VG,AC,PV,4003
N54700040090,1,50010,City  Lot,49  User Definable Land F,0.1993,8683.44,0,0,0,20H,27600,Cost,,VG,AC,PV,20549
N5880001005A,1,50040,City  Lot,49  User Definable Land F,0.303,13200,0,0,0,20H,19800,Cost,,VG,AC,PV,2349
P1590000008A,1,10030,City  Lot,29  Per Square Foot (brea,0.2663,11600,80,80,145,20H,27263,Cost,,VG,AC,PV,3569
P14400070020,1,10030,City  Lot,29  Per Square Foot (brea,0.1818,7920,60,60,132,20H,23098,Cost,,AV,AC,PV,3000
P1940020000D,1,10030,City  Lot,29  Per Square Foot (brea,0.3214,14000,100,100,140,20H,29426,Cost,,EX,AC,PV,4388
P1710065000J,1,13010,Homesite,49  User Definable Land F,0.99,0,0,0,0,20H,71500,Cost,,,AC,PV,14615
P19300030020,1,10030,City  Lot,29  Per Square Foot (brea,0.2455,10696,76,76,140,20H,26179,Cost,,VG,AC,PV,4004
F00000156120,2,30090,Residential Excess Acreag,49  User Definable Land F,0.45,0,0,0,0,20,7900,Cost,,,AC,PV,69
P18260010030,1,12892,City  Lot,49  User Definable Land F,0.27,11581,0,0,0,20H,34100,Cost,,,AC,PV,702334
N59600000090,1,50030,City  Lot,49  User Definable Land F,0.2768,12057,0,0,0,20H,22800,Cost,,G,AC,PV,42
P1090002000D,1,10030,City  Lot,29  Per Square Foot (brea,0.3,13311,102,102,130,20H,28831,Cost,,EX,AC,PV,20599
P1660002008A,1,10010,City  Lot,32  Site Value (lump sum,0.2555,11128,0,0,0,20H,27180,Cost,,AV,AC,PV,3719
N5480033019A,1,50050,City  Lot,49  User Definable Land F,0.1309,5704,62,62,92,20H,14400,Cost,,VP,AC,PV,2299
P1920002007A,1,10030,City  Lot,29  Per Square Foot (brea,0.2848,12408,88,88,141,20H,28082,Cost,,VG,AC,PV,4242
F35800040030,1,30060,City  Lot,32  Site Value (lump sum,0.2,8775,75,75,117,20H,25100,Cost,,AV,AC,PV,1544
F36800020080,1,30060,City  Lot,32  Site Value (lump sum,0.17,7461,86.92,86,83,20H,25100,Cost,,AV,AC,PV,558
P1060007012A,1,10030,City  Lot,29  Per Square Foot (brea,0.0964,4200,33,33,140,20H,12906,Cost,,P,AC,PV,2486
P1450001006C,1,10016,City  Lot,32  Site Value (lump sum,0,0,0,0,0,20H,29790,Cost,,AV,AC,PV,4876
P1630010000A,1,10020,City  Lot,29  Per Square Foot (brea,1,43560,150,150,300,20H,48753,Cost,,EX,AC,PV,3706
F36450010320,1,30180,City  Lot,49  User Definable Land F,0.199,8686,0,80,108,20H,51500,Cost,,VG,AC,PV,702388
N5480022008B,1,50050,City  Lot,49  User Definable Land F,0.2245,9781.25,78.25,78,125,20H,20500,Cost,,AV,AC,PV,2148
N5480037000B,1,50050,City  Lot,49  User Definable Land F,0.2336,10173.57,90.48,90,112,20H,21100,Cost,,AV,AC,PV,2332
F30710020170,1,30180,City  Lot,49  User Definable Land F,0.17,7515,0,0,0,20H,48500,Cost,,G,AC,PV,700797
F36450030030,1,30180,City  Lot,49  User Definable Land F,0.181,7875,75,75,105,20H,49500,Cost,,G,AC,PV,702401
P18800050080,1,10010,City  Lot,32  Site Value (lump sum,0.27,11630,120.1,0,0,20H,28530,Cost,,G,AC,PV,1196
P1910002000A,1,10010,City  Lot,32  Site Value (lump sum,0.2583,11250,75,75,150,20H,27000,Cost,,F,AC,PV,4220
P1660002009A,1,10010,City  Lot,32  Site Value (lump sum,0.2296,10000,100,100,100,20H,27180,Cost,,AV,AC,PV,3720
P10600070080,1,10030,City  Lot,29  Per Square Foot (brea,0.1607,7000,50,50,140,20H,21150,Cost,,F,AC,PV,2482
F38870030120,1,30180,City  Lot,49  User Definable Land F,0.2,8545,0,0,0,20H,51200,Cost,,VG,AC,PV,704440
P1230002001A,1,10040,City  Lot,29  Per Square Foot (brea,0.3444,15000,60,60,250,20H,24759,Cost,,EX,AC,PV,2650
P1470014006A,1,10020,City  Lot,29  Per Square Foot (brea,0.0803,3500,50,50,70,20H,9832,Cost,,VP,AC,PV,3134
P1560002010A,1,10010,City  Lot,32  Site Value (lump sum,0.3324,14478.75,98,97,148,20H,28530,Cost,,G,AC,PV,3502
F3800004007A,1,30090,City  Lot,32  Site Value (lump sum,0.1928,8400,60,60,140,20H,25800,Cost,,AV,AC,PV,1730
F35800020030,1,30060,City  Lot,32  Site Value (lump sum,0.25,10722,75,75,142,20H,25100,Cost,,AV,AC,PV,1530
P18800060290,1,10010,City  Lot,32  Site Value (lump sum,0.19,8348,0,0,0,20H,27180,Cost,,AV,AC,PV,1233
P11200010310,1,10010,City  Lot,32  Site Value (lump sum,0.16,6915,0,0,0,20H,27180,Cost,,AV,AC,PV,1083
F36480080070,1,30180,City  Lot,49  User Definable Land F,0.184,8000,0,0,0,20H,49800,Cost,,G,AC,PV,704411
P11350000070,1,10030,City  Lot,29  Per Square Foot (brea,0.1857,8089.85,118.55,118,68,20H,23356,Cost,,EX,AC,PV,4530
P1490022004A,1,10020,City  Lot,29  Per Square Foot (brea,0.1997,8700,60,60,145,20H,22501,Cost,,AV,AC,PV,3226
P1520023000B,1,10030,City  Lot,29  Per Square Foot (brea,0.3134,13650,80,80,170,20H,29066,Cost,,VG,AC,PV,1318
P10500030040,1,10030,City  Lot,29  Per Square Foot (brea,0.3673,16000,80,80,200,20H,31271,Cost,,EX,AC,PV,2401
P11300020040,1,10010,City  Lot,32  Site Value (lump sum,0.22,9563,75.55,75,126,20H,27180,Cost,,AV,AC,PV,1119
P18550050370,1,10010,City  Lot,32  Site Value (lump sum,0.22,9498,91,91,104,20H,28530,Cost,,G,AC,PV,702241
P1630010000A,2,10020,City  Lot,29  Per Square Foot (brea,0.03,1440,0,0,0,20,414,Cost,,EX,AC,PV,3706
F38850010020,1,30180,City  Lot,49  User Definable Land F,0.183,7975,75,75,107,20H,49700,Cost,,G,AC,PV,701771
F36450040030,1,30180,City  Lot,49  User Definable Land F,0.172,7500,75,75,100,20H,48500,Cost,,G,AC,PV,702407
F36480040080,1,30180,City  Lot,49  User Definable Land F,0.172,7508,0,0,0,20H,48500,Cost,,G,AC,PV,704395
F30400050030,1,30180,City  Lot,49  User Definable Land F,0.153,6676,90,90,74,20H,46200,Cost,,AV,AC,PV,215
P18910040080,1,12891,Homesite,32  Site Value (lump sum,0.59,25700,0,0,0,20H,37170,Cost,,EX,AC,PV,14905
F00000233175,1,30060,City  Lot,32  Site Value (lump sum,0.24,13230,0,0,0,20H,45500,Cost,,VG,AC,PV,616
P17101000000,1,10030,City  Lot,29  Per Square Foot (brea,0.2497,10875,75,75,145,20H,26408,Cost,,G,AC,PV,4093
F00000227991,2,33030,Residential Excess Acreag,49  User Definable Land F,0.72,31363.2,0,0,0,20,12300,Cost,,,AC,PV,4896
P00000330830,1,10030,City  Lot,29  Per Square Foot (brea,0.1076,4687.5,31.25,31,150,20H,14362,Cost,,P,AC,PV,833
N5480023019A,1,50050,City  Lot,49  User Definable Land F,0.2927,12750,85,85,150,20H,24400,Cost,,G,AC,PV,2169
F38880020020,1,30180,City  Lot,49  User Definable Land F,0.19,8335,0,0,0,20H,50600,Cost,,AV,AC,PV,704661
P1960004014A,1,10010,City  Lot,32  Site Value (lump sum,0.3,13068,100,100,135,20H,28530,Cost,,G,AC,PV,4275
F30400060070,1,30180,City  Lot,49  User Definable Land F,0.2104,9168,121.31,121,75,20H,52700,Cost,,VG,AC,PV,231
F31900030170,1,30180,City  Lot,49  User Definable Land F,0.18,7979,0,0,0,20H,49700,Cost,,VG,AC,PV,4559
N54700030060,1,50010,City  Lot,49  User Definable Land F,0.1408,6133.6,0,0,0,20H,22400,Cost,,G,AC,PV,20537
P11300030080,1,10010,City  Lot,32  Site Value (lump sum,0.27,11926,72.55,72,164,20H,27180,Cost,,AV,AC,PV,1134
P13710030030,1,10070,City  Lot,32  Site Value (lump sum,0.23,9836,0,0,0,20H,34020,Cost,,AV,AC,PV,4694
F34500040040,1,30180,City  Lot,49  User Definable Land F,0.17,7511,0,0,0,20H,48500,Cost,,G,AC,PV,20504
F30410010190,1,30180,City  Lot,49  User Definable Land F,0.171,7432,73.54,73,98,20H,48300,Cost,,G,AC,PV,165
F3800003022A,1,30090,City  Lot,32  Site Value (lump sum,0.225,9800,70,70,140,20H,25800,Cost,,G,AC,PV,1720
P1780005004A,1,10049,City  Lot,29  Per Square Foot (brea,0.2135,9300,50,50,186,20H,17961,Cost,,EX,AC,PV,5396
P17800050010,1,10049,City  Lot,29  Per Square Foot (brea,0.427,18600,100,100,186,20H,24171,Cost,,EX,AC,PV,5213
P1060005013A,1,10040,City  Lot,29  Per Square Foot (brea,0.3214,14000,100,100,140,20H,23942,Cost,,EX,AC,PV,2469
P1510007000B,1,10031,Homesite,33  Per Acre (by site rat,1,43560,150,150,441,20H,49680,Cost,,AV,AC,PV,700881
N56400010110,1,50020,City  Lot,49  User Definable Land F,0.1971,8584,0,0,0,20H,25200,Cost,,G,AC,PV,1999
F31860030030,1,30180,City  Lot,49  User Definable Land F,0.42,18310,0,80,120,20H,69900,Cost,,EX,AC,PV,702178
F30410010080,1,30180,City  Lot,49  User Definable Land F,0.164,7156,90,90,79,20H,47600,Cost,,G,AC,PV,154
F36500050130,1,30180,City  Lot,49  User Definable Land F,0.17,7533,0,0,0,20H,48600,Cost,,AV,AC,PV,704684
N5480010001B,1,50050,City  Lot,49  User Definable Land F,0.4132,18000,120,120,150,20H,30600,Cost,,G,AC,PV,1951
N54800050120,1,50050,City  Lot,49  User Definable Land F,0.9986,43500,100,100,435,20H,54600,Cost,,VG,AC,PV,1908
P1352005005B,1,10010,City  Lot,32  Site Value (lump sum,0,0,0,0,0,20H,27180,Cost,,AV,AC,PV,20719
P13600010030,1,10030,City  Lot,29  Per Square Foot (brea,0.0317,1380,20.02,20,68,20H,4312,Cost,,P,AC,PV,838
F38300040030,1,30180,City  Lot,49  User Definable Land F,0.302,13150,0,0,0,20H,61000,Cost,,EX,AC,PV,21160
F31860020030,1,30180,City  Lot,49  User Definable Land F,0.27,11693,0,100,110,20H,58200,Cost,,EX,AC,PV,702169
P18800050090,1,10010,City  Lot,32  Site Value (lump sum,0.25,10889,115.67,0,0,20H,28530,Cost,,G,AC,PV,1197
P13400040000,1,10040,Homesite,33  Per Acre (by site rat,1,43560,0,0,0,20H,41445,Cost,,AV,AC,PV,2910
P1230001007B,1,10040,City  Lot,29  Per Square Foot (brea,0.5022,21875,62.5,62,350,20H,29157,Cost,,EX,AC,PV,2619
P1810001001A,1,10040,City  Lot,29  Per Square Foot (brea,0.1377,6000,50,50,120,20H,15263,Cost,,F,AC,PV,4155
F32200020010,1,30090,City  Lot,32  Site Value (lump sum,0.3788,16500,100,100,165,20H,33000,Cost,,EX,AC,PV,254
F3080002012C,1,30090,City  Lot,32  Site Value (lump sum,0.28,12388.75,66.25,66,187,20H,33000,Cost,,EX,AC,PV,1483
P1780005009B,1,10049,City  Lot,29  Per Square Foot (brea,0.82,35719,0,0,0,20H,31951,Cost,,EX,AC,PV,702444
F30500000040,1,30100,Average,49  User Definable Land F,0.19,8263,75.12,75,110,20H,23410,Cost,,AV,AC,PV,701526
F3260001002B,1,30060,City  Lot,32  Site Value (lump sum,0.2583,11250,75,75,150,20H,25100,Cost,,AV,AC,PV,385
P1450003001A,1,10016,City  Lot,32  Site Value (lump sum,0,0,0,0,0,20H,29790,Cost,,AV,AC,PV,1002
N5480017009A,1,50050,City  Lot,49  User Definable Land F,0.2009,8750,62.5,62,140,20H,19100,Cost,,F,AC,PV,2039
P10700020010,1,10060,City  Lot,32  Site Value (lump sum,0.1859,8099,0,0,0,20H,33750,Cost,,G,AC,PV,3945
N54800150190,1,50050,City  Lot,49  User Definable Land F,0.163,7100,50,50,142,20H,16700,Cost,,F,AC,PV,2023
P17870010100,1,10010,City  Lot,32  Site Value (lump sum,0.18,7984,0,75,104,20H,28530,Cost,,G,AC,PV,704151
F3300003007A,1,30090,City  Lot,32  Site Value (lump sum,0.1928,8400,60,60,140,20H,25800,Cost,,AV,AC,PV,1609
P00000264375,2,13010,Residential Excess Acreag,49  User Definable Land F,0.25,0,0,0,0,20,5700,Cost,,,AC,PV,14219
F36490050030,1,30180,City  Lot,49  User Definable Land F,0.31,13504,0,0,0,20H,61700,Cost,,EX,AC,PV,704528
F36010010040,1,30180,City  Lot,49  User Definable Land F,0.23,9908,0,0,0,20H,54400,Cost,,G,AC,PV,4642
N5480005007B,1,50050,City  Lot,49  User Definable Land F,0.4993,21750,50,50,435,20H,34700,Cost,,VG,AC,PV,1902
F30400010340,1,30180,City  Lot,49  User Definable Land F,0.182,7937,75.01,75,105,20H,49600,Cost,,AV,AC,PV,180
F34510010160,1,30180,City  Lot,49  User Definable Land F,0.2059,8609,0,63,105,20H,51300,Cost,,VG,AC,PV,21088
F34500010070,1,30180,City  Lot,49  User Definable Land F,0.17,7612,0,0,0,20H,48800,Cost,,G,AC,PV,20470
F32000040020,1,30090,City  Lot,32  Site Value (lump sum,0.21,9240,120,120,77,20H,25800,Cost,,G,AC,PV,478
F38000070020,1,30090,City  Lot,32  Site Value (lump sum,0.2925,12782,91,91,140,20H,33000,Cost,,EX,AC,PV,1750
F32200020110,1,30090,City  Lot,32  Site Value (lump sum,0,0,0,0,0,20H,33000,Cost,,EX,AC,PV,264
P1200002000B,1,10049,City  Lot,29  Per Square Foot (brea,0.4821,20999,83,83,253,20H,25459,Cost,,EX,AC,PV,5144
N58000010020,1,50010,City  Lot,49  User Definable Land F,0.184,8017,0,0,0,20H,26300,Cost,,AV,AC,PV,1818
P13200010030,1,10010,City  Lot,32  Site Value (lump sum,0.1894,8250,75,75,110,20H,27000,Cost,,F,AC,PV,2854
N5480007002A,1,50050,City  Lot,49  User Definable Land F,0.3551,15470,85,85,182,20H,27700,Cost,,G,AC,PV,1936
F30410010180,1,30180,City  Lot,49  User Definable Land F,0.147,6415,74,74,88,20H,45500,Cost,,AV,AC,PV,164
P18260010070,1,12892,City  Lot,49  User Definable Land F,0.2,8552,0,0,0,20H,29800,Cost,,,AC,PV,702338
P1540004010A,1,10030,City  Lot,29  Per Square Foot (brea,0.1467,6390,45,45,142,20H,19379,Cost,,F,AC,PV,3406
P1580001002B,1,10030,City  Lot,29  Per Square Foot (brea,0.186,8100,60,60,135,20H,23371,Cost,,AV,AC,PV,3540
N5480025001B,1,50050,City  Lot,49  User Definable Land F,0.2296,10000,100,100,100,20H,20800,Cost,,F,AC,PV,2186
P13500030010,1,10010,City  Lot,32  Site Value (lump sum,0,0,0,0,0,20H,27180,Cost,,AV,AC,PV,4476
P1610003013A,1,10030,City  Lot,29  Per Square Foot (brea,0.1894,8250,55,55,150,20H,23590,Cost,,AV,AC,PV,3640
P1810020000A,1,10031,Homesite,33  Per Acre (by site rat,1,43560,132,130,0,20H,49680,Cost,,AV,AC,PV,4192
P1270001011A,1,10020,City  Lot,29  Per Square Foot (brea,0.2996,13050,90,90,145,20H,30476,Cost,,VG,AC,PV,2704
P18910030080,1,12891,Homesite,32  Site Value (lump sum,0.6,26136,0,0,0,20H,37170,Cost,,EX,AC,PV,14888
N5480025004B,1,50050,City  Lot,49  User Definable Land F,0.2296,10000,100,100,100,20H,20800,Cost,,F,AC,PV,2189
N5480026005A,1,50050,City  Lot,49  User Definable Land F,0.3444,15000,100,100,150,20H,27200,Cost,,G,AC,PV,2204
